"label","text","googleScore","VADER"
"Neutral","Cholesterol Linked to Alzheimer?s: Article In NY Times. Bios Life Slim for natural cholesterol reduction http://budurl.com/n4y4",0.3,0.361157559257308
"Neutral","@LizzyNY Hi Lizzy. I know you guys really got a lot of snow. They closed our New York office yesterday at 11:30",0.1,0
"Positive","i currently have a gay man with an english accent fixing my washing machine. this is awesome.",0.5,0.624893326938946
"Neutral","chels303",0,0
"Neutral","Charlie Wilson, US politician who secretly funded CIA in Afghanistan, dies http://tumblr.com/xpq6cev4y",0,0
"Negative","All of a sudden I feel incredibly lonely...I blame the cold weather and hormones...and V-day...damnit, where are my pills?",-0.7,-0.397618849862377
"Neutral","@Teylore im recording these songs tryna finish up my mixtape",0,0
"Neutral","RT @colingilchrist: Alexander McQueen, the rumours are true. Poor boy RIP.",-0.3,-0.0772283284276542
"Negative",":| I can't wait to move out, just so I can decorate and have a decent looking, tidy, clean house/flat, instead of this shithole.",-0.6,0.318210996771242
"Neutral","@DMBarlow Ha - no not yet. But I will! :)",0.1,0.541099395185994
"Neutral","Taking time off line to pray for friends, mentors and partners in ministry. Challenging times, need to focus and take faith steps",0.6,0.831632035280786
"Neutral","@Krystalala I think this reply is going to be even longer than our last.",0,0
"Negative","RT @Tiana2Hot: #petpeeve ppl being over-affectionate in front of me..its not me hating it just makes me sick!..Ex:""no I luv u snookie bear..ooh yes I do""",-0.1,0.690188401199765
"Neutral","Tomorrow my husband is coming to visit. And enjoy our 2 year anniversary.",0.4,0.493914580573631
"Neutral","RT @stephiexL: lmao night twiggas & tweeties. *> twiggas and twitches sounds better lol B)",0.3,0.868943065423215
"Positive","RT @MyTrainerBob: I'm trying to get people to try a yoga workout for those of you that have never it. It's a great stress reliever and awesome workout..xo",0.2,0.129547687328765
"Neutral","Hmm...I need to ask Joe who his groomsmen and best man are. And we need to decide on a date. And our honeymoon. Meh.",0,0.599373159673106
"Neutral","Euro MPs block data deal with US: The European Parliament has blocked a key agreement that allows US ... http://bit.ly/99a2fO #BreakingNews",-0.1,-0.202288694969669
"Neutral","New blog post NewAppIdea.com Website Podcast Review | Bring Your App Idea To Market! here: http://ping.fm/myOxt",-0.1,0
"Negative","@pocketkip Hahahaha! If you wanted to be extra bitchy, you could've streamed it via UStream!",-0.1,-0.597247957341448
"Neutral","from 11pm tonight, it's Rubbermench with Andy Wilson, an Indie Rock and Pop EXPLOSION! in O2 ABC2, Drinks from ?1!!!! http://bit.ly/cbTrrE",0.1,0
"Positive","@CassieGallant hello im jennas bet friend she told me to add you because ur rly cool",0.6,0.670478399654806
"Neutral","Directory Of Ezines.: Earn $90 Per Sale! Ezine Advertising Is Hot And Proven Effective! Now In Our 10th Year, Char... http://bit.ly/c959Zr",0.4,0.569597809464639
"Neutral","Bill: Dorian Gray (por Fucker Berrouz) http://bit.ly/cq7i63",-0.2,-0.648556646884329
"Positive","I got dat fastRT @GwopBoyStich RT ?Noly opelep atht anc ucfk ylrael gdoo cna erad wtah thsi gesmeas syas(only forward if u figure it out)!",-0.3,0
"Neutral","MpixPro is giving away a metal mural! I just entered and you should too! http://bit.ly/cQ0P8n (via @mpixpro)",0,0.455926262854934
"Negative","Tbh I'm rarther pissed off, just wana get out my house!!",-0.5,-0.698842162277541
"Positive","http://bit.ly/dD1SWw It's me! 300 years ago.. (at 0.47 and 1.40 min. shocking blue amazing hotpants! ;-P)",0.2,0.398744869761935
"Neutral","@Bolanile I just lost my voice watching this game.",-0.4,-0.318210996771242
"Neutral","I'm only watching Silent Witness until whatserface gets it on with the fit paramedic.",0,0.361157559257308
"Neutral","I subscribed to nickyromerotv's channel on YouTube http://www.youtube.com/user/nickyromerotv?feature=autoshare_twitter",0,0
"Neutral","Morning :-) time to get up and ready :-(",-0.1,0.318210996771242
"Neutral","Kudos and Kindness: Officer saves dog from coyotes http://bit.ly/apNf50",0.9,0.743037755434939
"Neutral","This weekend: see the end of the world, rock out or swoon Back Talk East Dallas http://bit.ly/cfDDAP via http://outside.in/75223",0.1,0
"Neutral","Am listening to this romantic song by Asher Book called Try and smile to my self about how much I'm hoping to have a date in Valentine's Day",0.6,0.813876542206115
"Neutral","@peterstmartin I am sure I will find that too..... Good to see you Peter",0.4,0.636949942926426
"Positive","There is something about the sound of snow that enthralls me..like a feather hitting the ground...silence that encompasses...Yet..thunderous",0.3,0
"Neutral","I don't know what it is",-0.3,0
"Neutral","@AIJR damn seen the twit pic of u wit the braids off what happend u stoped believing lol u told me to believe.....well welcome to the club",-0.2,0.636949942926426
"Negative","@bugiaking - That's Because I can BEAT YOU .. MORE THAN SHAWN MICHAELS CAN ..",0.4,0
"Positive","@epistolary LOL. haha, that's hilarious. skyping with you sounds like it's bound to be amusing. XD",0.3,0.963135096810454
"Negative","#whatsworsethan walkin in late to class and havin to sit in the front when u the only negro in there",0,0
"Positive","so @JJVARANDAS says to me, no one here said ""u should see my vagina!"" but we were thinking it!!! I love me some Titi...",0.2,0.810959186462576
"Negative","I wanna snap ya neck and spit on you, u say who ARRE you WHO ARE YOOUU!!!",-0.6,0
"Neutral","#petpeeve when someone you 'befriended' on the internet acts like they know you forreal. I never understood that whole thing.",0,0.361157559257308
"Neutral","Q:do you like white girls? A:I appreciate all women, I prefer Darker skin though.... http://formspring.me/earllymac/q/151969908",0.3,0.636949942926426
"Neutral","@xavierla that is a good q I never thought about before.",0.6,0.440433570760169
"Neutral","?The four most important words in any marriage...""I'll do the dishes."" Instead just come to The Crown & Goose where we do the dishes!",0.1,0.336722684524451
"Positive","@justinbieber come to Brazil, will meet his Brazilian haha I can be! *-* i love u ?",0.4,0.817228751844487
"Neutral","http://dailybooth.com/itsnickybitch/3065214",0,0
"Neutral","Bill Clinton Undergoes Heart Procedure: An adviser to Bill Clinton says the former president has had two",0.3,0
"Neutral","@tova_s Oh yeah, I pass that sign quite frequently. Astonishingly, nothing has ever happened to me. Go figger. http://twitpic.com/12l2pq -",0,0.295958174200194
"Neutral","@n_hirowa http://twitpic.com/12hgta - ????",0,0
"Neutral","@BorrisInABox You can change the startup sound? How? I didn't think it was possible?",0,0
"Neutral","@killer_360 i guess its cause you like Ross and Jeezy and hardcore shit thats why,but feedback is feedback.",-0.2,-0.273212885294474
"Negative","To the idiot outside, we didn't make the snowman right outside our window for no reason. Thanks for killing my first snowman jackass! :(",-0.7,-0.918430932291136
"Neutral","eh kok lo serius sih? gue kan bercanda nggiRT @gitalverina: terus gmn nih? RT... (read the rest of this at http://LongTweet.me/B9C)",0,0
"Negative","So john mayer said the ""n word"". I said crack/honkie 46 times today. Is my penis racist I think not. I like wh girls to. @MARLONLWAYANS",0,-0.727780245740626
"Neutral","Please ReTweet (http://caltweet.com/3vl ) - @fidris and @IzzyTheCoolest Bday <-- RSVP HERE",0,0.318210996771242
"Neutral","Bait is too 08 kita! Somethin new please! #noshade RT @MissKitaKatt: He the bait but his phone is shot the hell up!",-0.4,-0.823692613650872
"Neutral","Find art retreats, painting, photography and other creative courses throughout Europe. Go to krazart! http://bit.ly/bjYrcy",0.3,0.492554870219313
"Positive","I used to sit around & draw pictures of dicks ! Dicks ? Like a man dick ?! Lmfaooo ! Superbad is my shxt ! Haha",-0.1,0.575855795211781
"Neutral","RT @MYLANisCOOL: @capitolroots banner is done! Check them out at www.capitolroots.com :D http://tweetphoto.com/11065450",0.1,0
"Negative",".find() with simple :join: Hello all, I about to pull my hair out. I have two models ""Activities"" and ""Activity_... http://bit.ly/aUTmVI",0.1,0
"Neutral","@crissangel LOL i posted it here on twitter that Saints would win.. when you asked who would win ;) I didnt bet any money lol",0.1,0.935254871189328
"Neutral","@MightySteed They get depressed. So I gotta cuddle them lots to help their low immunity.",0.1,-0.401923825269382
"Neutral","RT @Sonisphere: Watch Rammstein's new video here with sound intact (unlike on Youtube)! http://bit.ly/csrE3m",0.3,0.271372707893909
"Neutral","RT @tonyeldridge: 7 Book Marketing Lessons from Virgin's Richard Branson- By @thecreativepenn http://bit.ly/SON2Q",0,0
"Neutral","RT @generalfonseka: Protect the rights of people to protest http://news.bbc.co.uk/2/hi/south_asia/8508494.stm",-0.4,0.153093108923949
"Neutral","TI-84 Plus Silver Edition Graphing Calculator Texas http://is.gd/88UxX",0.4,0
"Neutral","Want your ex back? Learn how before other guys move in... promo http://tinyurl.com/yhr9o65",0,0.0772283284276542
"Neutral","Yo mama was like....""I like that dude Koncept, he makes classics""...... myspace.com/konsept101",0.8,0.361157559257308
"Neutral","It looks like you bought that car from Dollar General!",0,0.419921354126671
"Neutral","I tell a funny story. No one laughs.... IT WAS FUNNY WHEN IT HAPPENED OK?! ---FB XD",0,0.876683175087877
"Neutral","New #Magazine Launches: A Big January 2010 Comeback #publishing # media? Mr. Magazine http://ow.ly/16gsN",0.1,0
"Neutral","RT @All my LA peeps hit me. Videoshoot tomorrow at 1PM here in Los Angeles, CA <<< ME N MINES IN THERE HIT ME WITH THE ADDRESS",0.4,0
"Positive","@amandapalmer thats brilliant !!! is an adelaide ninja show on the go?",0.8,0.688421188029637
"Neutral","tomorrow.. i think its decided~ dye hair brown + spend time in the bathroom with my 3 tools of the trade cutting my hair.",0,-0.128036879932896
"Neutral","Must be at the right restaurant in Vancouver--Wayne Gretzky just walked by me.",0,0
"Neutral","Just posted on ActiveRain: From Purple to Pleasing - Painting is worth the Investment http://activerain.com/t/1486681",0.9,0.648556646884329
"Neutral","RT @hypersem: Secret behind @FriendshipCircl success in @Chase social media campaign? http://j.mp/cv2324",0.1,0.571885032070072
"Neutral","Drag N Drop ?115 ? ?0 http://iphone.orelabo.jp/app/338331868/ How fast can you drag and drop?",0,-0.788179817779255
"Neutral","Must go and scrape the ice off the windscreen",0.2,0
"Neutral","beganhobbling toward",0.1,0
"Positive","@heidiswift Nice! Enjoy your travels. Maybe we'll meet up when you're back and have some shop-talk.",0.7,0.742417632373269
"Neutral","Jury awards $12 million to woman with brain injury - Washington Post: Jury awards $12 million to woman with brain ... http://bit.ly/aXInRg",0,0.493914580573631
"Neutral","whitehouse",0,0
"Neutral","Matt Lawrence : American Idol Hollywood night, part two, recap (group sings! - http://www.askbiography.com/bio/Matt_Lawrence.html",0.1,0
"Neutral","@DCSTsamPA advil cold and sinus will become your best friend.",0.8,0.812604508328942
"Neutral","RT @lr3031: @LizBlaine My latest-> Barack Obama: You Have ?No Reasonable Expectation Of Privacy? http://bit.ly/c29txn PLS RT #tcot #sgp #usa",-0.2,-0.134828348258532
"Positive","@skydiver Wow! Not that we need the extra dose of energy this year but you'll just add to the wildness factor! Have the BEST time!",0.5,0.91400647434704
"Neutral","did a show last night and tonight. have shows on sunday, monday, tuesday, and wednesday. I'm a busy lil comic",0.2,0
"Neutral","@brittnicole9 Save Your Marriage By Hearing With Your Heart http://bit.ly/80EcuA",0.7,0.493914580573631
"Neutral","? For The One I Love - The G.... http://tinyurl.com/yk322o5",0.4,0.636949942926426
"Positive","Our biggest fan who has his own Sunday network show! RT @dcsportsbog: David Gregory just sent me an e-mail about the Capitals. FYI.",0.2,0.62795044912916
"Neutral","what the heck is this thing stuck in my throat....",-0.8,-0.25
"Neutral","ART AND MUSIC HAPPENINGS THIS WEEKEND! 2/12 ? 2/14Tucson Citizen... www.azjazz.net ;The station is dedicated to all thi http://url4.eu/1NYIx",0.2,0.509292289801147
"Positive","Take someone to prom that you KNOW you would have fun with.",0.8,0.510607056638284
"Negative","@xchrissielynn lmfao gosh i feel sorry for you =p you HAVE to put up with my drunken tweets on Tuesday ;)",0.5,0.750630313328434
"Neutral","Don't Ask Me a Question, If You're Not Going to Believe My Answer. http://formspring.me/KAPZTHATITAN",-0.3,0
"Negative","Watching the first snow fall for us and wanting to be a together as a family enjoying it.... cancer SUCKS",-0.7,-0.640829183955582
"Neutral","RT @RevRunWisdom: Never allow a person tell you NO who doesnt have the power to say YES",-0.2,-0.0428217005864853
"Neutral","@pushaman2010 jo jo!!!!! I'm coming down atl next sat. I wanna see you",0,0
"Negative","@Baby_Rinna I miss u!",0.1,-0.224437752402234
"Neutral","@AmIzzy she's carrying them around with her, so bound to lose some.has 2 at a time lately!",0,-0.503281558468958
"Neutral","@AmericanWomannn The Spinners ? Then Came You ? http://blip.fm/~kt1nu",0,0
"Neutral","The Albert Einstein guide to Conversational Media http://j.mp/dvWXru via @luisdans",-0.1,0
"Neutral","@JBagley That's where 83% of all stats come from, you know. I read it somewhere on the internets once. (But seriously, @art2gee might know.)",0,-0.177857560463629
"Neutral","@kkaiming how was the swimming carnival?",0,0
"Neutral","@Celebforever I didn't throw it around it was your family member who I feel tried to dis respect me by putn me down to lift u up unessecary",0,0.476657605574574
"Neutral","Tanj writes: My interest in Java waned when I could do server-side JavaScript with a call out to C++ when I... http://twisca.com/?BZ.fB",-0.3,0.458831467741123
"Neutral","Had a nice sleep...now i gotta sort out how i'm gonna get out of this bed...gotta get ready for the club",0.7,0.648556646884329
"Neutral","Massa Still Has Room To Grow - http://tinyurl.com/yeo3sa9 #NFL #NCAA",0,0
"Neutral","I'm awake since 5:30 :) I'm improvin,RT @pigarmahdar: @joeclemenzy Hey! Ure awake...and its 7:37..are u on drugs? TUMBEN BANGET!!! XD",0.1,0.862502283215487
"Neutral","Having a bad day? (Story 2) - A man was working on his motorcycle on his patio and his wife was in the... http://tumblr.com/xeg6dfsho",-0.1,-0.54232614454664
"Neutral","is finished with my taiwan assignment. Now: vacation",0.3,0
"Positive","Snowin!! I love it!! And I love my life",0.6,0.890201256412774
"Negative","just had the nastiest fall. #wth i feel like i might have broken a bone.",-0.2,-0.612372435695795
"Neutral","WTH-Cambridge, Mass. plans coercive taxes and veganism to stop climate emergency?? http://bit.ly/bUfgOr",0,-0.632182094668674
"Neutral","http://bit.ly/BigFis Three Bayonettas, One In Athletic Gear, And Dueling Pikachu Girls [Gallery] http://url4.eu/1Njb3",0.5,0
"Positive","@iamsrk ur indeed THE Supertsar.. THE Real life Hero. Love and Respect to u... ""Do it.Fight it.Win it"" . Kolkata is surely loving MNIK...",0.6,0.956510808910458
"Neutral","@faberfaberdrive I like your shirt, too! Haha, oh man. Such fashionable lads.",0.4,0.69959689416212
"Neutral","@Jchawes have you try Melatonin it has work for me",0.3,0
"Neutral","Definition: Sales 2.0 is about sales people using Web 2.0 tools and social media to sell more effectively http://bit.ly/cy7oUP",0.5,0.49272503173967
"Neutral","Neve sulla capitale!!!!!!! http://twitpic.com/12qind",0,0
"Positive","RT @DemiRetweets: RT If Demetria Devonne Lovato is the most beautiful name you have ever heard.",0.3,0.636120792242513
"Neutral","@twifans I want to see the sex scene in 3-D :D (if they make one up, that is...)",0.2,0.0772283284276542
"Neutral","Prepare yourself",0,0
"Neutral","?If 'pro' is the opposite of 'con' what is the opposite of 'progress'?? Paul Harvey #quote / http://tinyurl.com/angjyt #humor #government",0,0
"Neutral","Break This Lamp To Make It Glow Yellow, Just Like You Do With An Egg [Lamps] http://bit.ly/brOstv",0.8,0.361157559257308
"Neutral","working at vanoc has screwed up my sleeping pattern.....but in other news, i picked up a lot of olympic gear :)",0.3,-0.0515710623129397
"Neutral","Hm @EllnMllr, @Stereogab, number of registered federal lobbyists fell to 13,742 in 2009 from 14,442 in 2008 Jobless recovery?",-0.2,0.0772283284276542
"Neutral","I posted 60 photos on Facebook in the album ""Kiss an iPod Challenge 2010"" http://bit.ly/9eMfw8",-0.1,0.476657605574574
"Positive","A sex doll with a reloadable hymen? Well Happy Valentine's Day to me! http://is.gd/8fdYV",0.3,0.726275887598934
"Positive","i love this song! RT @JBrownie16: I wannabe where u r! trey songz!",0.1,0.724929861098117
"Neutral","The Biggest Buddha in Thailand ? : http://su.pr/17HbG5 #blog #travel #thailand #thai #fb #buddhism #bangkok #phuket #pattaya #koh samui",0.1,0
"Neutral","RT @JohnnaS: Before you are born you choose many opportunities to learn in many different ways. http://bit.ly/csPOcg",0.2,0.381819167922678
"Positive","RT @cakedream: Ppl who say sex is over rated is nt hving mindblowing body shaking ass slapping hair pulling skin gripping awesome sex..#imjustsaying",0.2,-0.0258112866459833
"Neutral","My commitments demonstrate my values,shape my life,and determine my destiny.",0.7,0.128036879932896
"Neutral","@u92fm my votes are for your entertainment, live like were dying, whatt ya wat from me. time for miracles",0.1,0.648556646884329
"Neutral","Do you hate sales? We all must sell at one point or another. Selling is Good: http://ipoint.to/SellingIsGood #linkedin #sales #fearofselling",0.1,-0.20228869496967
"Neutral","wtheck! secirity and management at front door with 2 costemer?!?!?",0,0
"Neutral","Bout to hit up red lobster. Get my tgif meal in.",0.4,0.510607056638284
"Neutral","Domain Names, Web Hosting and Online Marketing Services And Many More To Succeed In Online Business. http://bit.ly/aN3JB3",0.5,0.538998253586968
"Neutral","Stamp duty effect on home sales http://www.lettingprotection.com/News/View.aspx?newsItemId=626",0.4,0
"Neutral","I just found out aside from recording and publishing his poetry, Ryan Adams also paints. He ain't that bad either. http://twitpic.com/12oa68",0.1,0.431020023061052
"Neutral","RT @SylvainPaley @Pingolin: A tester sur Google Buzz : http://bit.ly/c546rs // Hehe",0.5,0
"Neutral","@JenAnsbach haha i will follow more people when i get better at this whole twitter thing. you have a good weekend too :)",0.7,0.895664663740519
"Positive","@hackneye ahh I found my account with Spotify that I had ages ago, thanks a lot :)",0.8,0.709560194985489
"Neutral","RT @thisislavie: due to our site being down-to enter our giveaway for a chance to win free gold earrings provided by shayan afshar. pls RT",0.1,0.855541579265878
"Negative","CAN'T SLEEP..: http://chatter.com/a/1vhqf",0.1,0
"Neutral","RT @DjBEYONDnyc: just played the @thereallumidee & @djrobdinero ""so fly"" remix at the diesel store on 60th and lexington. i just remember how crazy this is.",0,0
"Neutral","#FF The Good Guys @swampynomo @Jim_DeSantis @MOVIEBRAINROT @fourtoedfoot @sawyer840 @bquain @vquain, @Levi_Muller @Mia @dhlawrencexvii",0.9,0.440433570760169
"Neutral","@BigPHOTE_PLO I could care less though...unless he bout to give me a bomb gift, LOLOL! If not, he can stay at home with the ""main""",0.3,0.492554870219313
"Positive","Very happy it's half term :) although, I still have to go in school on Tuesday and Wednesday, which sucks.",0,0.669739261994197
"Neutral","And With That Said... I Know What Im Doin 4 #V-Day! I'm Workin That Day! Paper Is Worth More Than Love In My Book!",0.6,0.804956544319358
"Neutral","Finally editing the Tamper Review!! So fun http://tweetphoto.com/11105662 (via @hslade3)",0.7,0.634217285486623
"Negative","@martieu So hard to take people seriously when they mispronounce words! Although my in-laws and I have a running feud about the word ""dour.""",-0.1,-0.623045139032026
"Positive","@andrewhyde it was great seeing you too! I believe I'm inspired to speak at Ignite sometime.... I already have an idea in the works...",0.6,0.822082182222341
"Neutral","Follow my new profile ladies @Just_Stop <<<<<<@_SAMMii @ValBo0 @akan_emem @kristaduh2010 @MechanicalSTEEZ @keentastic @TuAllure",0.6,0
"Neutral","attempting to understand history lol",0.4,0.599373159673106
"Neutral","#LOPPSI : VOTEZ CONTRE ICI: http://bit.ly/cpFuMo PLEASE RETWEET [URGENT]",-0.4,0.464777218767503
"Neutral","@tcote Yes. Just wished I could breath through my nose... ""Henry Pool was here"" is ok though.",0.2,0.648556646884329
"Neutral","@emilioeric "" Your world is my world,and my fight is your fight my breath is your breath and your heart "" ? http://www.twitpic.com/12naqy 15",0.3,-0.636949942926426
"Neutral","@frankenteen Are you ever gonna come to the UK? Oh and....Like my twitter Background? Its you and @mark_salling! :)",0.2,0.564983386604372
"Neutral","@xolindsey87 haha yeah they called my house while I was at school, they're sending tags for it and then they'll send me the right size.",0,0.636949942926426
"Neutral","http://tinyurl.com/2d52ow",0,0
"Positive","Had toooooo much fun yesterday with my @GlamBarSalon family!! We go so hard for eachother!",0.4,0.512204599535199
"Neutral","RT @RockyRivera: Buy your girlfriend the gift that keeps on giving: GOOD MUSIC SHE CAN RELATE TO! :) www.cdbaby.com/cd/RockyRivera",0.5,0.904717176325378
"Positive","@Wellness_News Thanks for the RT :) It was so nice talking to you today! Have a great night, and a Happy Valentine's day.",0.6,0.955916957983872
"Neutral","#solar Folding solar panel - MotorhomeFun: I have been debating with myself for the past year as to the benifits o... http://bit.ly/b1yV2l",0.3,0
"Neutral","@VerityW Maybe its more about the questions Mr Morgan was asking? -- I mean i have alot of time and respect for old Gord, but i dont [1/2]",0,0.261663198119484
"Neutral","End-of-the-year giving statements have gone out. If you have not received yours, please call the Summit office. 407-897-8130",0,0.112374782570007
"Neutral","Reading can get you killed...in Nazi Germany http://imtsbro.com/2010/02/12/so-i-hear-youre-fond-of-literature/",0,0
"Positive","Day 2 done, all lookin tired but still a lot of fun with the mixture of talkin to friends and sellin good staff!",0.9,0.915142153608823
"Positive","@jonasdangerjoe I am interested in jemi ... you two (joe and demi) do very lovely couple!!",0.9,0.81142388924068
"Neutral","Catch me & @djcoolface @iamtyfromct and the rest of the Definition of Ent fam an 4eternity at NVCC fashion http://tl.gd/8k0qk",0.4,0
"Neutral","RT @LaToyaDavis: ""If you stay ready you don't have to get ready."" - Will Smith",-0.1,0.361157559257308
"Positive","@Greg_Kozarik @tjzuppe @Isley23 -- @sportstalkCLE appreciates you and your work - GREAT JOB tonight guys!",0.9,0.856433558144625
"Neutral","RT @open_atrium: You can test out the pre-release of Open Atrium beta4 with #drush make: http://bit.ly/bKzHpk (remember, it's not final yet)",0.2,0
"Negative","Don't shoulder your burden out there on your own ... Don't banish me then bid me home - Powderfinger ? Drifting... ? http://blip.fm/~ktm45",-0.2,0.633620062862027
"Neutral","Anybody can be first. It takes good marketing thinking to get into the mind first. http://ow.ly/16xYv",0.1,0.440433570760169
"Positive","i need more followers help me and i will help you :)",0.8,0.826133809649496
"Neutral","we are the World *o* http://capricho.abril.com.br/blogs/play/veja-os-videos-de-we-are-the-world-para-o-haiti/ vamos ajudar o Haiti! :)",0.2,0.509292289801147
"Neutral","@howru2day2009 I second that. the bad boys did it, the bad boys did it but we will clean it up!",0.4,0.0879617410012959
"Positive","RT @rachellehoude: I suggest we all listen to this beautiful song by @katiacadet with #haiti in our hearts. http://www.mediafire.com/?tv23z4dzhj1 in memory.",0.4,0.683346762958096
"Neutral","@wheelyweb i don't. But it contributes. Some of it. Most of it is presentation, marketing and so-called ""convenience""",0,0
"Positive","I LOOOOOOOOOOOOOVE my baby. :$ :$ :$ :$ :$ :$ :$ :$ :$ :$ :$",0.1,-0.493914580573631
"Positive","Nice, TGIF! Anyone else enjoying CPK and a movie tonight? RT @curlyhair72400: Going out to eat @ California Pizza Kitchen! yum! Peace peeps!",0.4,0.942294548217692
"Neutral","RT @BryanPerson: The Media Bullseye Roundtable podcast is back! This week, @JenZings and I welcome guest @jenniferwindrum. http://bit.ly/cSG5Ye",0.2,0.509292289801147
"Neutral","Balsera Communications and Republica to jointly promote national Hispanic museum concept: National Hispanic museum... http://bit.ly/9uBsZ0",0.8,0.381819167922678
"Neutral","RT @Idothat2: RT if you throw things into fans and watch them fly around the room. #idothat2",0,0
"Neutral","*singing* Just got paid... Friday noon. Aint no party . Feeling tahd. Leyomi dropping. In my chair. Pump that twurk. While I do some work",0,0.623415614655521
"Neutral","Q:IS IT TRUE THAT MAMA DANCA AH BREED FI YU??? A:wat the fuk.......... ah wah kinna suicidal n... http://formspring.me/KingBoots/q/159605074",-0.4,-0.362621787317425
"Neutral","Thank you New York and New jersey for picking up your copies. Ain't nothing like the support of your own!",0,0.330319123538902
"Neutral","@SoCoLaura Sounds good. Can you ever go wrong with bacon. Really?",0,-0.0515710623129397
"Positive","RT @msjenniewalker Just 15 more followers to hit 1,800 - Can you help? ?? She's a brilliant musical artist. Follow Follow Follow !",0.3,0.809084918804233
"Neutral","@TheNoviceChef @TheHockeyGeek @sqlchicken but how long did that PC last you b4 u had to invest in repairs and or buying a new one?? :)",0.2,0.655310743767013
"Neutral","@Mcrebouche. I miss you. Enjoy the Winter Wonderland and stay warm.",0.3,0.54232614454664
"Negative","Hates being up early on my day off driving lesson later = fucking expensive http://myloc.me/3JN3C",-0.9,-0.440433570760169
"Positive","My speech and test went well. Thanks for the prayers! Now off to work with @briemory! Woohoo!",0.1,0.847196887842084
"Neutral","Attitude is everything. If you think you are going to lose, you most likely will. If you think like a winner, you are gaurenteed to win.",0,0.812604508328942
"Negative","To all my male followers when textin somebody say OK and not K cause it makes you sound #faggish",0,0.515992754694415
"Neutral","@heyshaybaby I got the pictures but I'm not gonna post them!",-0.5,0
"Neutral","and one more #FF and RT thankathon @imageartifacts @elpsilva @mohlat @viral_desai @ultimate_music @espressoDOM @Photo_John @Sergeyus",0.2,0
"Neutral","Hi (pic) http://znl.me/P349NA",0.2,0
"Neutral","@jwilliams252722 LOL I once woke up in the morning to my then-6-yr-old & her best friend singing ""Milkshake"" - complete with, ""Damn right!""",0.6,0.891580403733336
"Neutral","RT @RevRunWisdom: Stop judging:: Start LOOKING 4 what other ppl can do , then ppl will start seeing whats good about u! (Karma)",0,0.248123596334129
"Neutral","Guess which one of my claims is a lie! http://www.twables.com/twotweetslie/guess/Katelyn5096",-0.2,0
"Neutral","RT @MikeHoughUK: who like's the new background!?",0,0
"Positive","@RebeccaInspir Tell her I say happy birthday. <3",0.9,0.7649686210234
"Neutral","listening to ""Lil Kim Lighters Up - Music Video"" ? http://blip.fm/~ku5oe",0,0
"Neutral","getting my lip pierced... hells yeah",0.2,0.295958174200194
"Positive","ran a 5k in the 19s today, that was my time not the temp!",-0.5,0
"Neutral","Interesting article & comments comparing Zillow and NAR perspectives on real estate data: http://bit.ly/dkUt4r",0.4,0.401923825269382
"Neutral","@woothemes Liking the Woo Menus - great news they're going to power menus in #WordPress 3.0",0.9,0.872021592554982
"Neutral","RT @perezhilton: Entertainment Weekly asks: ""John Mayer's 'Playboy' interview: Why does no one care that he also uses a gay slur?"" http://bit.ly/9jYdwb",-0.1,0.585881765446162
"Neutral","Bobby reed uses this as a member. Love is the master key that opens the gates of happiness. http://ihid.us?i=qcp",0.3,0.831632035280786
"Neutral","Free report: Help offline businesses and make easy cash! => http://bit.ly/76oQM7",0.4,0.826762795099681
"Negative","@Labiba_ aww hope you ain't too stressed. Do take time to try and chill :)",0.6,0.786728729506484
"Neutral","RT @Ahnanymis @MsQueenParis lol! Yo that Mike epps shit had my stomach hurtin smh <",-0.4,-0.316449417989528
"Neutral","Where can I get a copy of the picture from the shooting accident in the states where the BB saved the womans life???",0.1,-0.211959077103926
"Negative","Tearing the place apart to find my lost library book which is right here, on the arm of my couch. LOL. Jeeeez.",0,0.515992754694415
"Neutral","RT @vermontaigne: Mr. Smith Goes to Eau Claire #boringmovies | HA!",0,0.53068889032542
"Positive","i love quality time w. my bff @beautifuldomiie! its more like touchy feely time LOL",0.6,0.950271684335722
"Neutral","RT @CHRIS__CHAMBERS: So who's coming to the dream team awards on Monday @ 6:00? I'm ready to serve you :D",0.5,0.757936728959867
"Neutral","@ToughFL dang. welcome to the club! i got one today",0.2,0.509292289801147
"Negative","Bangladesh clamps down on deadly campus violence http://bit.ly/99S7YB",0.1,-0.624893326938946
"Neutral","#Nikon 24mm f/1.4G ED AF-S RF SWM Prime Wide Angle Nikkor #Lens for #Nikon Digital SLR Cameras http://bit.ly/cT4YyA",0,0
"Neutral","Tsunami Memory: Choosing the Best WAHM Forums For Your Work at ... http://bit.ly/aNm3iy",0.9,0.636949942926426
"Positive","@Miss31337 aww that's what i first thought of!! you think i could pull belle off? she's so pretty!",0.1,0.717746676912849
"Neutral","RT @TheReal_KDubb: After I make ya mama pop lock n drop it and bust it wide open Ima cook some breakfast buttnekkid in the kitchen Ving Rhames style #thuglife",0,-0.273212885294474
"Positive","""I'm very willing to pay more taxes, because I believe it's the right thing to do"" - RenoTH",0.5,-0.168904480536514
"Neutral","Dork. http://www.adamofficial.com/ca/news/adam-lambert-toronto",0,-0.339950051825042
"Neutral","Health Update:: Latest Snoring Problem Auctions http://www.livewellsite.com/latest-snoring-problem-auctions-25.html",-0.2,-0.401923825269382
