English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Khmer Word
differentiation	0	0	0	0	0	0	0	0	0	0	ភាពខុសគ្នា
differently	0	0	0	0	0	0	0	0	1	0	ខុសគ្នា
differing	0	0	0	0	0	0	0	0	0	0	ខុសគ្នា
difficult	0	0	0	1	0	0	0	0	0	0	លំបាក
difficulties	0	0	0	0	0	1	0	1	0	0	ការលំបាក
difficulty	1	0	0	1	0	1	0	1	0	0	ការលំបាក
diffuse	0	0	0	0	0	0	0	0	0	0	សាយភាយ
diffusion	0	0	0	0	0	0	0	0	0	0	ការសាយភាយ
dig	0	0	0	0	0	0	0	0	0	0	ជីក
digest	0	0	0	0	0	0	0	0	0	0	រំលាយ
digestion	0	0	0	0	0	0	0	0	0	0	ការរំលាយអាហារ
digit	0	0	0	0	0	0	0	0	0	1	លេខ
dignified	0	0	0	0	0	0	1	0	0	0	ថ្លៃថ្នូរ
dignity	0	0	0	0	0	0	1	0	0	1	សេចក្តីថ្លៃថ្នូរ
digress	0	1	0	0	0	1	0	0	0	0	ទុច្ចរិត
digs	0	0	0	0	0	0	0	0	0	0	ជីក
dike	0	0	0	1	0	0	0	0	0	0	ទំនប់
dilapidated	0	0	1	0	0	1	0	1	0	0	ខូច
dilatation	0	0	0	0	0	0	0	0	0	0	ការពង្រីក
dilation	0	0	0	0	0	0	0	0	0	0	ការពង្រីក
dilemma	0	0	0	0	0	0	0	0	0	0	ទុក្ខព្រួយ
diligence	0	0	0	0	0	0	1	0	0	1	ឧស្សាហ៍
diligent	0	0	0	0	0	0	0	0	0	0	ឧស្សាហ៍
diluent	0	0	0	0	0	0	0	0	0	0	រលាយ
dilute	0	0	0	0	0	1	0	0	0	0	ពនឺ
diluted	0	0	0	0	0	0	0	0	0	0	ពនឺ
dilution	0	0	0	0	0	0	0	0	0	0	ការរំលាយ
dime	0	0	0	0	0	0	0	0	0	0	ឌីម
dimension	0	0	0	0	0	0	0	0	0	0	វិមាត្រ
diminish	0	0	0	0	0	1	0	1	0	0	បន្ថយ
diminished	0	0	0	0	0	1	0	0	0	0	ថយចុះ
diminution	0	0	0	0	0	0	0	0	0	0	ការថយចុះ
diminutive	0	0	0	0	0	0	0	0	0	0	តូចតាច
din	0	0	0	0	0	1	0	0	0	0	ឌីន
dine	0	0	0	0	0	0	0	0	0	0	បរិភោគអាហារ
diner	0	0	0	0	0	0	0	0	0	0	អាហារពេលល្ងាច
dinner	0	0	0	0	0	0	1	0	0	0	អាហារ​ពេលល្ងាច
dinosaur	0	0	0	1	0	0	0	0	0	0	ដាយណូស័រ
dint	0	0	0	0	0	0	0	0	0	0	ឌីន
diocesan	0	0	0	0	0	0	0	0	0	0	ភូមិភាគ
diocese	0	0	0	0	0	0	0	0	0	0	ភូមិភាគ
diorama	0	0	0	0	0	0	0	0	0	0	ឌីអូរ៉ាម៉ា
dip	0	0	0	0	0	0	0	0	0	0	ជ្រលក់
diploma	0	0	0	0	0	0	0	0	0	0	សញ្ញាប័ត្រ
diplomacy	0	1	0	0	0	0	1	0	0	1	ការទូត
diplomat	0	0	0	0	0	0	0	0	0	0	អ្នកការទូត
diplomatic	0	0	0	0	0	0	1	0	0	1	ការទូត
dire	0	0	1	1	0	1	0	1	1	0	ធ្ងន់ធ្ងរ
directed	0	0	0	0	0	0	0	0	0	0	ដឹកនាំ
direction	0	0	0	0	0	0	0	0	0	0	ទិសដៅ
directly	0	0	0	0	0	0	0	0	0	0	ដោយ​ផ្ទាល់
director	0	0	0	0	0	0	1	0	0	1	នាយក
directory	0	0	0	0	0	0	0	0	0	0	ថត
dirt	0	0	1	0	0	1	0	0	0	0	កខ្វក់
dirty	0	0	1	0	0	1	0	0	0	0	កខ្វក់
disability	0	0	0	0	0	1	0	1	0	0	ពិការភាព
disable	0	0	0	1	0	1	0	1	0	0	បិទ
disabled	0	0	0	1	0	1	0	1	0	0	ពិការ
disadvantage	0	0	0	0	0	0	0	0	0	0	គុណវិបត្តិ
disaffected	0	0	0	0	0	1	0	0	0	0	មិនប៉ះពាល់
disagree	1	0	0	0	0	1	0	0	0	0	មិនយល់ស្រប
disagreeable	0	0	0	0	0	0	0	0	0	0	មិនយល់ស្រប
disagreeing	1	0	0	0	0	1	0	1	0	0	មិនយល់ស្រប
disagreement	1	0	0	0	0	1	0	1	0	0	ការមិនយល់ស្រប
disallow	0	0	0	0	0	0	0	0	0	0	មិនអនុញ្ញាត
disallowed	1	0	1	1	0	1	0	1	0	0	មិនអនុញ្ញាត
disappear	0	0	0	1	0	0	0	0	0	0	បាត់
disappearance	0	0	0	0	0	0	0	0	0	0	ការបាត់ខ្លួន
disappearing	0	0	0	0	0	0	0	0	0	0	បាត់
disappoint	1	0	1	0	0	1	0	1	0	0	ខកចិត្ត
disappointed	1	0	1	0	0	1	0	1	0	0	ខកចិត្ត
disappointing	0	0	0	0	0	1	0	1	0	0	ខកចិត្ត
disappointment	0	0	1	0	0	1	0	1	0	0	ការខកចិត្ត
disapproval	0	0	0	0	0	1	0	1	0	0	ការមិនយល់ព្រម
disapprove	1	0	1	1	0	1	0	1	0	0	មិនយល់ព្រម
disapproved	1	0	0	0	0	1	0	1	0	0	មិនយល់ព្រម
disapproving	1	0	1	0	0	1	0	1	0	0	មិនយល់ព្រម
disarm	0	0	0	0	0	0	0	0	0	0	ដកអាវុធ
disarray	0	0	0	0	0	0	0	0	0	0	ភាពច្របូកច្របល់
disaster	1	0	1	1	0	1	0	1	1	0	គ្រោះមហន្តរាយ
disastrous	1	0	0	1	0	1	0	1	0	0	មហន្តរាយ
disband	0	0	0	0	0	0	0	0	0	0	បំបែក
disbelief	0	0	0	0	0	0	0	0	0	0	ការមិនជឿ
disbelieve	0	0	0	0	0	1	0	0	0	0	មិនជឿ
disburse	0	0	0	0	0	0	0	0	0	0	បញ្ចេញប្រាក់
disbursement	0	0	0	0	0	0	0	0	0	0	ការទូទាត់
disc	0	0	0	0	0	0	0	0	0	0	ឌីស
discarded	0	0	0	0	0	0	0	0	0	0	បោះចោល
discards	0	0	0	0	0	1	0	0	0	0	បោះបង់
discern	0	0	0	0	0	0	0	0	0	0	យល់
discernible	0	0	0	0	0	0	0	0	0	0	អាចយល់បាន។
discerning	0	0	0	0	0	0	0	0	0	0	ការយល់ដឹង
discernment	0	0	0	0	0	0	0	0	0	0	ការយល់ដឹង
discharge	0	0	0	0	0	1	0	0	0	0	ការហូរចេញ
disciple	0	0	0	0	0	0	0	0	0	1	សិស្ស
discipline	0	0	0	1	0	1	0	0	0	0	វិន័យ
disclaim	1	0	1	0	0	1	0	0	0	1	បដិសេធ
disclaimer	0	0	0	0	0	0	0	0	0	0	ការបដិសេធ
disclose	0	0	0	0	0	0	0	0	0	0	លាតត្រដាង
disclosed	0	0	0	0	0	0	0	0	0	1	បានបង្ហាញ
disclosure	0	0	0	0	0	0	0	0	0	0	ការបង្ហាញ
discoloration	0	0	1	0	0	1	0	0	0	0	ការប្រែពណ៌
discolored	0	0	1	0	0	1	0	1	0	0	ប្រែពណ៌
discomfort	0	0	0	0	0	1	0	1	0	0	ភាពមិនស្រួល
disconnect	0	0	0	0	0	1	0	1	0	0	ផ្តាច់
disconnected	0	0	0	0	0	1	0	1	0	0	បានផ្ដាច់
disconnection	0	0	0	0	0	1	0	0	0	0	ការផ្តាច់ទំនាក់ទំនង
discontent	1	0	1	1	0	1	0	1	0	0	ការមិនសប្បាយចិត្ត
discontinuance	0	0	0	0	0	0	0	0	0	0	ការឈប់សម្រាក
discontinue	0	0	0	0	0	1	0	0	0	0	បញ្ឈប់
discontinuity	0	0	1	1	0	1	0	1	0	0	ភាពមិនដំណើរការ
discontinuous	0	0	0	0	0	0	0	0	0	0	មិនបន្ត
discord	1	0	1	0	0	1	0	0	0	0	ការមិនចុះសម្រុងគ្នា។
discount	0	0	0	0	0	0	0	0	0	0	ការបញ្ចុះតម្លៃ
discounted	0	0	0	0	0	0	0	0	0	0	បញ្ចុះតម្លៃ
discourage	0	0	0	1	0	1	0	1	0	0	បាក់ទឹកចិត្ត
discouraged	0	0	0	0	0	0	0	0	0	0	បាក់ទឹកចិត្ត
discouragement	0	0	0	0	0	1	0	0	0	0	ការធ្លាក់ទឹកចិត្ត
discourse	0	0	0	0	0	0	0	0	0	0	សុន្ទរកថា
discover	0	0	0	0	0	0	0	0	0	0	រកឃើញ
discovery	0	0	0	0	0	0	1	0	0	0	ការរកឃើញ
discredit	0	0	0	0	0	1	0	0	0	0	កិត្តិយស
discreet	0	1	0	0	0	0	1	0	0	0	សតិបញ្ញា
discrepancy	0	0	0	0	0	0	0	0	0	0	ភាព​ផ្សេងគ្នា
discrete	0	0	0	0	0	0	0	0	0	0	ដាច់
discretion	0	1	0	0	0	0	1	0	0	1	ឆន្ទានុសិទ្ធិ
discretionary	0	0	0	0	0	0	1	0	0	0	ឆន្ទានុសិទ្ធិ
discriminate	1	0	0	0	0	1	0	1	0	0	រើសអើង
discriminating	0	0	1	0	0	1	0	0	0	0	ការរើសអើង
discrimination	1	0	1	1	0	1	0	1	0	0	ការរើសអើង
discus	0	0	0	0	0	0	0	0	0	0	ឌីស
discuss	0	0	0	0	0	0	0	0	0	0	ពិភាក្សា
discussion	0	0	0	0	0	0	1	0	0	0	ការពិភាក្សា
disdain	1	0	1	0	0	1	0	0	0	0	មើលងាយ
disease	1	0	1	1	0	1	0	1	0	0	ជំងឺ
diseased	0	0	1	1	0	1	0	1	0	0	មានជម្ងឺ
disembodied	0	0	0	1	0	1	0	1	0	0	disembodied
disengage	0	0	0	0	0	0	0	0	0	0	ផ្តាច់ចេញ
disengagement	0	0	0	0	0	1	0	0	0	0	ការផ្តាច់ខ្លួន
disfigured	1	0	1	1	0	1	0	1	0	0	ខូចទ្រង់ទ្រាយ
disgrace	1	0	1	0	0	1	0	1	0	0	អាម៉ាស់
disgraced	1	0	1	0	0	1	0	1	0	0	អាម៉ាស់
disgraceful	1	0	1	0	0	1	0	0	0	0	អាម៉ាស់
disgruntled	1	0	1	0	0	1	0	1	0	0	មិនសប្បាយចិត្ត
disguise	0	0	0	0	0	0	0	0	0	0	ក្លែងបន្លំ
disguised	0	0	0	0	0	0	0	0	0	0	ក្លែងបន្លំ
disgust	1	0	1	1	0	1	0	1	0	0	ស្អប់ខ្ពើម
disgusting	1	0	1	1	0	1	0	0	0	0	គួរ​ឲ្យ​ស្អប់​ខ្ពើម
dish	0	0	0	0	0	0	0	0	0	0	ចាន
disheartened	0	0	0	0	0	1	0	1	0	0	ខកចិត្ត
disheartening	0	0	0	0	0	1	0	1	0	0	ការខកចិត្ត
dishonest	1	0	1	0	0	1	0	1	0	0	មិនស្មោះត្រង់
dishonesty	0	0	1	0	0	1	0	0	0	0	ភាពមិនស្មោះត្រង់
dishonor	1	0	1	1	0	1	0	1	0	0	កេរ្តិ៍ឈ្មោះ
disillusionment	1	0	1	0	0	1	0	1	0	0	ការមិនសប្បាយចិត្ត
disinfect	0	0	0	0	0	0	0	0	0	0	មាប់មគ
disinfectant	0	0	0	0	0	0	0	0	0	0	ថ្នាំសំលាប់មេរោគ
disinfection	0	0	0	0	0	0	1	0	0	0	មាប់មគ
disinformation	1	0	0	1	0	1	0	0	0	0	ព័ត៌មានមិនពិត
disingenuous	0	0	1	0	0	1	0	0	0	0	មិនសមរម្យ
disintegrate	0	0	1	1	0	1	0	0	0	0	បំបែក
disintegration	0	0	0	0	0	1	0	0	0	0	ការបែកបាក់
disinterested	0	0	0	0	0	1	0	0	0	0	មិនចាប់អារម្មណ៍
disjoint	0	0	0	0	0	0	0	0	0	0	មិនជាប់គ្នា។
disjointed	0	0	0	0	0	0	0	0	0	0	មិនជាប់គ្នា។
disjunctive	0	0	0	0	0	0	0	0	0	0	ផ្តាច់មុខ
disk	0	0	0	0	0	0	0	0	0	0	ថាស
diskette	0	0	0	0	0	0	0	0	0	0	ថាស
dislike	1	0	1	0	0	1	0	0	0	0	មិនចូលចិត្ត
disliked	1	0	0	0	0	1	0	1	0	0	មិនចូលចិត្ត
dislocated	1	0	1	1	0	1	0	1	0	0	ផ្លាស់ទីលំនៅ
dislocation	0	0	0	0	0	0	0	0	0	0	ការផ្លាស់ទីលំនៅ
dislodge	0	0	0	0	0	0	0	0	0	0	ដោះចេញ
dismal	0	0	1	1	0	1	0	1	0	0	រន្ធត់
dismay	1	1	0	1	0	1	0	1	1	0	រន្ធត់
dismemberment	0	0	1	1	0	1	0	1	0	0	ការ​បែក​ខ្ញែក
dismiss	0	0	0	0	0	0	0	0	0	0	ច្រានចោល
dismissal	1	0	1	1	0	1	0	1	1	0	ការបណ្តេញចេញ
dismount	0	0	0	0	0	0	0	0	0	0	រំសាយ
disobedience	1	0	1	0	0	1	0	0	0	0	ការមិនស្តាប់បង្គាប់
disobedient	1	0	0	0	0	1	0	0	0	0	មិនស្តាប់បង្គាប់
disobey	1	0	1	0	0	1	0	0	0	0	មិនស្តាប់បង្គាប់
disorder	0	0	0	1	0	1	0	0	0	0	វិបល្លាស
disorderly	0	0	0	0	0	1	0	0	0	0	មិន​មាន​សណ្ដាប់ធ្នាប់
disorganized	0	0	0	0	0	1	0	0	0	0	មិន​រៀបចំ
disparage	1	0	1	0	0	1	0	1	0	0	ការប្រមាថ
disparaging	1	0	1	0	0	1	0	1	0	0	ការប្រមាថ
disparate	0	0	0	0	0	0	0	0	0	0	ខុសគ្នា
disparity	1	0	1	0	0	1	0	1	0	0	ភាពមិនស្មើគ្នា
dispassionate	0	0	0	0	0	1	0	1	0	0	អន់ចិត្ត
dispatch	0	0	0	0	0	0	0	0	0	0	បញ្ជូន
dispel	0	0	0	0	0	1	0	1	0	0	បណ្តេញចេញ
dispensation	0	0	0	0	0	0	0	0	0	0	សម័យកាល
dispense	0	0	0	0	0	0	0	0	0	0	ចែកចាយ
disperse	0	0	0	0	0	0	0	0	0	0	បែកខ្ញែក
dispersed	0	0	0	0	0	0	0	0	0	0	បែកខ្ញែក
dispersion	0	0	0	0	0	1	0	0	0	0	ការបែកខ្ញែក
displace	0	0	0	0	0	1	0	0	0	0	ផ្លាស់ទីលំនៅ
displaced	1	0	0	1	0	0	0	1	0	0	ផ្លាស់ទីលំនៅ
displacement	0	0	0	0	0	0	0	0	0	0	ការផ្លាស់ទីលំនៅ
display	0	0	0	0	0	0	0	0	0	0	បង្ហាញ
displeased	1	0	1	1	0	1	0	1	0	0	មិនពេញចិត្ត
displeasure	0	0	1	0	0	1	0	0	0	0	ការមិនសប្បាយចិត្ត
disposal	0	0	0	0	0	1	0	0	0	0	ការចោល
dispose	0	0	1	0	0	0	0	0	0	0	បោះចោល
disposed	0	1	0	0	0	0	1	0	0	1	បោះចោល
disposition	0	0	0	0	0	0	0	0	0	0	ការតាំងចិត្ត
dispossessed	1	0	0	1	0	1	0	1	0	0	ត្រូវបានដកហូត
disprove	0	0	0	0	0	0	0	0	0	0	បដិសេធ
dispute	1	0	0	0	0	1	0	0	0	0	ជម្លោះ
disqualification	0	0	0	0	0	1	0	0	0	0	ការដកសិទ្ធិ
disqualified	1	0	1	0	0	1	0	1	0	0	ដកសិទ្ធិ
disqualify	0	0	0	0	0	1	0	1	0	0	ដកសិទ្ធិ
disregard	0	0	0	0	0	1	0	0	0	0	មិនយកចិត្តទុកដាក់
disregarded	0	0	1	0	0	1	0	0	0	0	មិនយកចិត្តទុកដាក់
disreputable	1	0	1	1	0	1	0	0	0	0	មិន​មាន​កេរ្តិ៍ឈ្មោះ
disrepute	0	0	0	0	0	0	0	0	0	0	ខូចឈ្មោះ
disrespect	1	0	0	0	0	1	0	0	0	0	ការមិនគោរព
disrespectful	1	0	1	1	0	1	0	1	0	0	មិនគោរព
disruption	1	0	0	1	0	1	0	0	1	0	ការរំខាន
dissatisfaction	0	0	0	0	0	1	0	0	0	0	ការមិនពេញចិត្ត
dissatisfied	0	0	0	0	0	0	0	0	0	0	មិនពេញចិត្ត
dissect	0	0	0	0	0	0	0	0	0	0	កាត់
dissection	0	0	1	0	0	0	0	0	0	0	ការ​វះកាត់
disseminate	0	0	0	0	0	0	1	0	0	0	ផ្សព្វផ្សាយ
dissemination	0	0	0	0	0	0	0	0	0	0	ការផ្សព្វផ្សាយ
dissension	1	0	0	0	0	1	0	0	0	0	ការ​បែក​បាក់
dissent	0	0	0	0	0	0	0	0	0	0	ខ្វែងគំនិតគ្នា។
dissenting	0	0	0	0	0	1	0	0	0	0	ការមិនយល់ស្រប
dissertation	0	0	0	0	0	0	0	0	0	0	និក្ខេបបទ
disservice	1	0	1	0	0	1	0	1	0	0	សេវា
dissident	1	0	0	1	0	1	0	0	0	0	អ្នកប្រឆាំង
dissimilar	0	0	0	0	0	0	0	0	0	0	ស្រដៀងគ្នា
dissipate	0	0	0	0	0	0	0	0	0	0	រលាយ
dissipated	0	0	0	0	0	0	0	0	0	0	រសាយ
dissociation	0	0	0	0	0	0	0	0	0	0	ការផ្តាច់ខ្លួន
dissolution	1	0	0	1	0	1	0	1	1	0	ការរំលាយ
dissolve	0	0	0	0	0	0	0	0	0	0	រំលាយ
dissonance	1	0	0	0	0	1	0	0	0	0	ភាពមិនស៊ីសង្វាក់គ្នា។
dissuade	0	0	0	0	0	0	0	0	0	0	រារាំង
distal	0	0	0	0	0	0	0	0	0	0	ចុង
distance	0	0	0	0	0	0	0	0	0	0	ចម្ងាយ
distant	0	0	0	0	0	0	0	0	0	0	ឆ្ងាយ
distaste	0	0	1	0	0	1	0	0	0	0	ខកចិត្ត
distasteful	0	0	1	0	0	1	0	0	0	0	គួរឱ្យអាម៉ាស់
distillate	0	0	0	0	0	0	0	0	0	0	ចំហុយ
distillation	0	0	0	0	0	0	1	0	0	0	ការចម្រោះ
distinction	0	0	0	0	0	0	1	0	0	0	ភាពខុសគ្នា
distinctive	0	0	0	0	0	0	0	0	0	0	ប្លែក
distinguish	0	0	0	0	0	0	0	0	0	0	បែងចែក
distinguishable	0	0	0	0	0	0	0	0	0	0	អាចបែងចែកបាន។
distinguished	0	0	0	0	0	0	0	0	0	0	សម្គាល់
distinguishing	0	0	0	0	0	0	0	0	0	0	ការបែងចែក
distorted	0	0	1	0	0	1	0	0	0	0	ខូចទ្រង់ទ្រាយ
distortion	0	0	0	0	0	1	0	0	0	0	ការបង្ខូចទ្រង់ទ្រាយ
distract	0	0	0	0	0	1	0	0	0	0	រំខាន
distracted	1	0	0	0	0	1	0	0	0	0	រំខាន
distracting	1	1	0	0	0	1	0	0	0	0	រំខាន
distraction	0	0	0	0	0	1	0	0	0	0	ការរំខាន
distraught	0	0	0	0	0	1	0	1	0	0	ខកចិត្ត
distress	1	0	1	1	0	1	0	1	1	0	ទុក្ខព្រួយ
distressed	0	0	0	1	0	1	0	0	0	0	មានទុក្ខព្រួយ
distressing	1	0	0	1	0	1	0	0	0	0	ទុក្ខព្រួយ
distribute	0	0	0	0	0	0	0	0	0	0	ចែកចាយ
distribution	0	0	0	0	0	0	0	0	0	0	ការចែកចាយ
district	0	0	0	0	0	0	0	0	0	0	ស្រុក
distrust	1	0	1	1	0	1	0	0	0	0	ការមិនទុកចិត្ត
disturbance	1	0	0	1	0	1	0	1	1	0	ការ​រំខាន
disturbed	1	0	0	0	0	1	0	1	0	0	រំខាន
disuse	0	0	0	0	0	1	0	0	0	0	មិនប្រើ
disused	1	0	0	0	0	1	0	0	0	0	disused
ditch	0	0	0	0	0	0	0	0	0	0	ប្រឡាយ
ditto	0	0	0	0	0	0	0	0	0	0	ដូចគ្នា
ditty	0	0	0	0	1	0	1	0	0	0	ឌីធីធី
diurnal	0	0	0	0	0	0	0	0	0	0	ប្រចាំថ្ងៃ
divan	0	0	0	0	0	0	0	0	0	1	ឌីវ៉ាន់
dive	0	0	0	0	0	0	0	0	0	0	មុជទឹក
diver	0	0	0	0	0	0	0	0	0	0	អ្នកមុជទឹក
diverge	0	0	0	0	0	0	0	0	0	0	ខុសគ្នា
divergence	0	0	0	0	0	0	0	0	0	0	ភាពខុសគ្នា
divergent	0	0	0	0	0	1	0	0	1	0	ខុសគ្នា
diverging	0	0	0	0	0	0	0	0	0	0	ការបង្វែរ
divers	0	0	0	0	0	0	0	0	0	0	អ្នកមុជទឹក
diverse	0	0	0	0	0	1	1	0	0	0	ចម្រុះ
diversified	0	0	0	0	0	0	1	0	0	0	ចម្រុះ
diversify	0	0	0	0	0	0	0	0	0	0	ធ្វើពិពិធកម្ម
diversion	0	0	0	0	0	0	1	0	1	0	ការបង្វែរ
diversity	0	0	0	0	0	0	0	0	0	0	ភាពចម្រុះ
divert	0	0	0	0	0	0	0	0	0	0	បង្វែរ
diverting	0	0	0	0	0	0	0	0	0	0	បង្វែរ
divest	0	0	0	0	0	0	0	0	0	0	លះបង់
divested	0	0	0	0	0	1	0	0	0	0	បានលះបង់
divestment	0	0	0	0	0	1	0	0	0	0	ការបែងចែក
divide	0	0	0	0	0	0	0	0	0	0	បែងចែក
divided	0	0	0	0	0	0	0	0	0	0	បែងចែក
dividend	0	0	0	0	0	0	0	0	0	0	ភាគលាភ
divination	0	1	0	0	0	0	0	0	0	0	ទស្សន៍ទាយ
divine	0	0	0	0	0	0	0	0	0	0	ដ៏ទេវភាព
divinity	0	0	0	0	0	0	1	0	0	0	ទេវភាព
divisible	0	0	0	0	0	0	0	0	0	0	អាចបែងចែកបាន។
division	0	0	0	0	0	0	0	0	0	0	ការបែងចែក
divisor	0	0	0	0	0	0	0	0	0	0	ចែក
divorce	1	0	1	1	0	1	0	1	1	1	ការលែងលះ
divulge	0	0	0	0	0	0	0	0	0	0	បញ្ចេញ
dizziness	0	0	0	0	0	1	0	0	0	0	វិលមុខ
dizzy	0	0	0	0	0	1	0	0	0	0	វិលមុខ
docile	0	0	0	0	0	0	0	0	0	0	ស្រួលខ្លួន
dock	0	0	0	0	0	0	0	0	0	0	ចត
docked	0	0	0	0	0	1	0	0	0	0	ចត
docket	0	0	0	0	0	0	0	0	0	0	ឯកសារ
doctor	0	0	0	0	0	0	1	0	0	1	វេជ្ជបណ្ឌិត
doctrinal	0	0	0	0	0	0	0	0	0	0	គោលលទ្ធិ
doctrine	0	0	0	0	0	0	0	0	0	1	គោលលទ្ធិ
document	0	0	0	0	0	0	0	0	0	0	ឯកសារ
documentary	0	0	0	0	0	0	0	0	0	0	ឯកសារ
dodge	0	0	0	0	0	0	0	0	0	0	គេច
dodging	0	0	0	0	0	0	0	0	0	0	គេច
doe	0	0	0	0	0	0	0	0	0	0	ដូ
doer	0	0	0	0	0	0	1	0	0	0	អ្នកធ្វើ
dog	0	0	0	0	0	0	0	0	0	0	ឆ្កែ
dogged	0	0	0	0	0	0	1	0	0	0	dogged
dogma	0	0	0	0	0	0	0	0	0	1	dogma
dogmatic	0	0	0	0	0	0	0	0	0	0	dogmatic
doings	0	0	0	0	0	0	0	0	0	0	ការធ្វើ
doit	0	0	0	0	0	1	0	0	0	0	ធ្វើ​វា
doldrums	0	0	0	0	0	1	0	1	0	0	សោកសៅ
dole	0	0	0	0	0	1	0	1	0	0	ដូល
doll	0	0	0	0	1	0	0	0	0	0	តុក្កតា
dollar	0	0	0	0	0	0	0	0	0	0	ដុល្លារ
dolor	0	0	0	0	0	1	0	1	0	0	ដូល័រ
dolphin	0	0	0	0	1	0	1	0	1	1	ផ្សោត
domain	0	0	0	0	0	0	0	0	0	0	ដែន
dome	0	0	0	0	0	0	0	0	0	0	ដំបូល
domestic	0	0	0	0	0	0	0	0	0	0	ក្នុងស្រុក
domesticated	0	0	0	0	0	0	0	0	0	0	ក្នុងស្រុក
domestication	0	0	0	0	0	0	0	0	0	0	ផ្ទះសំណាក់
domicile	0	0	0	0	0	0	0	0	0	0	លំនៅឋាន
domiciled	0	0	0	0	0	0	0	0	0	0	មានទីលំនៅ
dominance	0	0	0	0	0	0	0	0	0	0	ការគ្រប់គ្រង
dominant	0	0	0	1	0	1	0	0	0	0	លេចធ្លោ
dominate	1	0	0	1	0	1	1	0	0	0	ត្រួតត្រា
dominating	0	0	0	0	0	0	0	0	0	0	ត្រួតត្រា
domination	1	0	0	1	0	1	0	1	0	0	ការត្រួតត្រា
dominion	0	0	0	1	0	0	0	0	0	1	អំណាច
domino	0	0	0	0	0	0	0	0	0	0	ដូមីណូ
don	0	0	0	0	0	0	1	0	0	1	ដុន
donation	0	0	0	0	0	0	1	0	0	0	ការបរិច្ចាគ
donkey	0	0	1	0	0	1	0	0	0	0	លា
donor	0	0	0	0	0	0	0	0	0	0	ម្ចាស់ជំនួយ
doodle	0	0	0	0	0	1	0	0	0	0	doodle
doom	0	0	0	1	0	1	0	0	0	0	វិនាស
doomed	0	0	0	1	0	1	0	1	0	0	វិនាស
doomsday	1	1	1	1	0	1	0	1	0	0	ថ្ងៃវិនាស
door	0	0	0	0	0	0	0	0	0	0	ទ្វារ
doorbell	0	0	0	0	0	0	0	0	0	0	កណ្ដឹងទ្វារ
doorway	0	0	0	0	0	0	0	0	0	0	ច្រកទ្វារ
dormant	0	0	0	0	0	0	0	0	0	0	ងងុយដេក
dormitory	0	0	0	0	0	0	0	0	0	0	អន្តេវាសិកដ្ឋាន
dorsal	0	0	0	0	0	0	0	0	0	0	ក្លន
dose	0	0	0	0	0	0	0	0	0	0	កម្រិតថ្នាំ
dot	0	0	0	0	0	0	0	0	0	0	ចំណុច
double	0	0	0	0	0	0	0	0	0	0	ទ្វេ
doubled	0	0	0	0	0	0	0	0	0	0	កើនឡើងទ្វេដង
doublet	0	0	0	0	0	0	0	0	0	0	ទ្វេ
doubling	0	0	0	0	0	0	0	0	0	0	ទ្វេដង
doubt	0	0	0	1	0	1	0	1	0	1	សង្ស័យ
doubtful	0	0	0	0	0	1	0	0	0	0	សង្ស័យ
doubting	0	0	0	0	0	1	0	0	0	0	សង្ស័យ
doubtless	0	0	0	0	0	0	1	0	0	1	ដោយមិនសង្ស័យ
douche	0	0	0	0	0	1	0	0	0	0	douche
dough	0	0	0	0	0	0	0	0	0	0	ម្សៅ
doughnut	0	0	0	0	0	0	0	0	0	0	នំដូណាត់
dour	0	0	0	0	0	1	0	0	0	0	ឌ័រ
dove	0	1	0	0	1	0	1	0	0	1	ព្រាប
downcast	0	0	0	0	0	0	0	0	0	0	ធ្លាក់ចុះ
downfall	0	0	0	1	0	1	0	1	0	0	ការដួលរលំ
downhill	0	0	0	0	0	0	0	0	0	0	ចុះភ្នំ
downpour	0	0	0	0	0	0	0	0	0	0	ភ្លៀងធ្លាក់
downright	0	0	0	0	0	0	0	0	0	1	ត្រង់
downy	0	0	0	0	0	0	1	0	0	0	downy
dowry	0	0	0	0	0	0	0	0	0	0	ថ្លៃបណ្ណាការ
doze	0	0	0	0	0	0	0	0	0	0	ងងុយដេក
dozen	0	0	0	0	0	0	0	0	0	0	រាប់សិប
drab	0	0	0	0	0	1	0	1	0	0	ស្រួយ
draft	0	1	0	0	0	0	0	0	0	0	សេចក្តីព្រាង
drag	0	0	0	0	0	0	0	0	0	0	អូស
dragon	0	0	0	1	0	0	0	0	0	0	នាគ
drain	0	0	0	0	0	0	0	0	0	0	បង្ហូរ
drainage	0	0	0	0	0	1	0	0	0	0	បង្ហូរទឹក
drained	0	0	0	0	0	0	0	0	0	0	បង្ហូរ
drake	0	0	0	0	0	0	0	0	0	0	Drake
drama	0	0	0	0	0	0	0	0	0	0	ល្ខោន
dramatic	0	0	0	0	0	0	0	0	0	0	យ៉ាងខ្លាំង
drape	0	0	0	0	0	0	0	0	0	0	ក្រណាត់
drapery	0	0	0	0	0	0	0	0	0	0	ក្រណាត់
drastic	0	0	0	0	0	0	0	0	0	0	យ៉ាងខ្លាំង
draught	0	0	0	0	0	0	0	0	0	0	សេចក្តីព្រាង
draw	0	0	0	0	0	0	0	0	0	0	គូរ
drawback	0	0	0	0	0	1	0	0	0	0	គុណវិបត្តិ
