English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Polish Word
boiling	0	0	0	0	0	0	0	0	0	0	wrzenie
boisterous	1	1	0	0	1	1	1	0	0	0	porywisty
bold	0	0	0	0	0	0	1	0	0	0	pogrubienie
boldness	0	0	0	0	0	0	1	0	0	0	śmiałość
bolster	0	0	0	0	0	0	1	0	0	0	wzmocnić
bolt	0	0	0	0	0	0	0	0	0	0	śruba
bolus	0	0	0	0	0	0	0	0	0	0	drażetka
bomb	1	0	0	1	0	1	0	1	1	0	bomba
bombard	1	0	0	1	0	1	0	0	0	0	bombardować
bombardment	1	0	0	1	0	1	0	0	0	0	bombardowanie
bombed	0	0	1	0	0	1	0	0	0	0	zbombardowany
bomber	0	0	0	1	0	0	0	1	0	0	bombowiec
bonanza	0	0	0	0	1	0	1	0	0	0	szczęście
bond	0	0	0	0	0	0	0	0	0	0	obligacja
bondage	0	0	0	1	0	1	0	1	0	0	niewola
bonds	0	0	0	0	0	1	0	0	0	0	obligacje
bone	0	0	0	0	0	0	0	0	0	0	kość
boner	0	0	0	0	0	0	0	0	0	0	boner
bones	0	0	0	0	0	0	0	0	0	0	kości
bonfire	0	0	0	0	0	0	0	0	0	0	ognisko
bonne	0	0	0	0	0	0	1	0	0	0	Bonne
bonnet	0	0	0	0	0	0	0	0	0	0	czapeczka
bonus	0	1	0	0	1	0	1	0	1	0	premia
bony	0	0	0	0	0	0	0	0	0	0	kościsty
boo	0	0	0	0	0	1	0	0	0	0	gwizd
boob	0	0	0	0	0	0	0	0	0	0	gafa
booby	0	0	0	0	0	1	0	0	0	0	głupek
book	0	0	0	0	0	0	0	0	0	0	książka
bookcase	0	0	0	0	0	0	0	0	0	0	półka na książki
booking	0	0	0	0	0	0	0	0	0	0	rezerwować
bookish	0	0	0	0	0	0	1	0	0	0	książkowy
bookkeeper	0	0	0	0	0	0	0	0	0	0	księgowy
bookkeeping	0	0	0	0	0	0	0	0	0	0	księgowość
booklet	0	0	0	0	0	0	0	0	0	0	broszura
books	0	0	0	0	0	0	0	0	0	0	książki
bookseller	0	0	0	0	0	0	0	0	0	0	księgarz
bookshop	0	0	0	0	0	0	1	0	0	0	księgarnia
bookstore	0	0	0	0	0	0	0	0	0	0	Księgarnia
bookworm	0	0	0	0	0	1	1	0	0	0	mól książkowy
boomerang	0	1	0	0	0	0	0	0	0	1	bumerang
booming	0	0	0	0	0	0	0	0	0	0	boom
boon	0	0	0	0	0	0	1	0	0	0	dar
boost	0	0	0	0	0	0	0	0	0	0	zwiększyć
booster	0	0	0	0	0	0	0	0	0	0	Wzmacniacz
boot	0	0	0	0	0	0	0	0	0	0	uruchomić
booth	0	0	0	0	0	0	0	0	0	0	budka
boots	0	0	0	0	0	0	0	0	0	0	buty
booty	0	0	0	0	0	0	0	0	0	0	łup
booze	0	0	0	0	0	1	0	0	0	0	gorzałka
border	0	0	0	0	0	0	0	0	0	0	granica
bordering	0	0	0	0	0	0	0	0	0	0	granica
bore	0	0	0	0	0	1	0	0	0	0	nudziarz
boreal	0	0	0	0	0	0	0	0	0	0	północny
boredom	0	0	0	0	0	1	0	1	0	0	nuda
borer	0	0	0	0	0	0	0	0	0	0	wiertacz
boring	0	0	0	0	0	1	0	0	0	0	nudy
borough	0	0	0	0	0	0	0	0	0	0	miasto
borrow	0	0	0	0	0	0	0	0	0	0	pożyczyć
borrower	0	0	0	0	0	1	0	0	0	0	pożyczający
bosom	0	0	0	0	0	0	0	0	0	0	biust
boss	0	0	0	0	0	0	0	0	0	0	szef
boston	0	0	0	0	0	0	0	0	0	0	Boston
botanical	0	0	0	0	0	0	0	0	0	0	botaniczny
botanist	0	0	0	0	0	0	0	0	0	0	botanik
botany	0	0	0	0	0	0	0	0	0	0	botanika
bother	0	0	0	0	0	1	0	0	0	0	niepokoić
bothering	1	0	0	0	0	1	0	1	0	0	niepokojące
bottle	0	0	0	0	0	0	0	0	0	0	butelka
bottom	0	0	0	0	0	1	0	1	0	0	na dole
bottomless	0	0	0	1	0	0	0	0	0	0	bez dna
boulder	0	0	0	0	0	0	0	0	0	0	otoczak
bounce	0	0	0	0	0	0	0	0	0	0	odbić
bound	0	0	0	0	0	1	0	0	0	0	zobowiązany
boundary	0	0	0	0	0	0	0	0	0	0	granica
boundless	0	0	0	0	0	0	0	0	0	0	bezgraniczny
bounds	0	0	0	0	0	0	0	0	0	0	miedza
bountiful	0	1	0	0	1	0	1	0	0	0	hojny
bounty	0	1	0	0	1	0	1	0	0	1	hojność
bouquet	0	0	0	0	1	0	1	0	0	1	bukiet
bourgeois	0	0	0	0	0	0	0	0	0	0	burżuazyjny
bourgeoisie	0	0	0	0	0	0	0	0	0	0	burżuazja
bourse	0	0	0	0	0	0	0	0	0	0	giełda
bout	1	0	0	0	0	1	0	0	0	0	atak
bovine	0	0	1	0	0	1	0	0	0	0	wołowy
bowed	0	0	0	0	0	0	0	0	0	0	skłonił się
bowels	0	0	1	0	0	0	0	0	0	0	wnętrzności
bowl	0	0	0	0	0	0	0	0	0	0	miska
bowls	0	0	0	0	0	0	0	0	0	0	kręgle
box	0	0	0	0	0	0	0	0	0	0	skrzynka
boxer	0	0	0	0	0	0	0	0	0	0	bokser
boxing	1	0	0	0	0	0	0	0	0	0	boks
boycott	0	0	0	0	0	1	0	0	0	0	bojkot
boyhood	0	0	0	0	0	0	0	0	0	0	chłopięctwo
boyish	0	0	0	0	0	0	0	0	0	0	chłopięcy
brace	0	0	0	0	0	0	0	0	0	0	klamra
bracelet	0	0	0	0	0	0	0	0	0	0	bransoletka
braces	0	0	0	0	0	0	0	0	0	0	aparat ortodontyczny
brachial	0	0	0	0	0	0	0	0	0	0	ramienny
bracket	0	0	0	0	0	0	0	0	0	0	nawias
brackets	0	0	0	0	0	0	0	0	0	0	nawiasy
brackish	0	0	0	0	0	0	0	0	0	0	półsłony
brad	0	0	0	0	0	0	0	0	0	0	ćwiek
brag	0	0	0	0	0	1	0	0	0	0	przechwalać
braid	0	0	0	0	0	0	0	0	0	0	warkocz
brain	0	0	0	0	0	0	0	0	0	0	mózg
brains	0	0	0	0	0	0	1	0	0	0	mózg
brainstorm	0	0	0	0	0	0	0	0	0	0	burza mózgów
brake	0	0	0	0	0	0	0	0	0	0	hamulec
bran	0	0	1	0	0	0	0	0	0	0	otręby
branch	0	0	0	0	0	0	0	0	0	0	oddział
branching	0	0	0	0	0	0	0	0	0	0	rozgałęzienia
brandy	0	0	0	0	0	1	0	0	0	0	Brandy
brass	0	0	0	0	0	0	0	0	0	0	mosiądz
brat	0	0	0	0	0	0	0	0	0	0	bachor
bravado	0	0	0	0	0	1	0	0	0	0	zuchwałość
bravery	0	0	0	0	0	0	1	0	0	0	odwaga
brawl	1	0	1	1	0	1	0	0	0	0	bijatyka
brazen	1	0	0	0	0	1	0	0	0	0	nachalny
breach	0	0	0	0	0	1	0	0	0	0	naruszenie
bread	0	0	0	0	0	0	0	0	0	0	chleb
breadth	0	0	0	0	0	0	0	0	0	0	szerokość
break	0	0	0	0	0	0	0	0	1	0	przerwanie
breakable	0	0	0	0	0	0	0	0	0	0	łamliwy
breakdown	0	0	0	0	0	1	0	0	0	0	awaria
breaker	0	0	0	0	0	0	0	0	0	0	przerywacz
breakers	0	0	0	0	0	0	0	0	0	0	łamacze
breakfast	0	0	0	0	0	0	1	0	0	0	śniadanie
breakneck	0	0	0	0	0	1	0	0	0	0	niebezpieczny
breakup	0	0	0	0	0	1	0	1	0	0	zerwać
breath	0	0	0	0	0	0	0	0	0	0	oddech
breech	0	0	0	0	0	0	0	0	0	0	ubierać w spodenki
breeches	0	0	0	0	0	0	0	0	0	0	bryczesy
breed	0	0	0	0	0	0	0	0	0	0	rasa
breeder	0	0	0	0	0	0	0	0	0	0	hodowca
breeding	0	0	0	0	0	0	0	0	0	0	hodowla
breeze	0	0	0	0	0	0	0	0	0	0	Bryza
breezy	0	0	0	0	0	0	0	0	0	0	przewiewny
brethren	0	0	0	0	0	0	0	0	0	0	bracia
breve	0	0	0	0	0	0	0	0	0	0	breve
brevity	0	0	0	0	0	0	0	0	0	0	zwięzłość
brew	0	0	0	0	0	0	0	0	0	0	napar
brewing	0	0	0	0	0	0	0	0	0	0	browarnictwo
bribe	0	0	0	0	0	1	0	0	0	0	przekupić
bribery	0	0	1	0	0	1	0	0	0	0	łapówkarstwo
brick	0	0	0	0	0	0	0	0	0	0	cegła
bridal	0	1	0	0	1	0	1	0	0	1	ślubny
bride	0	1	0	0	1	0	1	0	0	1	panna młoda
bridegroom	0	1	0	0	1	0	1	0	0	1	pan młody
bridesmaid	0	0	0	0	1	0	1	0	0	1	druhna
bridge	0	0	0	0	0	0	0	0	0	0	most
bridle	0	0	0	0	0	0	0	0	0	0	uzda
briefly	0	0	0	0	0	0	0	0	0	0	krótko
brig	0	0	0	0	0	0	0	0	0	0	bryg
brigade	0	0	0	1	0	1	0	0	0	0	brygada
brighten	0	0	0	0	1	0	1	0	1	1	rozjaśnić
brightness	0	0	0	0	0	0	1	0	0	0	jasność
brilliant	0	1	0	0	1	0	1	0	0	1	znakomity
brim	0	0	0	0	0	0	0	0	0	0	rondo
brimming	0	0	0	0	0	0	0	0	0	0	przepełnione
brimstone	1	0	0	1	0	1	0	0	0	0	siarka
brine	0	0	0	0	0	0	0	0	0	0	solanka
bring	0	0	0	0	0	0	0	0	0	0	przynieść
brink	0	0	0	0	0	0	0	0	0	0	skraj
brisk	0	0	0	0	0	0	0	0	0	0	energiczny
bristle	0	0	0	0	0	1	0	0	0	0	jeżyć
brittle	0	0	0	0	0	0	0	0	0	0	kruchy
broadcast	0	0	0	0	0	0	0	0	0	0	audycja
broadside	0	1	0	0	0	1	0	0	0	0	burta
brocade	0	0	0	0	0	0	1	0	0	0	brokat
brochure	0	0	0	0	0	0	0	0	0	0	broszura
broil	1	0	0	0	0	1	0	0	0	0	burda
broke	0	0	0	1	0	1	0	1	0	0	zepsuł się
broken	1	0	0	1	0	1	0	1	0	0	złamany
broker	0	0	0	0	0	0	0	0	0	0	pośrednik
brokerage	0	0	0	0	0	0	0	0	0	0	pośrednictwo
bronco	0	0	0	0	0	0	0	0	0	0	dziki koń
bronze	0	0	0	0	0	0	0	0	0	0	brązowy
brood	0	0	0	0	0	0	0	0	0	0	plemię
brooding	0	0	0	0	0	0	0	0	0	0	rozmyślać
brook	0	0	0	0	0	0	0	0	0	0	potok
broom	0	0	0	0	0	0	0	0	0	0	miotła
broth	0	0	0	0	0	0	0	0	0	0	Rosół
brothel	0	0	1	0	0	1	0	0	0	0	burdel
brother	0	0	0	0	0	0	1	0	0	1	brat
brotherhood	0	0	0	0	0	0	1	0	0	1	braterstwo
brotherly	0	1	0	0	1	0	1	0	0	1	braterski
brow	0	0	0	0	0	0	0	0	0	0	brew
brown	0	0	0	0	0	0	0	0	0	0	brązowy
bruise	0	1	0	0	0	1	0	0	0	0	siniak
brunette	0	0	0	0	0	0	0	0	0	0	brunetka
brunt	1	0	0	0	0	1	0	0	0	0	siła
brush	0	0	0	0	0	0	0	0	0	0	szczotka
brutal	1	0	0	1	0	1	0	0	0	0	brutalny
brutality	1	0	0	1	0	1	0	0	0	0	brutalność
brute	1	0	0	1	0	1	0	1	0	0	bydlę
bubble	0	0	0	0	0	0	0	0	0	0	bańka
bubbling	0	0	0	0	0	0	0	0	0	0	bulgotanie
buck	0	0	0	1	0	1	1	0	1	0	bryknięcie
bucket	0	0	0	0	0	0	0	0	0	0	wiaderko
buckle	0	0	0	0	0	0	0	0	0	0	klamra
buckled	0	0	0	0	0	0	0	0	0	0	zapięty
bud	0	0	0	0	0	0	0	0	0	0	pączek
buddy	0	1	0	0	1	0	1	0	0	1	kumpel
budge	0	0	0	0	0	0	0	0	0	0	drgnąć
budget	0	0	0	0	0	0	0	0	0	1	budżet
buffalo	0	0	0	0	0	0	0	0	0	0	bawół
buffer	0	0	0	0	0	0	0	0	0	0	bufor
buffet	1	0	0	0	0	1	0	0	0	0	bufet
bug	0	0	1	1	0	1	0	0	0	0	błąd
bugaboo	1	0	0	1	0	1	0	1	0	0	panika
buggy	0	0	0	0	0	0	0	0	0	0	powozik
bugle	0	1	0	0	0	0	0	0	0	0	dąbrówka
build	0	0	0	0	0	0	1	0	0	0	budować
builder	0	0	0	0	0	0	0	0	0	0	budowniczy
building	0	0	0	0	0	0	1	0	0	0	budynek
buildings	0	0	0	0	0	0	0	0	0	0	Budynki
bulb	0	0	0	0	0	0	0	0	0	0	żarówka
bulbous	0	0	0	0	0	1	0	0	0	0	bulwiasty
bulge	0	0	0	0	0	0	0	0	0	0	wybrzuszenie
bulk	0	0	0	0	0	0	0	0	0	0	Wielka ilość
bulkhead	0	0	0	0	0	0	0	0	0	0	przegroda
bulky	0	0	0	0	0	0	0	0	0	0	gruby
bull	0	0	0	0	0	0	0	0	0	0	byk
bulldog	0	0	0	0	0	0	1	0	0	0	buldog
bulldozer	0	0	0	0	0	0	0	0	0	0	spychacz
bullet	0	0	0	0	0	0	0	0	0	0	pocisk
bulletin	0	0	0	0	0	0	0	0	0	0	biuletyn
bulletproof	0	0	0	0	0	0	1	0	0	0	kuloodporny
bullock	0	0	0	0	0	0	0	0	0	0	byczek
bully	1	0	0	1	0	1	0	0	0	0	znęcać się
bulwark	0	0	0	0	0	0	0	0	0	0	bastion
bum	0	0	1	0	0	1	0	1	0	0	tyłek
bummer	1	0	1	0	0	1	0	0	0	0	porażka
bump	0	0	0	0	0	0	0	0	0	0	uderzenie
bun	0	0	0	0	0	0	0	0	0	0	kok
bunch	0	0	0	0	0	0	0	0	0	0	garść
bundle	0	0	0	0	0	0	0	0	0	0	pakiet
bungalow	0	0	0	0	0	0	0	0	0	0	dom parterowy
bunk	0	0	0	0	0	0	0	0	0	0	łóżko
bunker	0	0	0	1	0	0	0	0	0	0	bunkier
bunt	0	0	0	0	0	0	0	0	0	0	ewolucja
buoy	0	0	0	0	0	0	1	0	0	0	boja
buoyancy	0	0	0	0	0	0	0	0	0	0	pławność
bur	0	0	0	0	0	0	0	0	0	0	rzep
burden	0	0	0	0	0	0	0	0	0	0	ciężar
burdensome	0	0	0	1	0	1	0	1	0	0	uciążliwy
bureau	0	0	0	0	0	0	0	0	0	0	biuro
bureaucracy	0	0	0	0	0	1	0	0	0	1	biurokracja
bureaucrat	0	0	1	0	0	1	0	0	0	0	biurokrata
burglar	0	0	1	1	0	1	0	0	0	0	włamywacz
burglary	0	0	0	0	0	1	0	0	0	0	włamanie
burial	1	0	0	1	0	1	0	1	0	0	pogrzeb
buried	0	0	0	1	0	1	0	1	0	0	pochowany
burke	1	0	1	1	0	1	0	1	0	0	burke
burlap	0	0	0	0	0	0	0	0	0	0	konopie
burlesque	0	0	0	0	0	0	0	0	1	0	groteska
burly	0	0	0	0	0	0	0	0	0	0	tęgi
burn	0	0	0	0	0	0	0	0	0	0	oparzenie
burner	0	0	0	0	0	0	0	0	0	0	palnik
burning	0	0	0	0	0	0	0	0	0	0	palenie
burnished	0	0	0	0	0	0	0	0	0	0	polerowany
burnout	0	0	0	0	0	0	0	0	0	0	wypalić się
burnt	0	0	1	0	0	1	0	0	0	0	spalony
burr	0	0	0	0	0	0	0	0	0	0	bełkotać
burrow	0	0	0	0	0	0	0	0	0	0	nora
bursary	0	0	0	0	0	0	0	0	0	1	stypendium
bury	0	0	0	0	0	0	0	1	0	0	pogrzebać
bus	0	0	0	0	0	0	0	0	0	0	autobus
bush	0	0	0	0	0	0	0	0	0	0	krzak
bushel	0	0	0	0	0	0	0	0	0	0	buszel
bushy	0	0	0	0	0	0	0	0	0	0	krzaczasty
business	0	0	0	0	0	0	0	0	0	0	biznes
buss	0	0	0	0	1	0	1	0	0	0	autobus
bust	0	0	0	0	0	0	0	0	0	0	biust
busted	1	0	0	1	0	1	0	0	0	0	złapany
bustle	0	0	0	0	0	0	0	0	0	0	gwar
bustling	0	0	0	0	0	0	0	0	0	0	gwar
busy	0	0	0	0	0	0	0	0	0	0	zajęty
butane	0	0	0	0	0	0	0	0	0	0	butan
butcher	1	0	1	1	0	1	0	0	0	0	rzeźnik
butler	0	0	0	0	0	0	1	0	0	1	lokaj
butt	0	0	0	0	0	1	0	0	0	0	krupon
butter	0	0	0	0	0	0	0	0	0	0	masło
butterfly	0	0	0	0	0	0	0	0	0	0	motyl
buttery	0	0	0	0	0	0	1	0	0	0	maślany
buttock	0	0	0	0	0	0	0	0	0	0	pośladek
button	0	0	0	0	0	0	0	0	0	0	przycisk
buttress	0	0	0	0	0	0	0	0	0	0	przypora
buxom	0	0	0	0	0	0	1	0	0	0	hoża
buy	0	0	0	0	0	0	0	0	0	0	Kup
buyer	0	0	0	0	0	0	0	0	0	0	kupujący
buying	0	0	0	0	0	0	0	0	0	0	kupowanie
buzz	0	1	0	1	0	0	1	0	0	0	brzęczeć
buzzed	0	0	0	0	0	1	0	0	0	0	brzęczał
buzzer	0	0	0	0	0	0	0	0	0	0	brzęczyk
bye	0	1	0	0	0	0	0	0	0	0	PA
bygone	0	0	0	0	0	0	0	0	0	0	miniony
bylaw	0	0	0	0	0	0	0	0	0	1	zarządzenie
bystander	0	0	0	0	0	0	0	0	0	0	widz
byte	0	0	0	0	0	0	0	0	0	0	bajt
cab	0	0	0	0	0	0	1	0	0	0	taksówka
cabal	0	0	0	1	0	1	0	0	0	0	kabała
cabbage	0	0	0	0	0	0	0	0	0	0	kapusta
cabin	0	0	0	0	0	0	0	0	0	0	kabina
cabinet	0	0	0	0	0	0	1	0	0	1	gabinet
cable	0	0	0	0	0	0	0	0	1	0	kabel
cabriolet	0	0	0	0	0	0	0	0	0	0	kabriolet
cache	0	0	0	0	0	0	0	0	0	0	Pamięć podręczna
cacophony	1	0	1	0	0	1	0	0	0	0	kakofonia
cad	1	0	1	0	0	1	0	0	0	0	cham
cadaver	0	0	1	1	0	1	0	1	1	0	zwłoki
caddy	0	0	0	0	0	0	0	0	0	0	nosiciel kijów golfowych
cadence	0	0	0	0	0	0	0	0	0	0	rytm
cadet	0	0	0	0	0	0	0	0	0	0	kadet
cafe	0	0	0	0	0	0	1	0	0	0	kawiarnia
cage	0	0	0	0	0	1	0	1	0	0	klatka szybowa
cairn	0	0	0	0	0	0	0	0	0	0	kopiec
cake	0	0	0	0	0	0	0	0	0	0	ciasto
calamity	0	0	0	0	0	0	0	1	0	0	nieszczęście
calcareous	0	0	0	0	0	0	0	0	0	0	wapienny
calculate	0	0	0	0	0	0	0	0	0	0	Oblicz
calculated	0	0	0	0	0	0	0	0	0	0	obliczony
calculating	0	0	0	0	0	1	0	0	0	0	obliczenie
calculation	0	1	0	0	0	0	0	0	0	0	obliczenie
calculator	0	0	0	0	0	0	1	0	0	1	kalkulator
calculus	0	0	0	0	0	0	0	0	0	0	rachunek różniczkowy
calendar	0	0	0	0	0	0	0	0	0	0	kalendarz
calender	0	0	0	0	0	0	0	0	0	0	kalander
calf	0	0	0	0	1	0	1	0	0	1	łydka
caliber	0	0	0	0	0	0	0	0	0	0	kaliber
calibrate	0	0	0	0	0	0	0	0	0	0	kalibrować
calico	0	0	0	0	0	0	0	0	0	0	perkal
calipers	0	0	0	0	0	0	0	0	0	0	suwmiarka
call	0	0	0	0	0	0	0	0	0	0	połączenie
calligraphy	0	0	0	0	0	0	0	0	0	0	kaligrafia
calling	0	0	0	0	0	0	0	0	0	0	powołanie
callous	1	0	1	0	0	1	0	0	0	0	stwardniały
calls	0	1	0	0	0	1	0	0	0	1	dzwoni
calm	0	0	0	0	0	0	1	0	0	0	spokojna
calmness	0	0	0	0	0	0	0	0	0	0	spokój
caloric	0	0	0	0	0	0	0	0	0	0	kaloryczny
calorie	0	0	0	0	0	0	0	0	0	0	kaloria
calorimeter	0	0	0	0	0	0	0	0	0	0	kalorymetr
cam	0	0	0	0	0	0	0	0	0	0	krzywka
camber	0	0	0	0	0	0	0	0	0	0	wygięcie
camel	0	0	0	0	0	0	0	0	0	0	wielbłąd
cameo	0	0	0	0	0	0	0	0	0	0	kamea
cameraman	0	0	0	0	0	0	0	0	0	0	operator
camisole	0	0	0	0	0	0	0	0	0	0	stanik
camouflage	0	0	0	0	0	0	0	0	1	0	kamuflaż
camouflaged	0	0	0	0	0	0	0	0	1	0	zakamuflowany
camp	0	0	0	0	0	0	0	0	0	0	obóz
campaign	0	0	0	0	0	0	0	0	0	0	kampania
campaigner	0	0	0	0	0	0	0	0	0	0	działacz
campaigning	1	0	0	1	0	1	0	0	0	0	prowadzenie kampanii
campus	0	0	0	0	0	0	0	0	0	0	kampus
canal	0	0	0	0	0	0	0	0	0	0	kanał
canary	0	0	0	0	0	0	1	0	0	0	kanarek
cancel	0	0	0	0	0	1	0	1	0	0	anulować
canceling	0	0	0	0	0	0	0	0	0	0	anulowanie
cancellation	0	0	0	0	0	0	0	0	0	0	anulowanie
cancer	1	0	1	1	0	1	0	1	0	0	nowotwór
candid	0	1	0	0	1	0	1	0	1	1	szczery
candidacy	0	0	0	0	0	0	0	0	0	0	kandydowanie
candidate	0	0	0	0	0	0	1	0	0	0	kandydat
candied	0	0	0	0	0	0	1	0	0	0	kandyzowany
candle	0	0	0	0	0	0	0	0	0	0	świeca
candlelight	0	0	0	0	0	0	0	0	0	0	światło ze świeczki
candlestick	0	0	0	0	0	0	0	0	0	0	świecznik
candor	0	0	0	0	0	0	0	0	0	0	szczerość
candy	0	0	0	0	0	0	0	0	0	0	cukierek
cane	1	0	0	1	0	0	0	0	0	0	trzcinowy
canine	0	0	0	0	0	0	0	0	0	0	psi
canister	0	0	0	0	0	0	0	0	0	0	kanister
canker	1	0	1	0	0	1	0	0	0	0	rak
cannibal	0	0	1	1	0	1	0	0	0	0	kanibal
cannibalism	0	0	1	0	0	1	0	0	0	0	kanibalizm
canning	0	0	0	0	0	0	0	0	0	0	konserwowanie
cannon	1	0	0	1	0	1	0	0	0	0	armata
canoe	0	0	0	0	0	0	0	0	0	0	kajak
canon	0	0	0	0	0	0	0	0	0	0	kanon
canonical	0	0	0	0	0	0	0	0	0	0	kanoniczny
canons	0	0	0	0	0	0	0	0	0	1	kanonicy
canopy	0	0	0	0	0	0	0	0	0	0	daszek
canteen	0	0	0	0	0	0	0	0	0	0	kantyna
canterbury	0	0	0	0	0	0	0	0	0	0	canterbury
cantilever	0	0	0	0	0	0	0	0	0	0	wspornik
canto	0	0	0	0	0	0	0	0	0	0	pieśń
canton	0	0	0	0	0	0	0	0	0	0	kanton
canvas	0	0	0	0	0	0	0	0	0	0	płótno
canvass	0	0	0	0	0	0	0	0	0	0	werbować
cap	0	1	0	0	0	0	0	0	0	1	czapka
capability	0	0	0	0	0	0	0	0	0	0	zdolność
capable	0	0	0	0	0	0	0	0	0	0	zdolny
capacity	0	0	0	0	0	0	0	0	0	0	Pojemność
cape	0	0	0	0	0	0	0	0	0	0	peleryna
caper	0	0	0	0	0	0	0	0	0	0	kapar
capillary	0	0	0	0	0	0	0	0	0	0	kapilarny
capital	0	0	0	0	0	0	0	0	0	0	kapitał
capitalist	0	0	0	0	0	0	1	0	0	0	kapitalista
capitals	0	0	0	0	0	0	0	0	0	0	stolice
capitation	0	0	0	0	0	0	0	0	0	0	pogłówne
capitol	0	0	0	0	0	0	0	0	0	0	stolica
capitulation	0	0	0	0	0	0	0	0	0	0	kapitulacja
caprice	0	0	0	0	0	0	0	0	0	0	kaprys
capricious	0	0	0	0	0	0	0	0	0	0	kapryśny
caps	0	0	0	0	0	0	0	0	0	0	Czapki
capsule	0	0	0	0	0	0	0	0	0	0	kapsuła
captain	0	0	0	0	0	0	1	0	0	0	kapitan
caption	0	0	0	0	0	0	0	0	0	0	podpis
captivate	0	1	0	0	1	0	1	0	1	1	Urzec
captivating	0	0	0	0	0	0	1	0	0	0	urzekający
captive	0	0	0	1	0	1	0	1	0	0	jeniec
captivity	0	0	0	0	0	1	0	1	0	0	niewola
captor	0	0	0	1	0	1	0	0	0	0	porywacz
capture	0	0	0	0	0	1	0	0	0	0	zdobyć
car	0	0	0	0	0	0	0	0	0	0	samochód
caramel	0	0	0	0	0	0	0	0	0	0	karmel
carat	0	0	0	0	0	0	0	0	0	0	karat
caravan	0	0	0	0	0	0	0	0	0	0	karawana
carbon	0	0	0	0	0	0	0	0	0	0	węgiel
carcass	0	0	1	1	0	1	0	1	0	0	tusza
carcinoma	0	0	0	1	0	1	0	1	0	0	rak
card	0	0	0	0	0	0	0	0	0	0	karta
cardigan	0	0	0	0	0	0	0	0	0	0	sweter rozpinany
cardinal	0	0	0	0	0	0	0	0	0	0	kardynał
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	kardiomiopatia
cards	0	0	0	0	0	0	0	0	0	0	karty
care	0	0	0	0	0	0	0	0	0	0	opieka
career	0	1	0	0	0	0	1	0	0	0	kariera
careful	0	0	0	0	0	0	1	0	0	0	ostrożny
carefully	0	0	0	0	0	0	1	0	0	0	ostrożnie
carelessness	1	0	1	0	0	1	0	0	0	0	nieostrożność
caress	0	0	0	0	0	0	1	0	0	0	pieścić
caret	0	0	0	0	0	0	0	0	0	0	wstawka korektorska
caretaker	0	0	0	0	0	0	1	0	0	1	dozorca
cargo	0	0	0	0	0	0	0	0	0	0	ładunek
caribou	0	0	0	0	0	0	0	0	0	0	karibu
caricature	0	0	0	0	0	1	0	0	0	0	karykatura
caries	0	0	1	0	0	1	0	0	0	0	próchnica
carnage	1	0	1	1	0	1	0	1	1	0	rzeź
carnal	0	0	0	0	0	1	0	0	0	0	cielesny
carnation	0	0	0	0	0	0	0	0	0	0	goździk
carnivorous	0	0	0	1	0	1	0	0	0	0	mięsożerny
carol	0	0	0	0	1	0	1	0	0	1	kolęda
carousel	0	0	0	0	0	0	0	0	0	0	karuzela
carpenter	0	0	0	0	0	0	0	0	0	0	Cieśla
carriage	0	0	0	0	0	0	0	0	0	0	przewóz
carried	0	0	0	0	0	0	0	0	0	0	realizowane
carrier	0	0	0	0	0	0	0	0	0	0	nośnik
carry	0	0	0	0	0	0	0	0	0	0	mieć przy sobie
carrying	0	0	0	0	0	0	0	0	0	0	Niosąc
cart	0	0	0	0	0	0	0	0	0	0	wózek
cartel	0	0	0	0	0	1	0	0	0	0	kartel
carter	0	0	0	0	0	0	0	0	0	0	furman
cartilage	0	0	0	0	0	0	0	0	0	0	chrząstka
cartographic	0	0	0	0	0	0	0	0	0	0	kartograficzny
cartography	0	0	0	0	0	0	0	0	0	0	kartografia
cartoon	0	0	0	0	0	0	0	0	0	0	kreskówka
cartouche	0	0	0	0	0	0	0	0	0	0	kartusz
cartridge	0	0	0	1	0	0	0	0	0	0	nabój
carve	0	0	0	0	0	0	0	0	0	0	rzeźbić
carver	0	0	0	0	0	0	0	0	0	0	rzeźbiarz
carving	0	0	0	0	0	0	0	0	0	0	rzeźba
cascade	0	0	0	0	0	0	1	0	0	0	kaskada
case	0	0	0	1	0	1	0	1	0	0	walizka
casein	0	0	0	0	0	0	0	0	0	0	kazeina
cash	1	1	0	1	1	0	1	0	0	1	gotówka
cashier	0	0	0	0	0	0	0	0	0	1	kasjer
cashmere	0	0	0	0	0	0	0	0	0	0	kaszmir
casing	0	0	0	0	0	0	0	0	0	0	obudowa
casino	0	0	0	0	0	0	0	0	0	0	kasyno
cask	0	0	0	0	0	0	0	0	0	0	beczka
casket	0	0	0	1	0	1	0	1	0	0	kasetka
cast	0	0	0	0	0	0	0	0	0	0	rzucać
caste	0	0	0	0	0	1	0	0	0	0	kasta
caster	0	0	0	0	0	0	0	0	0	0	odlewnik
castle	0	0	0	0	0	0	0	0	0	0	zamek
castor	0	0	0	0	0	0	0	0	0	0	rolka
casual	0	0	0	0	0	0	0	0	0	0	zwykły
casually	0	0	0	0	0	0	0	0	0	0	od niechcenia
casualty	1	0	0	1	0	1	0	1	0	0	wypadek
