English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Myanmar-Burmese Word
creole	0	0	0	0	0	0	0	0	0	0	ခရီအိုးလ်
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crescent	0	0	0	0	0	0	0	0	0	0	လခြမ်း
crevice	0	0	0	0	0	0	0	0	0	0	အကြော
crew	0	0	0	0	0	0	0	0	0	1	အမှုထမ်း
crib	0	0	0	0	0	0	0	0	0	0	ပုခက်
cricket	0	0	0	0	0	0	0	0	0	0	ခရစ်ကတ်
crime	1	0	0	0	0	1	0	0	0	0	ပြစ်မှု
criminal	1	0	1	1	0	1	0	0	0	0	ရာဇ၀တ်သား
criminality	1	0	1	1	0	1	0	0	0	0	ရာဇ၀တ်မှု
crimp	0	0	0	0	0	0	0	0	0	0	crimp
crimson	0	0	0	0	0	0	0	0	0	0	ကြက်သွေးရောင်
cringe	0	0	1	1	0	1	0	1	0	0	ယို့
cripple	0	0	0	1	0	1	0	1	0	0	ဒုက္ခိတ
crippled	0	0	0	0	0	1	0	1	0	0	ချိနဲ့
crisis	0	0	0	0	0	1	0	0	0	0	အကျပ်အတည်း
crisp	0	0	0	0	0	1	0	0	0	1	ပြတ်သား
criterion	0	0	0	0	0	0	0	0	0	0	စံနှုန်း
critic	0	0	0	0	0	1	0	0	0	0	ဝေဖန်ရေး
criticism	1	0	0	0	0	1	0	1	0	0	ဝေဖန်မှု
criticize	1	0	1	1	0	1	0	1	0	0	ဝေဖန်ပါ။
critique	0	0	0	0	0	0	1	0	0	0	ဝေဖန်ချက်
critter	0	0	1	0	0	0	0	0	0	0	critter
croak	0	0	0	0	0	0	0	0	0	0	ဖားကန့်
crock	0	0	0	0	0	0	0	0	0	0	crock
crockery	0	0	0	0	0	0	0	0	0	0	ပန်းကန်ခွက်ယောက်
crocodile	0	0	0	1	0	0	0	0	0	0	မိကျောင်း
croft	0	0	0	0	0	0	0	0	0	0	croft
crook	0	0	0	0	0	1	0	0	0	0	လူလိမ်
crop	0	0	0	0	0	0	0	0	0	0	သီးနှံ
croquet	0	0	0	0	0	0	0	0	0	0	ခရိုကတ်
cross	1	0	0	1	0	1	0	1	0	0	လက်ဝါးကပ်တိုင်
crossbow	0	0	0	0	0	0	0	0	0	0	တံကောက်
crossed	0	0	0	0	0	0	0	0	0	0	ဖြတ်ကျော်ခဲ့သည်။
crossing	0	0	0	0	0	0	0	0	0	0	ဖြတ်ကျော်ခြင်း။
crotch	0	0	0	0	0	0	0	0	0	0	ကောက်ရိုး
crouch	0	0	0	1	0	0	0	0	0	0	ဝပ်တွား
crouched	0	0	0	0	0	0	0	0	0	0	ဝပ်နေသည်။
crouching	0	0	0	1	0	1	0	0	0	0	ဝပ်နေသည်။
croupier	0	0	0	0	0	0	0	0	0	0	croupier
crow	0	0	0	0	0	0	0	0	0	0	ကျီးကန်း
crowd	0	0	0	0	0	0	0	0	0	0	လူစုလူဝေး
crowded	0	0	0	0	0	0	0	0	0	0	စည်ကား
crown	0	0	0	0	0	0	0	0	0	0	သရဖူ
crowning	0	1	0	0	1	0	1	0	1	1	သရဖူဆောင်းခြင်း။
crucial	0	0	0	0	0	0	1	0	0	1	အရေးကြီးတယ်။
cruciate	0	0	0	0	0	1	0	0	0	0	cruciate
crucifix	0	0	0	0	0	0	0	0	0	0	လက်ဝါးကပ်တိုင်
crucifixion	1	0	1	1	0	1	0	1	0	0	ကားစင်တင်ခြင်း
crude	0	0	1	0	0	1	0	0	0	0	ရေနံစိမ်း
cruel	1	0	1	1	0	1	0	1	0	0	ရက်စက်
cruelly	1	0	0	1	0	1	0	0	0	0	ရက်ရက်စက်စက်
cruelty	1	0	1	1	0	1	0	1	0	0	ရက်စက်မှု
cruise	0	0	0	0	0	0	0	0	0	0	အပျော်စီး
cruiser	0	0	0	0	0	0	0	0	0	0	ခရူဇာ
crumb	0	0	0	0	0	0	0	0	0	0	အစအန
crumbling	0	0	0	0	0	1	0	1	0	0	ပြိုကျခြင်း။
crunch	1	0	0	0	0	1	0	0	0	0	အကြပ်အတည်း
crusade	1	0	0	1	0	1	0	0	0	0	ခရူးဆိတ်စစ်ပွဲ
crush	0	0	0	0	0	0	0	0	0	0	နှိပ်စက်ခြင်း။
crushed	1	0	1	1	0	1	0	1	0	0	ကြေမွ
crushing	1	0	1	1	0	1	0	0	0	0	နှိပ်စက်ခြင်း။
crust	0	0	0	0	0	0	0	0	0	0	အပေါ်ယံလွှာ
crusty	0	0	1	0	0	1	0	0	0	0	crusty
crutch	0	0	0	0	0	0	0	0	0	0	ချိုင်းထောက်
crux	0	0	0	0	0	0	0	0	0	0	အထွတ်အထိပ်
cry	0	0	0	0	0	1	0	1	0	0	ငိုပါ။
crying	0	0	0	0	0	1	0	1	0	0	ငိုတယ်။
crypt	0	0	0	1	0	1	0	1	0	0	ကုဒ်
cryptic	0	0	0	0	0	0	0	0	0	0	လျှို့ဝှက်သော
cryptography	0	0	0	0	0	0	0	0	0	0	cryptography
crystal	0	0	0	0	0	0	1	0	0	0	crystal
crystalline	0	0	0	0	0	0	0	0	0	0	ပုံဆောင်ခဲ
crystallization	0	0	0	0	0	0	0	0	0	0	ပုံဆောင်ခဲ
cub	0	0	0	0	0	0	0	0	0	0	ကလေး
cube	0	0	0	0	0	0	0	0	0	1	တုံး
cubicle	0	0	0	0	0	0	0	0	0	0	ဧည့်ခန်း
cuckold	0	0	1	0	0	1	0	0	0	0	cuckold
cuckoo	0	0	0	0	0	1	0	0	0	0	cuckoo
cuddle	0	0	0	0	1	0	1	0	0	1	ပွေ့ဖက်သည်။
cue	0	1	0	0	0	0	0	0	0	0	ကိုိ
cuff	0	0	0	0	0	0	0	0	0	0	နားရင်း
cuisine	0	0	0	0	0	0	0	0	0	0	ဟင်းလျာ
culinary	0	0	0	0	0	0	1	0	0	1	အချက်အပြုတ်
cull	0	0	0	0	0	1	0	0	0	0	ခူး
culminate	0	0	0	0	0	0	0	0	0	0	အဆုံးစွန်
culmination	0	0	0	0	0	0	1	0	0	0	အထွတ်အထိပ်
culpability	0	0	0	0	0	1	0	0	0	0	အပြစ်ရှိသည်။
culpable	0	0	0	0	0	1	0	0	0	0	အပြစ်ရှိသည်။
culprit	0	0	0	0	0	1	0	0	0	0	တရားခံ
cult	0	0	0	1	0	1	0	0	0	0	ဘာသာတရား
cultivate	0	1	0	0	0	0	1	0	0	1	ပြုစုပျိုးထောင်ပါ။
cultivated	0	0	0	0	0	0	1	0	0	0	စိုက်ပျိုးသည်။
cultivation	0	0	0	0	0	0	1	0	0	0	စိုက်ပျိုးမှု
culture	0	0	0	0	0	0	1	0	0	0	ယဉ်ကျေးမှု
culvert	0	0	0	0	0	0	0	0	0	0	ရေမြောင်း
cumbersome	0	0	0	0	0	1	0	1	0	0	ခက်တယ်။
cumulus	0	0	0	0	0	0	0	0	0	0	cumulus
cunning	0	0	0	0	0	1	1	0	0	0	လိမ္မာတယ်။
cup	0	0	0	0	0	0	0	0	0	0	ခွက်
cupboard	0	0	0	0	0	0	0	0	0	0	ဗီရို
cupping	0	0	1	1	0	1	0	1	0	0	cupping
cur	1	0	1	1	0	1	0	0	0	0	cur
curable	0	0	0	0	0	0	1	0	0	1	ကုသနိုင်သော
curate	0	0	0	0	0	0	0	0	0	0	ပြုပြင်ပေးသည်။
curative	0	0	0	0	0	0	0	0	0	0	ကုသရေး
curator	0	0	0	0	0	0	0	0	0	0	ပြတိုက်မှူး
curb	0	0	0	0	0	0	0	0	0	0	အတားအဆီး
curd	0	0	0	0	0	0	0	0	0	0	တိုဟူး
curfew	0	0	0	0	0	0	0	0	0	0	ညမထွက်ရ
curiosity	0	1	0	0	0	0	1	0	1	0	သိချင်စိတ်
curl	0	0	0	0	0	0	1	0	0	0	curl
curling	0	0	0	0	0	0	0	0	0	0	ဆံပင်ကောက်ခြင်း
currency	0	0	0	0	0	0	0	0	0	0	ငွေကြေး
current	0	0	0	0	0	0	0	0	0	0	လက်ရှိ
curriculum	0	0	0	0	0	0	0	0	0	0	သင်ရိုးညွှန်းတမ်း
curry	0	0	0	0	0	0	0	0	0	0	ဟင်း
curse	1	0	1	1	0	1	0	1	0	0	ကျိန်စာ
cursed	1	0	0	1	0	1	0	1	0	0	ကျိန်ဆဲ
cursing	1	0	1	0	0	1	0	0	0	0	ကျိန်ဆဲခြင်း။
cursory	0	0	0	0	0	1	0	0	0	0	ကာတွန်း
curt	0	0	0	0	0	0	0	0	0	0	ကန့်လန့်ဖြတ်
curtail	0	0	0	0	0	0	0	0	0	0	ကောက်ချက်
curtailment	0	0	0	0	0	0	0	0	0	0	ယူဆချက်
curtain	0	0	0	0	0	0	0	0	0	0	ကုလားကာ
curvature	0	0	0	0	0	0	0	0	0	0	အဖြစ်များခြင်း။
curve	0	0	0	0	0	0	0	0	0	0	အကှေး
curved	0	0	0	0	0	0	0	0	0	0	ကွေးသည်။
curvilinear	0	0	0	0	0	0	0	0	0	0	curvilinear
cushion	0	0	0	0	0	0	1	0	0	0	အုံး
cusp	0	0	0	0	0	0	0	0	0	0	cusp
cussed	1	0	0	0	0	0	0	0	0	0	ဒဏ်ခတ်ခံရသည်။
custodian	0	0	0	0	0	0	0	0	0	1	စောင့်ကြပ်
custody	0	0	0	0	0	0	0	0	0	1	ချုပ်နှောင်ထားသည်။
custom	0	0	0	0	0	0	0	0	0	0	စိတ်ကြိုက်
customary	0	0	0	0	0	0	0	0	0	0	ဓလေ့ထုံးတမ်း
customer	0	0	0	0	0	0	1	0	0	0	ဖောက်သည်
cut	0	0	0	0	0	0	0	0	0	0	ဖြတ်
cutaneous	0	0	0	0	0	0	0	0	0	0	အရေပြား
cute	0	0	0	0	0	0	1	0	0	0	ချစ်စရာ
cuticle	0	0	0	0	0	0	0	0	0	0	cuticle
cutlery	0	0	0	0	0	0	0	0	0	0	မီးဖိုချောင်သုံးပစ္စည်း
cutter	0	0	0	1	0	1	0	0	0	0	ခုတ်ထစ်
cutters	0	0	0	0	0	0	1	0	0	0	ဖြတ်
cutthroat	1	0	0	1	0	1	0	0	0	0	လည်ချောင်း
cutting	1	0	1	1	0	1	0	1	0	0	ဖြတ်တောက်ခြင်း။
cuttings	0	0	0	0	0	0	0	0	0	0	ဖြတ်တောက်ခြင်း
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	ဆိုင်ယာနိုက်
cycle	0	0	0	0	0	0	0	0	0	0	သံသရာ
cyclical	0	0	0	0	0	0	0	0	0	0	သံသရာ
cyclist	0	0	0	0	0	0	0	0	0	0	စက်ဘီးသမား
cyclone	0	0	0	1	0	1	0	0	1	0	ဆိုင်ကလုန်း
cylinder	0	0	0	0	0	0	0	0	0	0	ဆလင်ဒါ
cylindrical	0	0	0	0	0	0	0	0	0	0	cylindrical
cymbal	0	0	0	0	0	0	0	0	0	0	လင်းကွင်း
cynic	0	0	0	0	0	0	0	0	0	0	ရိုင်းစိုင်းသော
cyst	0	0	0	1	0	1	0	1	0	0	ဖေါင်း
cystic	0	0	1	0	0	0	0	0	0	0	cystic
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	cytomegalovirus
cytoplasm	0	0	0	0	0	0	0	0	0	0	cytoplasm
czar	0	0	0	0	0	0	0	0	0	0	czar
dab	0	0	0	0	0	0	0	0	0	0	dab
dabble	0	0	0	0	0	0	0	0	0	0	dabble
dabbling	1	0	1	0	0	1	0	0	0	0	ရောနှောခြင်း။
dad	0	0	0	0	0	0	0	0	0	0	အဖေ
dado	0	0	0	0	0	0	0	0	0	0	dado
daemon	1	0	1	1	0	1	0	1	1	0	daemon
daft	0	0	1	0	0	1	0	0	0	0	daft
dagger	0	0	0	1	0	1	0	0	0	0	ဓားမြှောင်
daily	0	1	0	0	0	0	0	0	0	0	နေ့စဉ်
dainty	0	0	0	0	0	0	0	0	0	0	လှသည်။
dairy	0	0	0	0	0	0	0	0	0	0	နို့ထွက်
dak	0	0	0	0	0	0	0	0	0	0	dak
dale	0	0	0	0	0	0	0	0	0	0	dale
dam	0	0	0	0	0	0	0	0	0	0	ဆည်
damage	1	0	1	0	0	1	0	1	0	0	ပျက်စီးခြင်း။
damages	0	0	0	0	0	1	0	1	0	0	ပျက်စီးမှုများ
dame	1	0	1	0	0	0	1	0	0	1	ဆည်
damn	1	0	1	0	0	1	0	0	0	0	သေတာပဲ
damnation	1	0	0	1	0	1	0	1	0	0	ကဲ့ရဲ့ခြင်း
damned	0	0	0	0	0	1	0	0	0	0	စိတ်ဆိုးသည်
damp	0	0	0	0	0	0	0	0	0	0	စိုစွတ်သော
dampened	0	0	0	0	0	0	0	0	0	0	စိုစွတ်သော
damper	0	0	0	0	0	1	0	0	0	0	damper
damsel	0	0	0	0	0	0	0	0	0	0	မိန်းကလေး
dance	0	0	0	0	1	0	1	0	0	1	အက
dancer	0	0	0	0	0	0	0	0	0	0	သဘင်
dandruff	0	0	0	0	0	1	0	0	0	0	ဗောက်
dandy	0	0	1	0	0	1	0	0	0	0	dandy
danger	0	0	0	1	0	1	0	1	0	0	အန္တရာယ်
dangerous	0	0	0	1	0	1	0	0	0	0	အန္တရာယ်ရှိသည်။
dangle	0	0	0	0	0	0	0	0	0	0	ကြိုးဆွဲချ
dank	0	0	1	0	0	0	0	0	0	0	dank
dapper	0	0	0	0	0	0	0	0	0	0	dapper
dare	0	1	0	0	0	0	0	0	0	1	ရဲရဲ
daring	0	0	0	0	0	0	1	0	0	0	ရဲရဲတောက်
dark	0	0	0	0	0	0	0	1	0	0	မှောငျမိုကျသော
darken	0	0	0	1	0	1	0	1	0	0	မှောင်မိုက်
darkened	0	0	0	1	0	1	0	1	0	0	မှောင်သွားသည်။
darkly	0	0	0	0	0	0	0	0	0	0	မှောင်မိုက်
darkness	1	0	0	1	0	1	0	1	0	0	အမှောင်
darling	0	0	0	0	1	0	1	0	0	1	ချစ်လေး
darn	0	0	0	0	0	0	0	0	0	0	အဲသည်
dart	0	0	0	1	0	0	0	0	0	0	လှံ
dash	0	0	0	0	0	0	0	0	0	0	ဒက်ရှ်
dashboard	0	0	0	0	0	0	0	0	0	0	ဒက်ရှ်ဘုတ်
dashed	1	0	0	1	0	1	0	1	0	0	စုတ်ပြတ်သတ်
dashing	0	0	0	0	0	0	1	0	0	0	dashing
dastardly	1	0	1	1	0	1	0	0	0	0	အရှက်မဲ့စွာ
data	0	0	0	0	0	0	0	0	0	0	ဒေတာ
database	0	0	0	0	0	0	0	0	0	0	ဒေတာဘေ့စ
date	0	0	0	0	0	0	0	0	0	0	ရက်စွဲ
daughter	0	0	0	0	1	0	1	0	0	0	သမီး
dawn	0	1	0	0	1	0	1	0	1	1	မိုးသောက်
day	0	0	0	0	0	0	0	0	0	0	နေ့
daybreak	0	0	0	0	0	0	0	0	0	0	မိုးသောက်
daydreaming	0	0	0	0	0	0	0	0	0	0	နေ့ခင်းအိပ်မက်
daze	0	0	0	0	0	0	0	0	0	0	ကြက်သေသေ
dazed	0	0	0	0	0	1	0	0	0	0	မှိန်း
dazzling	0	0	0	0	0	0	0	0	0	0	ပြိုးပြိုးပြက်ပြက်
deacon	0	0	0	0	0	0	0	0	0	1	သင်းထောက်
deactivate	0	0	0	0	0	1	0	0	0	0	ပိတ်လိုက်ပါ။
deadlock	0	0	0	0	0	1	0	0	0	0	သော့ခတ်
deadly	1	0	1	1	0	1	0	1	0	0	သေစေသော
deafening	0	0	0	0	0	0	0	0	0	0	နားမကြားခြင်း။
deafness	0	0	0	0	0	0	0	0	0	0	နားပင်းခြင်း။
deal	0	1	0	0	1	0	1	0	1	1	သဘောတူညီချက်
dealer	0	0	0	0	0	0	0	0	0	0	ကုန်သည်
dealing	0	0	0	0	0	0	0	0	0	0	ဆက်ဆံခြင်း။
dealings	0	0	0	0	0	0	0	0	0	1	ဆက်ဆံမှု
dean	0	0	0	0	0	0	0	0	0	0	ဌာနမှူး
dear	0	0	0	0	0	0	1	0	0	0	ချစ်လှစွာသော
dearth	0	0	0	0	0	0	0	0	0	0	ရှားပါးခြင်း။
death	1	1	1	1	0	1	0	1	1	0	သေခြင်း။
debacle	0	0	0	1	0	1	0	1	0	0	အပျက်အစီး
debatable	0	0	0	0	0	0	0	0	0	0	အခြေအတင်ဖြစ်နိုင်သည်။
debate	0	0	0	0	0	0	1	0	0	0	စကားရည်လုပွဲ
debauchery	0	0	1	1	0	1	0	0	0	0	ညစ်ညမ်းမှု
debenture	0	1	0	0	0	0	0	0	0	0	အစုရှယ်ယာ
debit	0	0	0	0	0	0	0	0	0	0	ငွေကြိုရှင်း
debris	0	0	1	0	0	1	0	0	0	0	အပျက်အစီးများ
debt	0	0	0	0	0	1	0	1	0	0	အကြွေး
debtor	0	0	0	0	0	1	0	0	0	0	မြီစား
debut	0	0	0	0	0	0	0	0	0	0	ပွဲဦးထွက်
decade	0	0	0	0	0	0	0	0	0	0	ဆယ်စုနှစ်
decanter	0	0	0	0	0	0	0	0	0	0	ရေသန့်ဘူး
decay	0	0	0	1	0	1	0	1	0	0	ပျက်စီးယိုယွင်းခြင်း။
decayed	0	0	1	0	0	1	0	1	0	0	ဆွေးမြေ့သည်။
deceased	0	0	0	0	0	1	0	1	0	0	ကွယ်လွန်
deceit	1	0	1	1	0	1	0	1	1	0	ပရိယာယ်
deceitful	0	0	1	0	0	1	0	1	0	0	လှည့်စားသော
deceive	1	0	1	0	0	1	0	1	0	0	လှည့်စား
deceived	1	0	0	0	0	1	0	0	0	0	လှည့်စားသည်။
deceiving	0	0	0	0	0	1	0	0	0	1	လှည့်စားခြင်း။
decency	0	0	0	0	0	0	1	0	0	0	လျောက်ပတ်သော
decent	0	0	0	0	0	0	1	0	0	0	လျောက်ပတ်သော
deception	0	0	0	0	0	1	0	0	0	0	လှည့်စားခြင်း။
deceptive	0	0	0	0	0	1	0	0	0	0	လှည့်စားသည်။
decidedly	0	0	0	0	0	0	0	0	0	0	ဆုံးဖြတ်
deciduous	0	0	0	0	0	0	0	0	0	0	ရွက်ကြွေ
decimal	0	0	0	0	0	0	0	0	0	0	ဒဿမ
decipher	0	0	0	0	0	0	0	0	0	0	စကားဝှက်
decision	0	0	0	0	0	0	0	0	0	0	ဆုံးဖြတ်ချက်
decisive	0	0	0	0	0	0	0	0	0	0	ပြတ်ပြတ်သားသား
deck	0	0	0	0	0	0	0	0	0	0	ပက်လက်
declaration	0	0	0	0	0	0	0	0	0	0	ကြေငြာချက်
declaratory	0	0	0	0	0	0	1	0	0	0	ကြေငြာချက်
declare	0	0	0	0	0	0	0	0	0	0	ကြေငြာ
declination	0	0	0	0	0	1	0	0	0	0	ကျဆင်းခြင်း။
decline	0	0	0	0	0	1	0	0	0	0	ကျဆင်းခြင်း။
declining	0	0	0	0	0	1	0	0	0	0	ကျဆင်းနေသည်။
decompose	0	0	1	0	0	0	0	0	0	0	ပုပ်သိုးသည်
decomposed	0	0	0	0	0	0	0	1	0	0	ပြိုကွဲပျက်စီး
decomposition	0	0	1	1	0	1	0	1	0	0	ပြိုကွဲခြင်း။
decorate	0	0	0	0	0	0	0	0	0	0	အလှဆင်
decoration	0	0	0	0	0	0	0	0	0	0	အပြင်အဆင်
decorum	0	0	0	0	0	0	0	0	0	0	ဗိုင်းကောင်းကျောက်ဖိ
decoy	0	0	0	0	0	0	0	0	1	0	လှည့်စားသည်။
decrease	0	0	0	0	0	1	0	0	0	0	ကျဆင်းခြင်း။
decreased	0	0	0	0	0	0	0	0	0	0	လျော့နည်းသွားသည်။
decreasing	0	0	0	0	0	0	0	0	0	0	လျော့ကျလာသည်။
decree	0	0	0	0	0	0	0	0	0	0	အမိန့်
decrement	0	0	0	0	0	1	0	0	0	0	ကျဆင်းခြင်း။
decrepit	0	0	0	0	0	1	0	0	0	0	ဆုတ်ယုတ်
decry	1	0	0	0	0	1	0	0	0	0	decry
dedication	0	0	0	0	0	0	1	0	0	0	အပ်နှံခြင်း။
deduce	0	0	0	0	0	0	0	0	0	0	နုတ်ယူပါ။
deduct	0	0	0	0	0	1	0	0	0	0	နှုတ်ယူ
deduction	0	0	0	0	0	0	0	0	0	0	နုတ်ယူခြင်း။
deed	0	0	0	0	0	0	0	0	0	1	လုပ်ရပ်
deepen	0	0	0	0	0	0	0	0	0	0	နက်ရှိုင်းသည်။
deer	0	0	0	0	0	0	0	0	0	0	သမင်
defamation	0	0	1	1	0	1	0	0	0	0	အသရေဖျက်မှု
defamatory	1	0	0	0	0	1	0	0	0	0	အသရေဖျက်သည်။
default	0	0	1	1	0	1	0	1	0	0	ပုံသေ
defeat	0	0	0	0	0	1	0	0	0	0	ရှုံးနိမ့်
defeated	0	0	0	0	0	1	0	1	0	0	ရှုံးတယ်။
defect	1	0	0	0	0	1	0	0	0	0	ချွတ်ယွင်းချက်
defection	0	0	0	1	0	1	0	0	0	0	ဘက်ပြောင်း
defective	0	0	1	0	0	1	0	0	0	0	ချွတ်ယွင်း
defend	0	0	0	1	0	0	1	0	0	0	ကာကွယ်သည်။
defendant	1	0	0	1	0	0	0	1	0	0	တရားခံ
defended	0	0	0	0	0	0	1	0	0	1	ကာကွယ်ခဲ့သည်။
defender	0	0	0	0	0	0	1	0	0	1	နောက်ခံလူ
defending	0	0	0	0	0	0	1	0	0	0	ကာကွယ်သည်။
defense	1	1	0	1	0	0	1	0	0	0	ကာကွယ်ရေး
defenseless	0	0	0	1	0	1	0	1	0	0	ခိုကိုးရာမဲ့
defensible	0	0	0	0	0	0	0	0	0	0	ခုခံနိုင်သော
defensive	0	0	0	0	0	0	0	0	0	0	ခံစစ်
defer	0	0	0	0	0	0	0	0	0	0	ရွှေ့ဆိုင်း
deference	0	0	0	0	0	0	1	0	0	1	လိုလားချက်
deferral	0	0	0	0	0	1	0	0	0	0	ရွှေ့ဆိုင်းခြင်း။
deferring	0	0	0	0	0	0	0	0	0	0	ရွှေ့ဆိုင်းခြင်း။
defiance	1	0	1	1	0	1	0	0	0	0	အံတု
defiant	1	0	0	0	0	1	0	0	0	0	အံတုသည်။
deficiency	0	0	0	0	0	1	0	0	0	0	ချို့တဲ့ခြင်း။
deficit	0	0	0	0	0	1	0	0	0	0	လိုငွေပြခြင်း။
define	0	0	0	0	0	0	0	0	0	0	သတ်မှတ်သည်။
defined	0	0	0	0	0	0	0	0	0	0	သတ်မှတ်ထားသည်။
definition	0	0	0	0	0	0	0	0	0	0	အဓိပ္ပါယ်
definitive	0	0	0	0	0	0	1	0	0	1	အတိအကျ
deflate	1	0	0	0	0	1	0	1	0	0	မကျေမနပ်ဖြစ်
deflation	0	0	0	1	0	1	0	0	0	0	ငွေကြေးဖောင်းပွမှု
deflect	0	0	0	0	0	0	0	0	0	0	လှည့်ပြောင်း
deflection	0	0	0	0	0	0	0	0	0	0	ဘက်ပြောင်း
defloration	0	0	0	0	0	0	0	0	0	0	defloration
deform	0	0	1	0	0	1	0	0	0	0	ပုံပျက်ခြင်း။
deformed	0	0	1	0	0	1	0	1	0	0	ပုံပျက်သော
deformity	0	0	1	1	0	1	0	1	0	0	ပုံပျက်ခြင်း။
defraud	1	0	1	0	0	1	0	0	0	0	မသမာမှု
defray	0	0	0	0	0	0	0	0	0	0	ငြင်းဆန်သည်။
deft	0	0	0	0	0	0	0	0	0	0	လက်သွက်တယ်။
defunct	0	0	0	0	0	1	0	1	0	0	ပျက်
defy	1	0	0	1	0	1	0	1	1	0	ဖီလာ
degeneracy	1	0	1	0	0	1	0	1	0	0	ယိုယွင်းမှု
degenerate	0	0	0	0	0	1	0	0	0	0	ပျက်ယွင်း
degeneration	0	0	0	0	0	0	0	0	0	0	ယိုယွင်းခြင်း။
degradation	0	0	0	0	0	1	0	0	0	0	ပျက်စီးခြင်း။
degrade	0	0	1	0	0	1	0	0	0	0	အနုနည်း
degrading	0	0	1	1	0	1	0	1	0	0	ယုတ်ညံ့သော
degree	0	0	0	0	0	0	1	0	0	0	ဘွဲ့
dehydrated	0	0	0	0	0	0	0	0	0	0	ရေဓာတ်ခန်းခြောက်
delay	1	0	1	1	0	1	0	1	0	0	နှောင့်နှေးခြင်း။
delayed	0	0	0	0	0	1	0	0	0	0	နောက်ကျ
delectable	0	0	0	0	0	0	1	0	0	0	နှစ်သက်ဖွယ်ကောင်းသော
delegate	0	0	0	0	0	0	1	0	0	1	ကိုယ်စားလှယ်
delegation	0	0	0	0	0	0	0	0	0	0	ကိုယ်စားလှယ်အဖွဲ့
deleterious	1	0	1	1	0	1	0	0	0	0	ဖျက်လို
deletion	0	0	0	0	0	1	0	0	0	0	ဖျက်ခြင်း။
deliberate	0	0	0	0	0	0	1	0	0	0	တမင်
deliberation	0	0	0	0	0	0	0	0	0	0	စေ့စေ့စပ်စပ်
deliberative	0	0	0	0	0	0	0	0	0	0	အကြံဥာဏ်
delicacy	0	0	0	0	0	0	0	0	0	0	စားဖွယ်စုံ
delicious	0	0	0	0	1	0	1	0	0	0	အရသာ
delight	0	1	0	0	1	0	1	0	0	0	ပီတိ
delighted	0	1	0	0	1	0	1	0	1	0	ဝမ်းသာပီတိဖြစ်
delightful	0	1	0	0	1	0	1	0	0	1	ကြည်နူးဖွယ်
delineate	0	0	0	0	0	0	0	0	0	0	ခွဲခြားသတ်မှတ်ပါ။
delineation	0	0	0	0	0	0	0	0	0	0	delineation
delinquency	0	0	0	0	0	1	0	0	0	0	ဆိုးသွမ်းမှု
delinquent	1	0	1	0	0	1	0	0	0	0	ဆိုးသွမ်းသော
delirious	0	0	0	0	0	1	0	1	0	0	ရီချင်စရာ
delirium	0	0	1	0	0	1	0	1	0	0	delirium
deliverance	0	1	0	0	1	0	1	0	0	1	ကယ်တင်ခြင်း
delivery	0	1	0	0	0	0	1	0	0	0	ပေးပို့ခြင်း။
dell	0	0	0	0	0	0	0	0	0	0	dell
delta	0	0	0	0	0	0	0	0	0	0	မြစ်ဝကျွန်းပေါ်
deluge	0	0	0	1	0	1	0	1	1	0	ရေလွှမ်းမိုးမှု
delusion	1	0	0	1	0	1	0	1	0	0	မှိုင်းတိုက်ခြင်း
delusional	1	0	0	1	0	1	0	0	0	0	ကယောင်ကတမ်း
delve	0	0	0	0	0	0	0	0	0	0	လက်နှိုက်
demand	1	0	0	0	0	1	0	0	0	0	တောင်းဆိုမှု
demanding	0	0	0	0	0	1	0	0	0	0	တောင်းဆိုနေသည်။
demeanor	0	0	0	0	0	0	0	0	0	0	အမူအရာ
demented	0	0	0	1	0	1	0	0	0	0	စိတ်ကျသည်။
dementia	0	0	0	1	0	1	0	1	0	0	dementia
demise	0	0	0	1	0	1	0	1	0	0	နိစ္စ
democracy	0	0	0	0	0	0	1	0	0	0	ဒီမိုကရေစီ
democrat	0	0	0	0	0	0	0	0	0	0	ဒီမိုကရက်တစ်
demolish	1	0	0	0	0	1	0	1	0	0	ဖြိုချ
demolition	0	0	0	0	0	1	0	0	0	0	ဖြိုဖျက်ခြင်း။
demon	1	0	1	1	0	1	0	1	0	0	နတ်ဆိုး
demonic	1	0	1	1	0	1	0	1	0	0	နတ်ဆိုး
demonstrable	0	0	0	0	0	0	1	0	0	0	သရုပ်ပြ
demonstrate	0	0	0	0	0	0	0	0	0	0	သရုပ်ပြ
demonstrated	0	0	0	0	0	0	0	0	0	0	သရုပ်ပြခဲ့သည်။
demonstrating	0	0	0	0	0	0	0	0	0	0	ဆန္ဒပြ
demonstration	0	0	0	0	0	0	0	0	0	0	သရုပ်ပြ
demonstrative	0	0	0	0	1	0	1	1	0	0	သရုပ်ပြ
demonstrator	0	0	0	0	0	0	0	0	0	0	ဆန္ဒပြသူ
demoralized	0	0	0	1	0	1	0	1	0	0	ဆုတ်နစ်
demos	0	0	0	0	0	0	0	0	0	0	ဒီမိုများ
den	0	0	0	0	0	0	0	0	0	0	တွင်း
