English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Urdu Word
charm	0	0	0	0	0	0	1	0	0	0	دلکش
charmed	0	0	0	0	1	1	1	0	0	0	دلکش
charmer	0	0	0	0	0	0	0	0	0	0	دلکش
charming	0	0	0	0	0	0	1	0	0	0	دلکش
chart	0	0	0	0	0	0	0	0	0	1	چارٹ
charter	0	0	0	0	0	0	0	0	0	0	چارٹر
chartered	0	0	0	0	0	0	0	0	0	0	چارٹرڈ
chase	0	0	0	0	0	1	0	0	0	0	پیچھا
chasm	0	0	0	1	0	0	0	0	0	0	کھائی
chastisement	0	0	0	0	0	1	0	0	0	0	عذاب
chastity	0	1	0	0	0	0	1	0	0	1	عفت
chat	0	0	0	0	0	0	0	0	0	0	چیٹ
chateau	0	0	0	0	0	0	0	0	0	0	چیٹو
chatter	0	0	0	0	0	0	0	0	0	0	چہچہانا
chattering	0	0	0	0	0	0	1	0	0	0	گپ شپ
chatty	0	0	0	0	0	1	0	0	0	0	گپ شپ
chauffeur	0	0	0	0	0	0	0	0	0	0	ڈرائیور
cheap	0	0	0	0	0	1	0	0	0	0	سستا
cheat	1	0	1	0	0	1	0	0	0	0	دھوکہ
check	0	0	0	0	0	0	0	0	0	0	چیک کریں
checker	0	0	0	0	0	0	0	0	0	0	چیکر
checkered	0	0	0	0	0	0	0	0	0	0	چیکر
checkers	0	0	0	0	0	0	0	0	0	0	چیکرس
checklist	0	0	0	0	0	0	1	0	0	1	چیک لسٹ
cheek	0	0	0	0	0	0	0	0	0	0	گال
cheeks	0	0	0	0	0	0	0	0	0	0	گال
cheep	0	0	0	0	0	0	0	0	0	0	چیپ
cheer	0	1	0	0	1	0	1	0	1	1	خوشی
cheerful	0	0	0	0	1	0	1	0	1	0	خوشگوار
cheerfulness	0	1	0	0	1	0	1	0	0	1	خوش مزاجی
cheering	0	0	0	0	1	0	1	0	0	0	خوش کرنا
cheery	0	1	0	0	1	0	1	0	0	0	خوشگوار
cheesecake	0	0	0	0	0	1	0	0	0	0	چیزکیک
cheetah	0	0	0	0	0	0	0	0	0	0	چیتا
chemise	0	0	0	0	0	0	0	0	0	0	کیمیز
chemist	0	0	0	0	0	0	1	0	0	1	کیمسٹ
chemistry	0	0	0	0	0	0	0	0	0	0	کیمسٹری
cheque	0	0	0	0	0	0	0	0	0	0	چیک کریں
cherish	0	1	0	0	1	0	1	0	1	1	پالنے
cherry	0	0	0	0	0	0	1	0	0	0	چیری
chess	0	0	0	0	0	0	0	0	0	0	شطرنج
chest	0	0	0	0	0	0	0	0	0	0	سینہ
chestnut	0	0	0	0	0	0	0	0	0	0	شاہ بلوط
chevron	0	0	0	0	0	0	0	0	0	0	شیوران
chew	0	0	0	0	0	0	0	0	0	0	چبانا
chic	0	0	0	0	0	0	0	0	0	0	وضع دار
chicane	0	1	0	0	0	1	0	0	1	1	چکنی
chicken	0	0	0	1	0	0	0	0	0	0	چکن
chief	0	0	0	0	0	0	0	0	0	0	چیف
chiefly	0	0	0	0	0	0	0	0	0	0	بنیادی طور پر
chieftain	0	0	0	0	0	0	1	0	0	0	سردار
child	0	1	0	0	1	0	1	0	0	0	بچہ
childbirth	0	0	0	0	0	0	0	0	0	0	بچے کی پیدائش
childhood	0	0	0	0	1	0	1	0	0	0	بچپن
childish	0	0	0	0	0	1	0	0	0	0	بچکانہ
chill	0	0	0	0	0	0	0	0	0	0	ٹھنڈا
chilly	0	0	0	0	0	1	0	0	0	0	مرچ
chime	0	0	0	0	0	0	0	0	0	0	گھنٹی
chimera	0	0	0	1	0	0	0	0	1	0	chimera
chimes	0	0	0	0	0	0	0	0	0	0	جھنکار
chimney	0	0	0	0	0	0	0	0	0	0	چمنی
china	0	0	0	0	0	0	0	0	0	0	چین
chine	0	0	0	0	0	0	0	0	0	0	چین
chinook	0	0	0	0	0	0	0	0	0	0	چنوک
chip	0	0	0	0	0	0	0	0	0	0	چپ
chipping	0	0	0	0	0	0	0	0	0	0	chipping
chirp	0	0	0	0	1	0	1	0	0	0	چہچہانا
chisel	0	0	0	0	0	0	1	0	0	0	چھینی
chit	0	0	0	0	0	0	0	0	0	0	چٹ
chivalry	0	0	0	0	0	0	1	0	0	0	بہادری
chloroform	0	0	0	0	0	1	0	0	0	0	کلوروفارم
chocolate	0	1	0	0	1	0	1	0	0	1	چاکلیٹ
choice	0	0	0	0	0	0	1	0	0	0	انتخاب
choir	0	0	0	0	1	0	1	0	0	1	کوئر
choke	1	0	0	0	0	1	0	1	0	0	گلا گھونٹنا
cholera	0	0	1	1	0	1	0	1	0	0	ہیضہ
choose	0	0	0	0	0	0	0	0	0	0	منتخب کریں
choosing	0	0	0	0	0	0	0	0	0	0	منتخب کرنا
chop	0	0	0	0	0	1	0	0	0	0	کاٹنا
chopping	0	0	0	0	0	0	0	0	0	0	کاٹنا
chops	0	0	0	0	0	0	0	0	0	0	چپس
choral	0	0	0	0	1	0	1	0	0	0	کورل
chords	0	0	0	0	0	0	0	0	0	0	chords
chore	0	0	0	0	0	1	0	0	0	0	کام کاج
chorus	0	0	0	0	0	0	1	0	0	0	کورس
chosen	0	0	0	0	0	0	1	0	0	0	منتخب کیا
chowder	0	0	0	0	0	0	1	0	0	0	چاوڈر
christening	0	0	0	0	0	0	0	0	0	0	نام دینا
chromatic	0	0	0	0	0	0	0	0	0	0	رنگین
chromatography	0	0	0	0	0	0	0	0	0	0	کرومیٹوگرافی
chromosome	0	0	0	0	0	0	0	0	0	0	کروموسوم
chronic	0	0	0	0	0	1	0	1	0	0	دائمی
chronicle	0	0	0	0	0	0	1	0	0	1	تاریخ
chronograph	0	0	0	0	0	0	0	0	0	0	chronograph
chronological	0	0	0	0	0	0	0	0	0	0	زمانی
chuck	0	0	0	0	0	0	0	0	0	0	چک
chuckle	0	1	0	0	1	0	1	0	1	1	منہ دبا ہنسنا
chunk	0	0	0	0	0	0	0	0	0	0	حصہ
chunky	0	0	0	0	0	0	0	0	0	0	چنکی
church	0	1	0	0	1	0	1	0	0	1	چرچ
churchyard	0	0	0	0	0	0	0	0	0	0	گرجا گھر
churn	0	0	0	0	0	0	0	0	0	0	منڈلانا
chute	0	0	0	0	0	0	0	0	0	0	جھولا
chutney	0	0	0	0	0	0	0	0	0	0	چٹنی
ciao	0	0	0	0	0	0	0	0	0	0	ciao
cider	0	0	0	0	0	0	1	0	0	0	سائڈر
cigar	0	0	0	0	0	0	0	0	0	0	سگار
cigarette	0	0	0	0	0	1	0	0	0	0	سگریٹ
cinch	0	0	0	0	0	0	0	0	0	0	چنچ
cinder	0	0	0	0	0	0	0	0	0	0	سنڈر
cinema	0	0	0	0	0	0	0	0	0	0	سنیما
cinematographer	0	0	0	0	0	0	0	0	0	0	سینماٹوگرافر
cinematography	0	0	0	0	0	0	0	0	0	0	سنیماٹوگرافی
cinnamon	0	0	0	0	0	0	0	0	0	0	دار چینی
cipher	0	0	0	0	0	0	0	0	0	0	سائفر
circle	0	0	0	0	0	0	0	0	0	0	دائرہ
circling	0	0	0	0	0	0	0	0	0	0	چکر لگانا
circuit	0	0	0	0	0	0	0	0	0	0	سرکٹ
circular	0	0	0	0	0	0	0	0	0	0	سرکلر
circulate	0	0	0	0	0	0	0	0	0	0	گردش
circulation	0	0	0	0	0	0	0	0	0	0	گردش
circumcision	0	0	0	0	0	0	1	0	0	0	ختنہ
circumference	0	0	0	0	0	0	0	0	0	0	فریم
circumferential	0	0	0	0	0	0	0	0	0	0	محیط
circumscribed	0	0	0	0	0	0	0	0	0	0	حد بندی
circumstance	0	0	0	0	0	0	0	0	0	0	صورت حال
circumstantial	0	0	0	0	0	0	0	0	0	0	حالات
circumvention	0	0	0	0	0	1	1	0	0	0	فریب کاری
circus	0	0	0	0	0	0	0	0	0	0	سرکس
cirrus	0	0	0	0	0	0	0	0	0	0	سائرس
cistern	0	0	0	0	0	0	0	0	0	0	حوض
citadel	0	0	0	0	0	0	0	0	0	0	قلعہ
citation	0	0	0	0	0	0	0	0	0	0	حوالہ
citizen	0	0	0	0	0	0	1	0	0	0	شہری
citrine	0	0	0	0	0	0	0	0	0	0	سائٹرین
city	0	0	0	0	0	0	0	0	0	0	شہر
civic	0	0	0	0	0	0	0	0	0	0	شہری
civil	0	0	0	0	0	0	1	0	0	0	سول
civilian	0	0	0	0	0	0	0	0	0	0	سویلین
civility	0	0	0	0	0	0	1	0	0	0	تہذیب
civilization	0	0	0	0	0	0	1	0	0	1	تہذیب
civilized	0	0	0	0	1	0	1	0	0	1	مہذب
clad	0	0	0	0	0	0	0	0	0	0	پہنے
claim	0	0	0	0	0	0	0	0	0	0	دعوی
claimant	1	0	1	0	0	0	0	0	0	0	دعویدار
clairvoyant	0	0	0	0	0	0	1	0	0	0	دعویدار
clam	0	0	0	0	0	0	0	0	0	0	کلیم
clamor	1	1	1	0	0	1	0	0	1	0	شور مچانا
clamp	0	0	0	0	0	0	0	0	0	0	کلیمپ
clan	0	0	0	0	0	0	0	0	0	1	قبیلہ
clandestine	0	0	0	0	0	0	0	0	0	0	خفیہ
clap	0	1	0	0	1	0	1	0	0	1	تالی بجانا
clarify	0	0	0	0	0	0	1	0	0	0	واضح کریں
clarinet	0	0	0	0	0	0	0	0	0	0	clarinet
clarion	0	0	0	0	0	0	0	0	0	0	کلریئن
clarity	0	0	0	0	0	0	0	0	0	0	وضاحت
clash	1	0	0	0	0	1	0	0	0	0	تصادم
clashing	1	0	0	1	0	1	0	0	0	0	تصادم
clasp	0	0	0	0	0	0	0	0	0	0	ہک
class	0	0	0	0	0	0	0	0	0	0	کلاس
classic	0	0	0	0	0	0	1	0	0	0	کلاسک
classical	0	0	0	0	0	0	1	0	0	0	کلاسیکی
classics	0	0	0	0	1	0	1	0	0	0	کلاسیکی
classification	0	0	0	0	0	0	0	0	0	0	درجہ بندی
classify	0	0	0	0	0	0	1	0	0	0	درجہ بندی
classmate	0	0	0	0	0	0	0	0	0	0	ہم جماعت
clatter	0	0	0	0	0	0	0	0	0	0	شور
clause	0	0	0	0	0	0	0	0	0	0	شق
clauses	0	0	0	0	0	0	0	0	0	0	شقیں
claw	1	0	0	1	0	1	0	0	0	0	پنجہ
claws	0	0	0	0	0	0	0	0	0	0	پنجے
clay	0	0	0	0	0	0	0	0	0	0	مٹی
clean	0	0	0	0	1	0	1	0	0	1	صاف
cleaning	0	0	0	0	0	0	1	0	0	0	صفائی
cleanliness	0	0	0	0	0	0	1	0	0	0	صفائی
cleanly	0	0	0	0	0	0	1	0	0	0	صاف طور پر
cleanse	0	0	0	0	0	0	1	0	0	0	صاف کرنا
cleansing	0	0	0	0	0	0	1	0	0	0	صفائی
clearance	0	0	0	0	0	0	1	0	0	1	کلیئرنس
clearing	0	0	0	0	0	0	0	0	0	0	صاف کرنا
clearness	0	0	0	0	0	0	1	0	0	0	صفائی
cleavage	0	0	0	0	0	0	0	0	0	0	وپاٹن
cleave	0	0	0	1	0	0	0	0	0	0	پھٹنا
clef	0	0	0	0	0	0	0	0	0	0	کلیف
cleft	0	0	0	0	0	0	0	0	0	0	درار
clemency	0	0	0	0	0	0	0	0	0	0	رحم
clergy	0	0	0	0	0	0	0	0	0	0	پادری
clergyman	0	0	0	0	0	0	0	0	0	0	پادری
clerical	0	0	0	0	0	0	1	0	0	1	علما
clerk	0	0	0	0	0	0	0	0	0	0	کلرک
clerkship	0	0	0	0	0	0	0	0	0	0	کلرک شپ
clever	0	0	0	0	0	0	1	0	0	0	ہوشیار
cleverness	0	0	0	0	0	0	1	0	0	0	چالاکی
click	0	0	0	0	0	0	0	0	0	0	کلک کریں
client	0	0	0	0	0	0	0	0	0	0	کلائنٹ
clientele	0	0	0	0	0	0	0	0	0	0	گاہک
cliff	0	0	0	1	0	0	0	0	0	0	چٹان
climate	0	0	0	0	0	0	0	0	0	0	آب و ہوا
climatology	0	0	0	0	0	0	0	0	0	0	موسمیات
climax	0	1	0	0	1	0	1	0	1	1	کلائمکس
climb	0	0	0	0	0	0	0	0	0	0	چڑھنا
cling	0	0	0	0	0	0	0	0	0	0	چمٹنا
clip	0	0	0	0	0	0	0	0	0	0	کلپ
clipper	0	0	0	0	0	0	0	0	0	0	کلپر
clipping	0	0	0	0	0	0	0	0	0	0	تراشنا
clique	0	0	0	0	0	0	0	0	0	0	گروہ
cloak	0	0	0	0	0	0	0	0	0	0	چادر
clock	0	1	0	0	0	0	0	0	0	0	گھڑی
clockwork	0	0	0	0	0	0	0	0	0	0	گھڑی کا کام
clog	0	0	0	0	0	0	0	0	0	0	روکنا
cloister	0	0	0	0	0	1	0	0	0	0	کلسٹر
close	0	0	0	0	0	0	0	0	0	0	بند کریں
closed	0	0	0	0	0	0	0	0	0	0	بند
closeness	0	0	0	0	1	0	1	0	0	1	قربت
closet	0	0	0	0	0	0	0	0	0	0	الماری
closure	0	1	0	0	1	0	1	1	0	0	بندش
clot	0	0	0	0	0	0	0	0	0	0	جمنا
cloth	0	0	0	0	0	0	0	0	0	0	کپڑا
clothe	0	0	0	0	0	0	1	0	0	0	کپڑے
clothes	0	0	0	0	0	0	0	0	0	0	کپڑے
clothesline	0	0	0	0	0	0	0	0	0	0	کپڑے کی لائن
clothing	0	0	0	0	0	0	0	0	0	0	لباس
cloud	0	0	0	0	0	0	0	0	0	0	بادل
clouded	0	0	0	0	0	1	0	1	0	0	بادل
cloudiness	0	0	0	1	0	1	0	0	0	0	بادل
cloudy	0	0	0	0	0	0	0	1	0	0	ابر آلود
clover	0	0	0	0	0	0	0	0	0	0	سہ شاخہ
cloves	0	0	0	0	0	0	0	0	0	0	لونگ
clown	0	1	0	0	1	0	1	0	1	0	مسخرہ
club	0	0	0	0	0	0	0	0	0	0	کلب
clubhouse	0	0	0	0	0	0	0	0	0	0	کلب ہاؤس
clubs	0	0	0	0	0	0	0	0	0	0	کلب
clue	0	1	0	0	0	0	0	0	0	0	اشارہ
clump	0	0	0	0	0	1	0	0	0	0	جھنڈ
clumsy	0	0	1	0	0	1	0	0	0	0	اناڑی
cluster	0	0	0	0	0	0	0	0	0	0	جھرمٹ
clutch	0	0	0	0	0	0	0	0	0	0	کلچ
clutches	0	0	0	0	0	0	0	0	0	0	چنگل
clutter	0	0	0	0	0	0	0	0	0	0	بے ترتیبی
coach	0	0	0	0	0	0	0	0	0	1	کوچ
coagulation	0	0	0	0	0	0	0	0	0	0	جمنا
coal	0	0	0	0	0	0	0	0	0	0	کوئلہ
coalesce	0	0	0	0	0	0	0	0	0	1	ضم کرنا
coalition	0	0	0	0	0	0	1	0	0	0	اتحاد
coast	0	0	0	0	0	0	1	0	0	0	ساحل
coastal	0	0	0	0	0	0	0	0	0	0	ساحلی
coaster	0	0	0	0	0	0	0	0	0	0	کوسٹر
coat	0	0	0	0	0	0	0	0	0	0	کوٹ
coating	0	0	0	0	0	0	0	0	0	0	کوٹنگ
coax	0	0	0	0	0	0	0	0	0	1	منانا
cobalt	0	0	0	0	0	0	0	0	0	0	کوبالٹ
cobble	0	0	0	0	0	0	0	0	0	0	کوبل
cobbler	0	0	0	0	0	0	0	0	0	0	موچی
cobra	0	0	0	1	0	0	0	0	0	0	کوبرا
cocaine	0	0	0	0	0	1	0	1	0	0	کوکین
cock	0	0	0	0	0	0	0	0	0	0	مرگا
cockpit	0	0	0	0	0	0	0	0	0	0	کاک پٹ
cocktail	0	0	0	0	0	0	0	0	0	0	کاک ٹیل
cocoa	0	0	0	0	0	0	0	0	0	0	کوکو
cocoon	0	0	0	0	0	0	0	0	0	0	کوکون
cod	0	0	0	0	0	0	0	0	0	0	میثاق جمہوریت
code	0	0	0	0	0	0	0	0	0	0	کوڈ
codex	0	0	0	0	0	0	0	0	0	0	کوڈیکس
codification	0	0	0	0	0	0	0	0	0	0	میثاق جمہوریت
codify	0	0	0	0	0	0	0	0	0	0	کوڈ کرنا
coefficient	0	0	0	0	0	0	0	0	0	0	عددی سر
coerce	1	0	1	1	0	1	0	0	0	0	زبردستی
coercion	1	0	1	1	0	1	0	1	0	0	جبر
coercive	0	0	0	0	0	0	0	0	0	0	زبردستی
coexist	0	0	0	0	0	0	1	0	0	1	ایک ساتھ رہنا
coexistence	0	0	0	0	0	0	0	0	0	0	بقائے باہمی
coexisting	0	0	0	0	0	0	0	0	0	1	ایک ساتھ موجود
coffee	0	0	0	0	0	0	0	0	0	0	کافی
coffin	0	0	0	1	0	1	0	1	0	0	تابوت
cog	0	0	0	0	0	0	0	0	0	0	cog
cogent	0	0	0	0	0	0	1	0	0	1	سمجھدار
cognate	0	0	0	0	0	0	0	0	0	0	معرفت
cognition	0	0	0	0	0	0	0	0	0	0	ادراک
cognitive	0	0	0	0	0	0	1	0	0	0	علمی
cohabitation	0	0	0	0	0	0	0	0	0	0	ہمبستری
coherence	0	0	0	0	0	0	1	0	0	0	ہم آہنگی
coherent	0	0	0	0	0	0	1	0	0	0	مربوط
cohesion	0	0	0	0	0	0	0	0	0	1	ہم آہنگی
cohesive	0	0	0	0	0	0	1	0	0	1	ہم آہنگ
cohort	0	0	0	0	0	0	0	0	0	0	گروہ
coil	0	0	0	0	0	0	0	0	0	0	کنڈلی
coiled	0	0	0	0	0	0	0	0	0	0	کنڈلی
coin	0	0	0	0	0	0	0	0	0	0	سکہ
coinage	0	0	0	0	0	0	0	0	0	0	سکے
coincide	0	0	0	0	0	0	0	0	0	0	موافق
coincidence	0	0	0	0	0	0	0	0	1	0	اتفاق
coincident	0	0	0	0	0	0	0	0	0	0	اتفاق
coinciding	0	0	0	0	0	0	0	0	0	0	موافق
coke	0	0	0	0	0	0	0	0	0	0	کوک
cold	0	0	0	0	0	1	0	0	0	0	سردی
coldly	0	0	0	0	0	1	0	0	0	0	سردی سے
coldness	1	0	1	1	0	1	0	1	0	0	سردی
colic	0	0	0	0	0	1	0	0	0	0	درد
collaborator	0	0	0	0	0	0	0	0	0	1	ساتھی
collapse	0	0	1	1	0	1	0	1	0	0	گرنے
collar	0	0	0	0	0	0	0	0	0	0	کالر
collate	0	0	0	0	0	0	0	0	0	0	ملنا
collateral	0	0	0	0	0	0	0	0	0	1	ضمانت
collation	0	0	0	0	0	0	0	0	0	0	کولیشن
colleague	0	0	0	0	0	0	0	0	0	0	ساتھی
collect	0	0	0	0	0	0	0	0	0	0	جمع
collected	0	0	0	0	0	0	0	0	0	0	جمع
collection	0	0	0	0	0	0	0	0	0	0	مجموعہ
collective	0	0	0	0	0	0	0	0	0	0	اجتماعی
collectively	0	0	0	0	0	0	1	0	0	1	اجتماعی طور پر
collector	0	0	0	0	0	0	0	0	0	0	جمع کرنے والا
college	0	0	0	0	0	0	0	0	0	0	کالج
collegiate	0	0	0	0	0	0	0	0	0	0	کالج
collide	0	0	0	0	0	0	0	0	0	0	ٹکرانا
collie	0	0	0	0	0	0	0	0	0	0	کولی
collision	1	0	0	0	0	1	0	0	0	0	تصادم
collocation	0	0	0	0	0	0	0	0	0	0	ٹکرانا
colloquial	0	0	0	0	0	0	0	0	0	0	بول چال
collusion	1	0	1	1	0	1	0	1	0	0	ملی بھگت
colon	0	0	0	0	0	0	0	0	0	0	بڑی آنت
colonel	0	0	0	0	0	0	1	0	0	1	کرنل
colonial	0	0	0	0	0	0	0	0	0	0	نوآبادیاتی
colony	0	0	0	0	0	0	0	0	0	0	کالونی
colophon	0	0	0	0	0	0	0	0	0	0	کولفون
color	0	0	0	0	0	0	0	0	0	0	رنگ
coloration	0	0	0	0	0	0	0	0	0	0	رنگ کاری
colored	0	0	0	0	0	0	0	0	0	0	رنگین
coloring	0	0	0	0	0	0	0	0	0	0	رنگنے
colorless	0	0	0	0	0	0	0	0	0	0	بے رنگ
colors	0	0	0	0	0	0	0	0	0	0	رنگ
colossal	0	0	0	0	0	0	1	0	0	0	بھاری بھر کم
colt	0	0	0	0	0	0	0	0	0	0	بچہ
column	0	0	0	0	0	0	0	0	0	0	کالم
columnar	0	0	0	0	0	0	0	0	0	0	کالم
coma	0	0	0	1	0	1	0	1	0	0	کوما
comatose	0	0	0	1	0	1	0	1	0	0	بے ہوشی
comb	0	0	0	0	0	0	0	0	0	0	کنگھی
combat	1	0	0	1	0	1	0	0	0	0	لڑائی
combatant	1	0	0	1	0	1	0	0	0	0	جنگجو
combative	1	0	0	1	0	1	0	0	0	0	جنگجو
combination	0	0	0	0	0	0	0	0	0	0	مجموعہ
combinatorial	0	0	0	0	0	0	0	0	0	0	امتزاج
combine	0	0	0	0	0	0	0	0	0	0	یکجا
combined	0	0	0	0	0	0	0	0	0	0	مشترکہ
combustible	0	0	0	0	0	0	0	0	0	0	آتش گیر
combustion	0	0	0	0	0	0	0	0	0	0	دہن
comedy	0	0	0	0	0	0	0	0	0	0	مزاحیہ
comet	0	0	0	0	0	0	0	0	0	0	دومکیت
comfort	0	1	0	0	1	0	1	0	0	1	آرام
comforter	0	0	0	0	0	0	0	0	0	0	تسلی دینے والا
comic	0	0	0	0	0	0	0	0	0	0	مزاحیہ
comical	0	0	0	0	0	0	0	0	0	0	مزاحیہ
coming	0	1	0	0	0	0	0	0	0	0	آ رہے ہیں
comma	0	0	0	0	0	0	0	0	0	0	کوما
command	0	0	0	0	0	0	0	0	0	0	کمانڈ
commandant	0	0	0	0	0	0	1	0	0	1	کمانڈنٹ
commander	0	0	0	0	0	0	0	0	0	0	کمانڈر
commanding	0	0	0	0	0	0	1	0	0	1	کمانڈنگ
commemorate	0	1	0	0	1	0	1	1	0	0	یادگاری
commemoration	0	1	0	0	1	0	1	0	0	0	یادگاری
commemorative	0	1	0	0	0	0	1	0	0	0	یادگاری
commence	0	0	0	0	0	0	0	0	0	0	شروع
commend	0	0	0	0	0	0	1	0	0	0	تعریف
commendable	0	0	0	0	1	0	1	0	0	1	قابل تعریف
commensurate	0	0	0	0	0	0	0	0	0	0	ہم آہنگ
comment	0	0	0	0	0	0	0	0	0	0	تبصرہ
commentary	0	0	0	0	0	0	0	0	0	0	تفسیر
commentator	0	0	0	0	0	0	1	0	0	0	تبصرہ نگار
commerce	0	0	0	0	0	0	0	0	0	1	کامرس
commercial	0	0	0	0	0	0	0	0	0	0	تجارتی
commissary	0	0	0	0	0	0	0	0	0	0	کمشنر
commission	0	0	0	0	0	0	0	0	0	1	کمیشن
commissioner	0	0	0	0	0	0	0	0	0	0	کمشنر
commit	0	0	0	0	0	0	0	0	0	0	عزم
committal	0	0	0	0	0	1	0	1	0	0	عزم
committed	0	0	0	0	0	0	1	0	0	1	عزم
committee	0	0	0	0	0	0	0	0	0	1	کمیٹی
commodity	0	0	0	0	0	0	0	0	0	0	اجناس
commodore	0	0	0	0	0	0	1	0	0	1	کموڈور
common	0	0	0	0	0	0	0	0	0	0	عام
commonly	0	0	0	0	0	0	0	0	0	0	عام طور پر
commonplace	0	1	0	0	0	0	0	0	0	1	عام
commons	0	0	0	0	0	0	0	0	0	0	عام
commonwealth	0	0	0	0	0	0	1	0	0	1	دولت مشترکہ
commotion	1	0	0	0	0	1	0	0	0	0	ہنگامہ
commune	0	0	0	0	0	0	0	0	0	0	کمیون
communicable	0	0	0	0	0	0	0	0	0	0	بات چیت کے قابل
communicate	0	0	0	0	0	0	1	0	0	1	بات چیت
communication	0	0	0	0	0	0	0	0	0	1	مواصلات
communicative	0	0	0	0	0	0	1	0	0	0	بات چیت کرنے والا
communion	0	0	0	0	1	0	1	0	0	1	کمیونین
communism	1	0	0	1	0	1	0	1	0	0	اشتراکیت
communist	0	0	0	0	0	1	0	0	0	0	کمیونسٹ
community	0	0	0	0	0	0	1	0	0	0	برادری
commutation	0	0	0	0	0	0	1	0	0	0	تبدیلی
commutative	0	0	0	0	0	0	0	0	0	0	بدلنے والا
commute	0	0	0	0	0	0	1	0	0	0	سفر
commuter	0	0	0	0	0	0	0	0	0	0	مسافر
compact	0	0	0	0	0	0	0	0	0	1	کمپیکٹ
compaction	0	0	0	0	0	0	0	0	0	0	کومپیکشن
compactness	0	0	0	0	0	0	0	0	0	0	compactness
companion	0	0	0	0	1	0	1	0	0	1	ساتھی
companionship	0	0	0	0	0	0	0	0	0	0	صحبت
company	0	0	0	0	0	0	0	0	0	0	کمپنی
comparable	0	0	0	0	0	0	0	0	0	0	موازنہ
comparative	0	0	0	0	0	0	0	0	0	0	تقابلی
comparatively	0	0	0	0	0	0	0	0	0	0	تقابلی طور پر
comparison	0	0	0	0	0	0	0	0	0	0	موازنہ
compartment	0	0	0	0	0	0	0	0	0	0	ٹوکری
compass	0	0	0	0	0	0	0	0	0	1	کمپاس
compassion	0	0	0	1	0	0	1	0	0	0	ہمدردی
compassionate	0	0	0	0	0	0	1	0	0	0	ہمدرد
compatibility	0	0	0	0	0	0	1	0	0	0	مطابقت
compatible	0	0	0	0	0	0	1	0	0	0	ہم آہنگ
compel	0	0	0	0	0	0	0	0	0	0	مجبور
compelled	0	0	0	0	0	0	0	0	0	0	مجبور
compelling	0	0	0	0	0	0	1	0	0	0	مجبور
compendium	0	0	0	0	0	0	0	0	0	0	مجموعہ
compensate	0	1	0	0	1	0	1	0	1	1	معاوضہ
compensation	0	0	0	0	0	0	0	0	0	0	معاوضہ
compensatory	0	0	0	0	0	0	1	0	0	0	معاوضہ
competence	0	0	0	0	0	0	1	0	0	1	قابلیت
competency	0	0	0	0	0	0	1	0	0	1	قابلیت
competent	0	0	0	0	0	0	1	0	0	1	قابل
competition	0	1	0	0	0	1	0	0	0	0	مقابلہ
competitive	0	0	0	0	0	0	0	0	0	0	مسابقتی
competitor	0	0	0	0	0	0	0	0	0	0	مدمقابل
compilation	0	0	0	0	0	0	0	0	0	0	تالیف
compile	0	0	0	0	0	0	0	0	0	0	مرتب کریں
complacency	0	0	0	0	0	0	1	0	0	0	اطمینان
complacent	0	0	0	0	0	0	0	0	0	0	مطمئن
complain	1	0	0	0	0	1	0	1	0	0	شکایت
complaint	1	0	0	0	0	1	0	0	0	0	شکایت
complement	0	1	0	0	1	0	1	0	1	1	تکمیل
complementary	0	0	0	0	0	0	1	0	0	0	تکمیلی
completed	0	0	0	0	0	0	0	0	0	0	مکمل
completely	0	0	0	0	0	0	1	0	0	0	مکمل طور پر
completeness	0	0	0	0	0	0	1	0	0	0	مکملیت
completing	0	1	0	0	1	0	1	0	0	0	مکمل کرنا
completion	0	1	0	0	1	0	1	0	0	0	تکمیل
complex	0	0	0	0	0	0	0	0	0	0	پیچیدہ
complexed	0	0	0	0	0	1	0	0	0	0	پیچیدہ
complexion	0	0	0	0	0	0	0	0	0	0	رنگت
complexity	0	0	0	0	0	1	0	0	0	0	پیچیدگی
compliance	0	0	0	0	0	0	1	0	0	1	تعمیل
compliant	0	0	0	0	0	0	1	0	0	0	شکایت
complicate	1	0	0	0	0	1	0	0	0	0	پیچیدہ
complicated	0	0	0	0	0	1	0	0	0	0	پیچیدہ
complication	0	0	0	0	0	1	0	0	0	0	پیچیدگی
complicity	0	0	0	0	0	1	1	0	0	0	ملی بھگت
compliment	0	1	0	0	1	0	1	0	1	1	تعریف
comply	0	0	0	0	0	0	0	0	0	0	تعمیل
complying	0	0	0	0	0	0	0	0	0	0	تعمیل
compo	0	0	0	0	0	0	0	0	0	0	کمپو
component	0	0	0	0	0	0	0	0	0	0	جزو
compose	0	0	0	0	0	0	0	0	0	0	تحریر
composed	0	0	0	0	0	0	1	0	0	0	پر مشتمل
composer	0	0	0	0	0	0	1	0	0	0	کمپوزر
composite	0	0	0	0	0	0	0	0	0	0	جامع
composition	0	0	0	0	0	0	0	0	0	0	مرکب
compost	0	0	1	0	0	1	0	0	0	0	ھاد
composure	0	0	0	0	0	0	1	0	0	0	سکون
compound	0	0	0	0	0	0	0	0	0	0	مرکب
comprehend	0	0	0	0	0	0	1	0	0	0	سمجھنا
comprehension	0	0	0	0	0	0	0	0	0	0	فہم
comprehensive	0	0	0	0	0	0	1	0	0	0	وسیع
