English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Uyghur Word
covenant	0	0	0	0	0	0	1	0	0	1	ئەھدە
cover	0	0	0	0	0	0	0	0	0	1	cover
covered	0	0	0	0	0	0	0	0	0	0	قاپلانغان
covering	0	0	0	0	0	0	0	0	0	0	يېپىش
covert	0	0	0	0	0	0	0	0	0	0	يوشۇرۇن
covet	0	0	0	0	0	1	0	0	0	0	ئىنتىلىش
cow	0	0	0	0	0	0	0	0	0	0	كالا
coward	0	0	1	1	0	1	0	1	0	0	قورقۇنچاق
cowardice	0	0	0	1	0	1	0	0	0	0	قورقۇنچاقلىق
cowardly	0	0	0	1	0	1	0	0	0	0	قورقۇنچاق
cowboy	0	0	0	0	0	0	0	0	0	0	cowboy
cowhide	0	0	0	0	0	0	0	0	0	0	cowhide
cowl	0	0	0	0	0	0	0	0	0	0	كالا
coworker	0	0	0	0	0	0	0	0	0	0	خىزمەتدىشى
coy	0	0	0	1	0	0	0	0	0	0	coy
coyote	0	0	0	1	0	0	0	0	0	0	coyote
crab	0	0	0	0	0	0	0	0	0	0	قىسقۇچپاقا
crabby	1	0	0	0	0	1	0	0	0	0	قىسقۇچپاقا
crack	0	0	0	0	0	1	0	0	0	0	crack
cracked	1	0	0	1	0	1	0	0	0	0	يېرىلدى
cracker	0	0	0	0	0	0	0	0	0	0	cracker
cracking	0	0	0	0	0	1	0	0	0	0	يېرىلىش
crackle	0	0	0	0	0	0	0	0	0	0	crackle
cradle	0	1	0	0	1	0	1	0	0	1	بۆشۈك
craft	0	0	0	0	0	0	1	0	0	0	قول ھۈنەر
craftsman	0	0	0	0	0	0	1	0	0	0	ھۈنەرۋەن
crafty	0	0	0	0	0	0	0	0	0	0	ھىيلىگەر
craig	0	0	0	0	0	0	0	0	0	0	craig
crammed	0	0	0	0	0	0	0	0	0	0	قىستىلىپ كەتتى
cramp	0	1	0	0	0	1	0	0	0	0	cramp
cramped	0	0	0	0	0	1	0	0	0	0	تار
crane	0	0	0	0	0	0	0	0	0	0	كىران
cranium	0	0	0	0	0	0	0	0	0	0	cranium
crank	0	0	0	0	0	1	0	0	0	0	crank
cranky	1	0	0	0	0	1	0	0	0	0	cranky
crap	0	0	1	0	0	1	0	0	0	0	crap
craps	0	1	0	0	0	0	0	0	0	0	craps
crash	0	0	0	1	0	1	0	1	1	0	ھادىسە
crate	0	0	0	0	0	0	0	0	0	0	ساندۇق
crater	0	0	0	0	0	0	0	0	0	0	crater
crave	0	1	0	0	0	0	0	0	0	0	ئىنتىلىش
craving	0	1	0	0	0	0	0	0	0	0	ئىنتىلىش
crawfish	0	0	0	0	0	0	0	0	0	0	ئۆمىلەش
crawl	0	0	1	0	0	1	0	0	0	0	ئۆمىلەش
crayons	0	0	0	0	0	0	0	0	0	0	crayons
craze	0	0	0	0	0	0	0	0	0	0	craze
crazed	1	0	0	1	0	1	0	0	0	0	ساراڭ
crazy	1	0	0	1	0	1	0	1	0	0	ساراڭ
creaking	0	0	0	0	0	1	0	0	0	0	creaking
cream	0	1	0	0	1	0	1	0	1	0	قايماق
creamer	0	0	0	0	0	0	0	0	0	0	قايماق
creamy	0	0	0	0	0	0	0	0	0	0	قايماق
crease	0	0	0	0	0	0	0	0	0	0	crease
create	0	0	0	0	1	0	1	0	0	0	قۇرۇش
creation	0	0	0	0	0	0	0	0	0	0	يارىتىش
creative	0	0	0	0	0	0	1	0	0	0	ئىجادىي
creator	0	0	0	0	0	0	0	0	0	0	ياراتقۇچى
creature	0	0	1	1	0	1	0	0	0	0	مەخلۇق
credence	0	0	0	0	0	0	1	0	0	1	ئىشەنچ
credential	0	0	0	0	0	0	1	0	0	1	كىنىشكا
credentials	0	0	0	0	0	0	0	0	0	0	كىنىشكىسى
credibility	0	0	0	0	0	0	1	0	0	1	ئىشەنچلىك
credible	0	0	0	0	0	0	1	0	0	1	ئىشەنچلىك
credit	0	0	0	0	0	0	1	0	0	1	ئىناۋەت
creditable	0	0	0	0	0	0	1	0	0	1	ئىشەنچلىك
credited	0	0	0	0	0	0	1	0	0	0	ئىناۋەتلىك
crediting	0	0	0	0	0	0	0	0	0	0	ئىناۋەتلىك
creditor	0	0	0	0	0	0	0	0	0	0	ھەقدار
creed	0	0	0	0	0	0	0	0	0	0	ئەقىدە
creek	0	0	0	0	0	0	0	0	0	0	creek
creep	0	0	0	0	0	1	0	0	0	0	creep
creeping	0	1	0	0	0	0	0	0	0	0	سىيرىلىپ چۈشۈش
cremation	0	0	0	0	0	0	0	1	0	0	دەپنە قىلىش
creole	0	0	0	0	0	0	0	0	0	0	creole
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crescent	0	0	0	0	0	0	0	0	0	0	ھىلال ئاي
crevice	0	0	0	0	0	0	0	0	0	0	crevice
crew	0	0	0	0	0	0	0	0	0	1	خىزمەتچىلەر
crib	0	0	0	0	0	0	0	0	0	0	crib
cricket	0	0	0	0	0	0	0	0	0	0	cricket
crime	1	0	0	0	0	1	0	0	0	0	جىنايەت
criminal	1	0	1	1	0	1	0	0	0	0	جىنايەتچى
criminality	1	0	1	1	0	1	0	0	0	0	جىنايەت
crimp	0	0	0	0	0	0	0	0	0	0	crimp
crimson	0	0	0	0	0	0	0	0	0	0	قىپقىزىل
cringe	0	0	1	1	0	1	0	1	0	0	cringe
cripple	0	0	0	1	0	1	0	1	0	0	مېيىپ
crippled	0	0	0	0	0	1	0	1	0	0	مېيىپ
crisis	0	0	0	0	0	1	0	0	0	0	كرىزىس
crisp	0	0	0	0	0	1	0	0	0	1	crisp
criterion	0	0	0	0	0	0	0	0	0	0	ئۆلچەم
critic	0	0	0	0	0	1	0	0	0	0	تەنقىدچى
criticism	1	0	0	0	0	1	0	1	0	0	تەنقىد
criticize	1	0	1	1	0	1	0	1	0	0	تەنقىد
critique	0	0	0	0	0	0	1	0	0	0	تەنقىد
critter	0	0	1	0	0	0	0	0	0	0	تەنقىدچى
croak	0	0	0	0	0	0	0	0	0	0	croak
crock	0	0	0	0	0	0	0	0	0	0	قاچا
crockery	0	0	0	0	0	0	0	0	0	0	قاچا-قۇچا
crocodile	0	0	0	1	0	0	0	0	0	0	تىمساھ
croft	0	0	0	0	0	0	0	0	0	0	croft
crook	0	0	0	0	0	1	0	0	0	0	crook
crop	0	0	0	0	0	0	0	0	0	0	زىرائەت
croquet	0	0	0	0	0	0	0	0	0	0	croquet
cross	1	0	0	1	0	1	0	1	0	0	cross
crossbow	0	0	0	0	0	0	0	0	0	0	crossbow
crossed	0	0	0	0	0	0	0	0	0	0	cross
crossing	0	0	0	0	0	0	0	0	0	0	crossing
crotch	0	0	0	0	0	0	0	0	0	0	crotch
crouch	0	0	0	1	0	0	0	0	0	0	crouch
crouched	0	0	0	0	0	0	0	0	0	0	ئېگىلىپ كەتتى
crouching	0	0	0	1	0	1	0	0	0	0	ئېگىلىپ
croupier	0	0	0	0	0	0	0	0	0	0	croupier
crow	0	0	0	0	0	0	0	0	0	0	قاغا
crowd	0	0	0	0	0	0	0	0	0	0	ئامما
crowded	0	0	0	0	0	0	0	0	0	0	ئادەم كۆپ
crown	0	0	0	0	0	0	0	0	0	0	تاج
crowning	0	1	0	0	1	0	1	0	1	1	تاج
crucial	0	0	0	0	0	0	1	0	0	1	ھالقىلىق
cruciate	0	0	0	0	0	1	0	0	0	0	كرېستكە مىخلاش
crucifix	0	0	0	0	0	0	0	0	0	0	كرېست
crucifixion	1	0	1	1	0	1	0	1	0	0	كرېستكە مىخلىنىش
crude	0	0	1	0	0	1	0	0	0	0	خام
cruel	1	0	1	1	0	1	0	1	0	0	رەھىمسىز
cruelly	1	0	0	1	0	1	0	0	0	0	رەھىمسىز
cruelty	1	0	1	1	0	1	0	1	0	0	رەھىمسىزلىك
cruise	0	0	0	0	0	0	0	0	0	0	ساياھەت پاراخوتى
cruiser	0	0	0	0	0	0	0	0	0	0	ساياھەت پاراخوتى
crumb	0	0	0	0	0	0	0	0	0	0	crumb
crumbling	0	0	0	0	0	1	0	1	0	0	crumbling
crunch	1	0	0	0	0	1	0	0	0	0	crunch
crusade	1	0	0	1	0	1	0	0	0	0	ئەھلى سەلىپلەر
crush	0	0	0	0	0	0	0	0	0	0	ئېزىش
crushed	1	0	1	1	0	1	0	1	0	0	ئېزىلدى
crushing	1	0	1	1	0	1	0	0	0	0	ئېزىش
crust	0	0	0	0	0	0	0	0	0	0	يەر پوستى
crusty	0	0	1	0	0	1	0	0	0	0	يەر پوستى
crutch	0	0	0	0	0	0	0	0	0	0	crutch
crux	0	0	0	0	0	0	0	0	0	0	crux
cry	0	0	0	0	0	1	0	1	0	0	يىغلاڭ
crying	0	0	0	0	0	1	0	1	0	0	يىغلاۋاتىدۇ
crypt	0	0	0	1	0	1	0	1	0	0	crypt
cryptic	0	0	0	0	0	0	0	0	0	0	cryptic
cryptography	0	0	0	0	0	0	0	0	0	0	cryptography
crystal	0	0	0	0	0	0	1	0	0	0	خىرۇستال
crystalline	0	0	0	0	0	0	0	0	0	0	كىرىستال
crystallization	0	0	0	0	0	0	0	0	0	0	كىرىستاللاشتۇرۇش
cub	0	0	0	0	0	0	0	0	0	0	cub
cube	0	0	0	0	0	0	0	0	0	1	cube
cubicle	0	0	0	0	0	0	0	0	0	0	cubicle
cuckold	0	0	1	0	0	1	0	0	0	0	cuckold
cuckoo	0	0	0	0	0	1	0	0	0	0	كاككۇك
cuddle	0	0	0	0	1	0	1	0	0	1	قۇچاقلاش
cue	0	1	0	0	0	0	0	0	0	0	cue
cuff	0	0	0	0	0	0	0	0	0	0	cuff
cuisine	0	0	0	0	0	0	0	0	0	0	ئاشخانا
culinary	0	0	0	0	0	0	1	0	0	1	ئاشپەزلىك
cull	0	0	0	0	0	1	0	0	0	0	cull
culminate	0	0	0	0	0	0	0	0	0	0	خۇلاسە
culmination	0	0	0	0	0	0	1	0	0	0	خۇلاسە
culpability	0	0	0	0	0	1	0	0	0	0	مەسئۇلىيەتچانلىق
culpable	0	0	0	0	0	1	0	0	0	0	جاۋابكار
culprit	0	0	0	0	0	1	0	0	0	0	جىنايەتچى
cult	0	0	0	1	0	1	0	0	0	0	cult
cultivate	0	1	0	0	0	0	1	0	0	1	يېتىشتۈرۈش
cultivated	0	0	0	0	0	0	1	0	0	0	يېتىشتۈرۈلگەن
cultivation	0	0	0	0	0	0	1	0	0	0	تېرىقچىلىق
culture	0	0	0	0	0	0	1	0	0	0	مەدەنىيەت
culvert	0	0	0	0	0	0	0	0	0	0	culvert
cumbersome	0	0	0	0	0	1	0	1	0	0	ئاۋارىچىلىق
cumulus	0	0	0	0	0	0	0	0	0	0	cumulus
cunning	0	0	0	0	0	1	1	0	0	0	ھىيلىگەر
cup	0	0	0	0	0	0	0	0	0	0	ئىستاكان
cupboard	0	0	0	0	0	0	0	0	0	0	ئىشكاپ
cupping	0	0	1	1	0	1	0	1	0	0	لوڭقا
cur	1	0	1	1	0	1	0	0	0	0	cur
curable	0	0	0	0	0	0	1	0	0	1	ساقايتقىلى بولىدۇ
curate	0	0	0	0	0	0	0	0	0	0	curate
curative	0	0	0	0	0	0	0	0	0	0	شىپالىق
curator	0	0	0	0	0	0	0	0	0	0	باشقۇرغۇچى
curb	0	0	0	0	0	0	0	0	0	0	curb
curd	0	0	0	0	0	0	0	0	0	0	curd
curfew	0	0	0	0	0	0	0	0	0	0	يول يۈرۈش چەكلىمىسى
curiosity	0	1	0	0	0	0	1	0	1	0	قىزىقىش
curl	0	0	0	0	0	0	1	0	0	0	curl
curling	0	0	0	0	0	0	0	0	0	0	بۈدرە
currency	0	0	0	0	0	0	0	0	0	0	پۇل
current	0	0	0	0	0	0	0	0	0	0	نۆۋەتتىكى
curriculum	0	0	0	0	0	0	0	0	0	0	دەرسلىك
curry	0	0	0	0	0	0	0	0	0	0	curry
curse	1	0	1	1	0	1	0	1	0	0	لەنەت
cursed	1	0	0	1	0	1	0	1	0	0	لەنەت قىلىندى
cursing	1	0	1	0	0	1	0	0	0	0	لەنەت
cursory	0	0	0	0	0	1	0	0	0	0	cursory
curt	0	0	0	0	0	0	0	0	0	0	پەردە
curtail	0	0	0	0	0	0	0	0	0	0	پەردە
curtailment	0	0	0	0	0	0	0	0	0	0	curtailment
curtain	0	0	0	0	0	0	0	0	0	0	پەردە
curvature	0	0	0	0	0	0	0	0	0	0	ئەگرى سىزىق
curve	0	0	0	0	0	0	0	0	0	0	ئەگرى سىزىق
curved	0	0	0	0	0	0	0	0	0	0	ئەگرى
curvilinear	0	0	0	0	0	0	0	0	0	0	curvilinear
cushion	0	0	0	0	0	0	1	0	0	0	ياستۇق
cusp	0	0	0	0	0	0	0	0	0	0	cusp
cussed	1	0	0	0	0	0	0	0	0	0	cussed
custodian	0	0	0	0	0	0	0	0	0	1	ساقلىغۇچى
custody	0	0	0	0	0	0	0	0	0	1	بېقىش
custom	0	0	0	0	0	0	0	0	0	0	ئادەت
customary	0	0	0	0	0	0	0	0	0	0	ئادەت
customer	0	0	0	0	0	0	1	0	0	0	خېرىدار
cut	0	0	0	0	0	0	0	0	0	0	cut
cutaneous	0	0	0	0	0	0	0	0	0	0	cutaneous
cute	0	0	0	0	0	0	1	0	0	0	ئوماق
cuticle	0	0	0	0	0	0	0	0	0	0	cuticle
cutlery	0	0	0	0	0	0	0	0	0	0	cutlery
cutter	0	0	0	1	0	1	0	0	0	0	cutter
cutters	0	0	0	0	0	0	1	0	0	0	كەسكۈچىلەر
cutthroat	1	0	0	1	0	1	0	0	0	0	cutthroat
cutting	1	0	1	1	0	1	0	1	0	0	كېسىش
cuttings	0	0	0	0	0	0	0	0	0	0	cuttings
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	cyanide
cycle	0	0	0	0	0	0	0	0	0	0	دەۋرىيلىك
cyclical	0	0	0	0	0	0	0	0	0	0	دەۋرىيلىك
cyclist	0	0	0	0	0	0	0	0	0	0	ۋېلىسىپىت مىنگۈچى
cyclone	0	0	0	1	0	1	0	0	1	0	بوران
cylinder	0	0	0	0	0	0	0	0	0	0	سىلىندىر
cylindrical	0	0	0	0	0	0	0	0	0	0	سىلىندىر
cymbal	0	0	0	0	0	0	0	0	0	0	cymbal
cynic	0	0	0	0	0	0	0	0	0	0	cynic
cyst	0	0	0	1	0	1	0	1	0	0	cyst
cystic	0	0	1	0	0	0	0	0	0	0	خالتىلىق ئىششىق
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	cytomegalovirus
cytoplasm	0	0	0	0	0	0	0	0	0	0	cytoplasm
czar	0	0	0	0	0	0	0	0	0	0	czar
dab	0	0	0	0	0	0	0	0	0	0	dab
dabble	0	0	0	0	0	0	0	0	0	0	dabble
dabbling	1	0	1	0	0	1	0	0	0	0	dabbling
dad	0	0	0	0	0	0	0	0	0	0	دادا
dado	0	0	0	0	0	0	0	0	0	0	dado
daemon	1	0	1	1	0	1	0	1	1	0	daemon
daft	0	0	1	0	0	1	0	0	0	0	daft
dagger	0	0	0	1	0	1	0	0	0	0	خەنجەر
daily	0	1	0	0	0	0	0	0	0	0	ھەر كۈنى
dainty	0	0	0	0	0	0	0	0	0	0	dainty
dairy	0	0	0	0	0	0	0	0	0	0	سۈت
dak	0	0	0	0	0	0	0	0	0	0	dak
dale	0	0	0	0	0	0	0	0	0	0	dale
dam	0	0	0	0	0	0	0	0	0	0	توسما
damage	1	0	1	0	0	1	0	1	0	0	زىيان
damages	0	0	0	0	0	1	0	1	0	0	زىيان
dame	1	0	1	0	0	0	1	0	0	1	dame
damn	1	0	1	0	0	1	0	0	0	0	لەنەت
damnation	1	0	0	1	0	1	0	1	0	0	damnation
damned	0	0	0	0	0	1	0	0	0	0	لەنەت
damp	0	0	0	0	0	0	0	0	0	0	نەم
dampened	0	0	0	0	0	0	0	0	0	0	نەملەشتۈرۈلدى
damper	0	0	0	0	0	1	0	0	0	0	damper
damsel	0	0	0	0	0	0	0	0	0	0	قىز
dance	0	0	0	0	1	0	1	0	0	1	ئۇسسۇل
dancer	0	0	0	0	0	0	0	0	0	0	ناخشىچى
dandruff	0	0	0	0	0	1	0	0	0	0	dandruff
dandy	0	0	1	0	0	1	0	0	0	0	dandy
danger	0	0	0	1	0	1	0	1	0	0	خەتەر
dangerous	0	0	0	1	0	1	0	0	0	0	خەتەرلىك
dangle	0	0	0	0	0	0	0	0	0	0	dangle
dank	0	0	1	0	0	0	0	0	0	0	dank
dapper	0	0	0	0	0	0	0	0	0	0	dapper
dare	0	1	0	0	0	0	0	0	0	1	جۈرئەت
daring	0	0	0	0	0	0	1	0	0	0	جۈرئەت قىلىش
dark	0	0	0	0	0	0	0	1	0	0	قاراڭغۇ
darken	0	0	0	1	0	1	0	1	0	0	قاراڭغۇ
darkened	0	0	0	1	0	1	0	1	0	0	قاراڭغۇ
darkly	0	0	0	0	0	0	0	0	0	0	قاراڭغۇ
darkness	1	0	0	1	0	1	0	1	0	0	قاراڭغۇلۇق
darling	0	0	0	0	1	0	1	0	0	1	سۆيۈملۈك
darn	0	0	0	0	0	0	0	0	0	0	darn
dart	0	0	0	1	0	0	0	0	0	0	dart
dash	0	0	0	0	0	0	0	0	0	0	dash
dashboard	0	0	0	0	0	0	0	0	0	0	باشقۇرۇش تاختىسى
dashed	1	0	0	1	0	1	0	1	0	0	dashed
dashing	0	0	0	0	0	0	1	0	0	0	dashing
dastardly	1	0	1	1	0	1	0	0	0	0	dastardly
data	0	0	0	0	0	0	0	0	0	0	data
database	0	0	0	0	0	0	0	0	0	0	ساندان
date	0	0	0	0	0	0	0	0	0	0	چېسلا
daughter	0	0	0	0	1	0	1	0	0	0	قىزى
dawn	0	1	0	0	1	0	1	0	1	1	تاڭ
day	0	0	0	0	0	0	0	0	0	0	كۈن
daybreak	0	0	0	0	0	0	0	0	0	0	تاڭ ئاتقاندا
daydreaming	0	0	0	0	0	0	0	0	0	0	daydreaming
daze	0	0	0	0	0	0	0	0	0	0	daze
dazed	0	0	0	0	0	1	0	0	0	0	dazed
dazzling	0	0	0	0	0	0	0	0	0	0	كۆزنى قاماشتۇرىدۇ
deacon	0	0	0	0	0	0	0	0	0	1	deacon
deactivate	0	0	0	0	0	1	0	0	0	0	ئىناۋەتسىز
deadlock	0	0	0	0	0	1	0	0	0	0	قاتمال ھالەت
deadly	1	0	1	1	0	1	0	1	0	0	ئەجەللىك
deafening	0	0	0	0	0	0	0	0	0	0	گاس
deafness	0	0	0	0	0	0	0	0	0	0	گاس
deal	0	1	0	0	1	0	1	0	1	1	deal
dealer	0	0	0	0	0	0	0	0	0	0	ساتقۇچى
dealing	0	0	0	0	0	0	0	0	0	0	سودا
dealings	0	0	0	0	0	0	0	0	0	1	سودا
dean	0	0	0	0	0	0	0	0	0	0	dean
dear	0	0	0	0	0	0	1	0	0	0	قەدىرلىك
dearth	0	0	0	0	0	0	0	0	0	0	dearth
death	1	1	1	1	0	1	0	1	1	0	ئۆلۈم
debacle	0	0	0	1	0	1	0	1	0	0	debacle
debatable	0	0	0	0	0	0	0	0	0	0	مۇنازىرە قىلىشقا بولىدۇ
debate	0	0	0	0	0	0	1	0	0	0	مۇنازىرە
debauchery	0	0	1	1	0	1	0	0	0	0	debauchery
debenture	0	1	0	0	0	0	0	0	0	0	قەرز
debit	0	0	0	0	0	0	0	0	0	0	debit
debris	0	0	1	0	0	1	0	0	0	0	ئەخلەت
debt	0	0	0	0	0	1	0	1	0	0	قەرز
debtor	0	0	0	0	0	1	0	0	0	0	قەرزدار
debut	0	0	0	0	0	0	0	0	0	0	debut
decade	0	0	0	0	0	0	0	0	0	0	ئون يىل
decanter	0	0	0	0	0	0	0	0	0	0	decanter
decay	0	0	0	1	0	1	0	1	0	0	چىرىش
decayed	0	0	1	0	0	1	0	1	0	0	بۇزۇلغان
deceased	0	0	0	0	0	1	0	1	0	0	قازا قىلغان
deceit	1	0	1	1	0	1	0	1	1	0	ئالدامچىلىق
deceitful	0	0	1	0	0	1	0	1	0	0	ئالدامچى
deceive	1	0	1	0	0	1	0	1	0	0	ئالداش
deceived	1	0	0	0	0	1	0	0	0	0	ئالداندى
deceiving	0	0	0	0	0	1	0	0	0	1	ئالداش
decency	0	0	0	0	0	0	1	0	0	0	ئەدەپ
decent	0	0	0	0	0	0	1	0	0	0	لايىق
deception	0	0	0	0	0	1	0	0	0	0	ئالدامچىلىق
deceptive	0	0	0	0	0	1	0	0	0	0	ئالدامچى
decidedly	0	0	0	0	0	0	0	0	0	0	قەتئىيلىك بىلەن
deciduous	0	0	0	0	0	0	0	0	0	0	يوپۇرماق
decimal	0	0	0	0	0	0	0	0	0	0	ئونلۇق
decipher	0	0	0	0	0	0	0	0	0	0	decipher
decision	0	0	0	0	0	0	0	0	0	0	قارار
decisive	0	0	0	0	0	0	0	0	0	0	ھەل قىلغۇچ
deck	0	0	0	0	0	0	0	0	0	0	پالۋان
declaration	0	0	0	0	0	0	0	0	0	0	خىتابنامە
declaratory	0	0	0	0	0	0	1	0	0	0	خىتابنامە
declare	0	0	0	0	0	0	0	0	0	0	جاكارلاڭ
declination	0	0	0	0	0	1	0	0	0	0	تۆۋەنلەش
decline	0	0	0	0	0	1	0	0	0	0	تۆۋەنلەش
declining	0	0	0	0	0	1	0	0	0	0	تۆۋەنلەۋاتىدۇ
decompose	0	0	1	0	0	0	0	0	0	0	پارچىلىنىش
decomposed	0	0	0	0	0	0	0	1	0	0	پارچىلىنىپ كەتتى
decomposition	0	0	1	1	0	1	0	1	0	0	پارچىلىنىش
decorate	0	0	0	0	0	0	0	0	0	0	بېزەش
decoration	0	0	0	0	0	0	0	0	0	0	بېزەك
decorum	0	0	0	0	0	0	0	0	0	0	بېزەك
decoy	0	0	0	0	0	0	0	0	1	0	ئالدامچىلىق
decrease	0	0	0	0	0	1	0	0	0	0	ئازىيىدۇ
decreased	0	0	0	0	0	0	0	0	0	0	تۆۋەنلىدى
decreasing	0	0	0	0	0	0	0	0	0	0	ئازىيىۋاتىدۇ
decree	0	0	0	0	0	0	0	0	0	0	پەرمان
decrement	0	0	0	0	0	1	0	0	0	0	تۆۋەنلەش
decrepit	0	0	0	0	0	1	0	0	0	0	چۈشۈش
decry	1	0	0	0	0	1	0	0	0	0	decry
dedication	0	0	0	0	0	0	1	0	0	0	بېغىشلاش
deduce	0	0	0	0	0	0	0	0	0	0	deduce
deduct	0	0	0	0	0	1	0	0	0	0	تۇتۇپ قېلىش
deduction	0	0	0	0	0	0	0	0	0	0	تۇتۇپ قېلىش
deed	0	0	0	0	0	0	0	0	0	1	ئىش
deepen	0	0	0	0	0	0	0	0	0	0	چوڭقۇرلاش
deer	0	0	0	0	0	0	0	0	0	0	بۇغا
defamation	0	0	1	1	0	1	0	0	0	0	تۆھمەت قىلىش
defamatory	1	0	0	0	0	1	0	0	0	0	تۆھمەت
default	0	0	1	1	0	1	0	1	0	0	كۆڭۈلدىكى
defeat	0	0	0	0	0	1	0	0	0	0	مەغلۇبىيەت
defeated	0	0	0	0	0	1	0	1	0	0	مەغلۇپ بولدى
defect	1	0	0	0	0	1	0	0	0	0	نۇقسان
defection	0	0	0	1	0	1	0	0	0	0	defection
defective	0	0	1	0	0	1	0	0	0	0	نۇقسان
defend	0	0	0	1	0	0	1	0	0	0	مۇداپىئە
defendant	1	0	0	1	0	0	0	1	0	0	جاۋابكار
defended	0	0	0	0	0	0	1	0	0	1	ئاقلىدى
defender	0	0	0	0	0	0	1	0	0	1	قوغدىغۇچى
defending	0	0	0	0	0	0	1	0	0	0	مۇداپىئە
defense	1	1	0	1	0	0	1	0	0	0	مۇداپىئە
defenseless	0	0	0	1	0	1	0	1	0	0	مۇداپىئەسىز
defensible	0	0	0	0	0	0	0	0	0	0	defensible
defensive	0	0	0	0	0	0	0	0	0	0	مۇداپىئە
defer	0	0	0	0	0	0	0	0	0	0	كېچىكتۈرۈش
deference	0	0	0	0	0	0	1	0	0	1	ھۆرمەت
deferral	0	0	0	0	0	1	0	0	0	0	كېچىكتۈرۈش
deferring	0	0	0	0	0	0	0	0	0	0	كېچىكتۈرۈش
defiance	1	0	1	1	0	1	0	0	0	0	رەت قىلىش
defiant	1	0	0	0	0	1	0	0	0	0	defiant
deficiency	0	0	0	0	0	1	0	0	0	0	كەملىك
deficit	0	0	0	0	0	1	0	0	0	0	قىزىل رەقەم
define	0	0	0	0	0	0	0	0	0	0	ئېنىقلىما
defined	0	0	0	0	0	0	0	0	0	0	ئېنىقلاندى
definition	0	0	0	0	0	0	0	0	0	0	ئېنىقلىما
definitive	0	0	0	0	0	0	1	0	0	1	ئېنىق
deflate	1	0	0	0	0	1	0	1	0	0	deflate
deflation	0	0	0	1	0	1	0	0	0	0	deflation
deflect	0	0	0	0	0	0	0	0	0	0	deflect
deflection	0	0	0	0	0	0	0	0	0	0	بۇرۇلۇش
defloration	0	0	0	0	0	0	0	0	0	0	defloration
deform	0	0	1	0	0	1	0	0	0	0	شەكلى ئۆزگىرىپ كەتتى
deformed	0	0	1	0	0	1	0	1	0	0	شەكلى ئۆزگىرىپ كەتتى
deformity	0	0	1	1	0	1	0	1	0	0	شەكلى ئۆزگىرىشى
defraud	1	0	1	0	0	1	0	0	0	0	ئالدامچىلىق
defray	0	0	0	0	0	0	0	0	0	0	defray
deft	0	0	0	0	0	0	0	0	0	0	deft
defunct	0	0	0	0	0	1	0	1	0	0	بۇزۇلغان
defy	1	0	0	1	0	1	0	1	1	0	defy
degeneracy	1	0	1	0	0	1	0	1	0	0	ناچارلىشىش
degenerate	0	0	0	0	0	1	0	0	0	0	بۇزۇلۇش
degeneration	0	0	0	0	0	0	0	0	0	0	چېكىنىش
degradation	0	0	0	0	0	1	0	0	0	0	ناچارلىشىش
degrade	0	0	1	0	0	1	0	0	0	0	degrade
degrading	0	0	1	1	0	1	0	1	0	0	پەسكەش
degree	0	0	0	0	0	0	1	0	0	0	ئۇنۋان
dehydrated	0	0	0	0	0	0	0	0	0	0	سۇسىزلانغان
delay	1	0	1	1	0	1	0	1	0	0	كېچىكىش
delayed	0	0	0	0	0	1	0	0	0	0	كېچىكتۈرۈلدى
delectable	0	0	0	0	0	0	1	0	0	0	delectable
delegate	0	0	0	0	0	0	1	0	0	1	ۋەكىل
delegation	0	0	0	0	0	0	0	0	0	0	ۋەكىللەر ئۆمىكى
deleterious	1	0	1	1	0	1	0	0	0	0	deleterious
deletion	0	0	0	0	0	1	0	0	0	0	ئۆچۈرۈش
deliberate	0	0	0	0	0	0	1	0	0	0	قەستەن
deliberation	0	0	0	0	0	0	0	0	0	0	قاراپ چىقىش
deliberative	0	0	0	0	0	0	0	0	0	0	كېڭىشىش
delicacy	0	0	0	0	0	0	0	0	0	0	نازۇك
delicious	0	0	0	0	1	0	1	0	0	0	مەززىلىك
delight	0	1	0	0	1	0	1	0	0	0	خۇشال
delighted	0	1	0	0	1	0	1	0	1	0	خۇشال بولدى
delightful	0	1	0	0	1	0	1	0	0	1	خۇشاللىنارلىق
delineate	0	0	0	0	0	0	0	0	0	0	ئېنىقلىما
delineation	0	0	0	0	0	0	0	0	0	0	delineation
delinquency	0	0	0	0	0	1	0	0	0	0	جىنايەتچى
delinquent	1	0	1	0	0	1	0	0	0	0	delinquent
delirious	0	0	0	0	0	1	0	1	0	0	delirious
delirium	0	0	1	0	0	1	0	1	0	0	delirium
deliverance	0	1	0	0	1	0	1	0	0	1	قۇتقۇزۇش
delivery	0	1	0	0	0	0	1	0	0	0	delivery
dell	0	0	0	0	0	0	0	0	0	0	dell
delta	0	0	0	0	0	0	0	0	0	0	delta
deluge	0	0	0	1	0	1	0	1	1	0	كەلكۈن
delusion	1	0	0	1	0	1	0	1	0	0	ئالدامچىلىق
delusional	1	0	0	1	0	1	0	0	0	0	خام خىيال
delve	0	0	0	0	0	0	0	0	0	0	delve
