English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Amharic Word
cumbersome	0	0	0	0	0	1	0	1	0	0	አስቸጋሪ
cumulus	0	0	0	0	0	0	0	0	0	0	ድምር
cunning	0	0	0	0	0	1	1	0	0	0	ተንኮለኛ
cup	0	0	0	0	0	0	0	0	0	0	ኩባያ
cupboard	0	0	0	0	0	0	0	0	0	0	ቁምሳጥን
cupping	0	0	1	1	0	1	0	1	0	0	ኩባያ
cur	1	0	1	1	0	1	0	0	0	0	ከር
curable	0	0	0	0	0	0	1	0	0	1	ሊታከም የሚችል
curate	0	0	0	0	0	0	0	0	0	0	ገምግሟል
curative	0	0	0	0	0	0	0	0	0	0	ፈዋሽ
curator	0	0	0	0	0	0	0	0	0	0	ጠባቂ
curb	0	0	0	0	0	0	0	0	0	0	ማገድ
curd	0	0	0	0	0	0	0	0	0	0	እርጎ
curfew	0	0	0	0	0	0	0	0	0	0	የሰዓት እላፊ
curiosity	0	1	0	0	0	0	1	0	1	0	የማወቅ ጉጉት
curl	0	0	0	0	0	0	1	0	0	0	ማጠፍ
curling	0	0	0	0	0	0	0	0	0	0	ከርሊንግ
currency	0	0	0	0	0	0	0	0	0	0	ምንዛሬ
current	0	0	0	0	0	0	0	0	0	0	ወቅታዊ
curriculum	0	0	0	0	0	0	0	0	0	0	ሥርዓተ ትምህርት
curry	0	0	0	0	0	0	0	0	0	0	ካሪ
curse	1	0	1	1	0	1	0	1	0	0	እርግማን
cursed	1	0	0	1	0	1	0	1	0	0	የተረገመ
cursing	1	0	1	0	0	1	0	0	0	0	እርግማን
cursory	0	0	0	0	0	1	0	0	0	0	የቃላት መፍቻ
curt	0	0	0	0	0	0	0	0	0	0	ኩርባ
curtail	0	0	0	0	0	0	0	0	0	0	መጋረጃ
curtailment	0	0	0	0	0	0	0	0	0	0	መገደብ
curtain	0	0	0	0	0	0	0	0	0	0	መጋረጃ
curvature	0	0	0	0	0	0	0	0	0	0	ኩርባ
curve	0	0	0	0	0	0	0	0	0	0	ኩርባ
curved	0	0	0	0	0	0	0	0	0	0	ጥምዝ
curvilinear	0	0	0	0	0	0	0	0	0	0	curvilinear
cushion	0	0	0	0	0	0	1	0	0	0	ትራስ
cusp	0	0	0	0	0	0	0	0	0	0	ቋጠሮ
cussed	1	0	0	0	0	0	0	0	0	0	ተሳድቧል
custodian	0	0	0	0	0	0	0	0	0	1	ጠባቂ
custody	0	0	0	0	0	0	0	0	0	1	ማቆያ
custom	0	0	0	0	0	0	0	0	0	0	ብጁ
customary	0	0	0	0	0	0	0	0	0	0	የተለመደ
customer	0	0	0	0	0	0	1	0	0	0	ደንበኛ
cut	0	0	0	0	0	0	0	0	0	0	መቁረጥ
cutaneous	0	0	0	0	0	0	0	0	0	0	የቆዳ ቀለም
cute	0	0	0	0	0	0	1	0	0	0	ቆንጆ
cuticle	0	0	0	0	0	0	0	0	0	0	መቆረጥ
cutlery	0	0	0	0	0	0	0	0	0	0	መቁረጫዎች
cutter	0	0	0	1	0	1	0	0	0	0	መቁረጫ
cutters	0	0	0	0	0	0	1	0	0	0	መቁረጫዎች
cutthroat	1	0	0	1	0	1	0	0	0	0	መቆረጥ
cutting	1	0	1	1	0	1	0	1	0	0	መቁረጥ
cuttings	0	0	0	0	0	0	0	0	0	0	መቁረጫዎች
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	ሳያናይድ
cycle	0	0	0	0	0	0	0	0	0	0	ዑደት
cyclical	0	0	0	0	0	0	0	0	0	0	ዑደታዊ
cyclist	0	0	0	0	0	0	0	0	0	0	ብስክሌተኛ
cyclone	0	0	0	1	0	1	0	0	1	0	አውሎ ንፋስ
cylinder	0	0	0	0	0	0	0	0	0	0	ሲሊንደር
cylindrical	0	0	0	0	0	0	0	0	0	0	ሲሊንደራዊ
cymbal	0	0	0	0	0	0	0	0	0	0	ሲንባል
cynic	0	0	0	0	0	0	0	0	0	0	ሲኒክ
cyst	0	0	0	1	0	1	0	1	0	0	ሳይስት
cystic	0	0	1	0	0	0	0	0	0	0	ሳይስቲክ
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	ሳይቲሜጋሎቫይረስ
cytoplasm	0	0	0	0	0	0	0	0	0	0	ሳይቶፕላዝም
czar	0	0	0	0	0	0	0	0	0	0	ዛር
dab	0	0	0	0	0	0	0	0	0	0	ዳብ
dabble	0	0	0	0	0	0	0	0	0	0	ዳብል
dabbling	1	0	1	0	0	1	0	0	0	0	መደለል
dad	0	0	0	0	0	0	0	0	0	0	አባት
dado	0	0	0	0	0	0	0	0	0	0	ዳዶ
daemon	1	0	1	1	0	1	0	1	1	0	ዴሞን
daft	0	0	1	0	0	1	0	0	0	0	ዳፍት
dagger	0	0	0	1	0	1	0	0	0	0	ጩቤ
daily	0	1	0	0	0	0	0	0	0	0	በየቀኑ
dainty	0	0	0	0	0	0	0	0	0	0	ጣፋጭ
dairy	0	0	0	0	0	0	0	0	0	0	የወተት ተዋጽኦዎች
dak	0	0	0	0	0	0	0	0	0	0	ዳክ
dale	0	0	0	0	0	0	0	0	0	0	ዳሌ
dam	0	0	0	0	0	0	0	0	0	0	ግድብ
damage	1	0	1	0	0	1	0	1	0	0	ጉዳት
damages	0	0	0	0	0	1	0	1	0	0	ይጎዳል።
dame	1	0	1	0	0	0	1	0	0	1	ዳም
damn	1	0	1	0	0	1	0	0	0	0	እርግማን
damnation	1	0	0	1	0	1	0	1	0	0	ኩነኔ
damned	0	0	0	0	0	1	0	0	0	0	የተወገዘ
damp	0	0	0	0	0	0	0	0	0	0	እርጥብ
dampened	0	0	0	0	0	0	0	0	0	0	እርጥበታማ
damper	0	0	0	0	0	1	0	0	0	0	እርጥበት
damsel	0	0	0	0	0	0	0	0	0	0	ሴት ልጅ
dance	0	0	0	0	1	0	1	0	0	1	ዳንስ
dancer	0	0	0	0	0	0	0	0	0	0	ዳንሰኛ
dandruff	0	0	0	0	0	1	0	0	0	0	ድፍረትን
dandy	0	0	1	0	0	1	0	0	0	0	ዳንዲ
danger	0	0	0	1	0	1	0	1	0	0	አደጋ
dangerous	0	0	0	1	0	1	0	0	0	0	አደገኛ
dangle	0	0	0	0	0	0	0	0	0	0	ዳንግል
dank	0	0	1	0	0	0	0	0	0	0	ዳንክ
dapper	0	0	0	0	0	0	0	0	0	0	ዳፐር
dare	0	1	0	0	0	0	0	0	0	1	ደፋር
daring	0	0	0	0	0	0	1	0	0	0	ደፋር
dark	0	0	0	0	0	0	0	1	0	0	ጨለማ
darken	0	0	0	1	0	1	0	1	0	0	አጨልማል።
darkened	0	0	0	1	0	1	0	1	0	0	ጨለመ
darkly	0	0	0	0	0	0	0	0	0	0	በጨለማ
darkness	1	0	0	1	0	1	0	1	0	0	ጨለማ
darling	0	0	0	0	1	0	1	0	0	1	ውዴ
darn	0	0	0	0	0	0	0	0	0	0	ዳርን
dart	0	0	0	1	0	0	0	0	0	0	ዳርት
dash	0	0	0	0	0	0	0	0	0	0	ሰረዝ
dashboard	0	0	0	0	0	0	0	0	0	0	ዳሽቦርድ
dashed	1	0	0	1	0	1	0	1	0	0	ተበላሽቷል
dashing	0	0	0	0	0	0	1	0	0	0	መጨፍለቅ
dastardly	1	0	1	1	0	1	0	0	0	0	በድፍረት
data	0	0	0	0	0	0	0	0	0	0	ውሂብ
database	0	0	0	0	0	0	0	0	0	0	የውሂብ ጎታ
date	0	0	0	0	0	0	0	0	0	0	ቀን
daughter	0	0	0	0	1	0	1	0	0	0	ሴት ልጅ
dawn	0	1	0	0	1	0	1	0	1	1	ንጋት
day	0	0	0	0	0	0	0	0	0	0	ቀን
daybreak	0	0	0	0	0	0	0	0	0	0	ንጋት ላይ
daydreaming	0	0	0	0	0	0	0	0	0	0	የቀን ቅዠት
daze	0	0	0	0	0	0	0	0	0	0	መደነስ
dazed	0	0	0	0	0	1	0	0	0	0	ደነገጠ
dazzling	0	0	0	0	0	0	0	0	0	0	የሚያብረቀርቅ
deacon	0	0	0	0	0	0	0	0	0	1	ዲያቆን
deactivate	0	0	0	0	0	1	0	0	0	0	አቦዝን
deadlock	0	0	0	0	0	1	0	0	0	0	መዘጋት
deadly	1	0	1	1	0	1	0	1	0	0	ገዳይ
deafening	0	0	0	0	0	0	0	0	0	0	መስማት የተሳነው
deafness	0	0	0	0	0	0	0	0	0	0	መስማት አለመቻል
deal	0	1	0	0	1	0	1	0	1	1	ስምምነት
dealer	0	0	0	0	0	0	0	0	0	0	አከፋፋይ
dealing	0	0	0	0	0	0	0	0	0	0	ማስተናገድ
dealings	0	0	0	0	0	0	0	0	0	1	ግንኙነቶች
dean	0	0	0	0	0	0	0	0	0	0	ዲን
dear	0	0	0	0	0	0	1	0	0	0	ውድ
dearth	0	0	0	0	0	0	0	0	0	0	ረሃብ
death	1	1	1	1	0	1	0	1	1	0	ሞት
debacle	0	0	0	1	0	1	0	1	0	0	ማጭበርበር
debatable	0	0	0	0	0	0	0	0	0	0	አከራካሪ ነው።
debate	0	0	0	0	0	0	1	0	0	0	ክርክር
debauchery	0	0	1	1	0	1	0	0	0	0	ዝሙት
debenture	0	1	0	0	0	0	0	0	0	0	የግዴታ ወረቀት
debit	0	0	0	0	0	0	0	0	0	0	ዴቢት
debris	0	0	1	0	0	1	0	0	0	0	ፍርስራሾች
debt	0	0	0	0	0	1	0	1	0	0	ዕዳ
debtor	0	0	0	0	0	1	0	0	0	0	ተበዳሪው
debut	0	0	0	0	0	0	0	0	0	0	የመጀመሪያ
decade	0	0	0	0	0	0	0	0	0	0	አስርት ዓመታት
decanter	0	0	0	0	0	0	0	0	0	0	ዲካንተር
decay	0	0	0	1	0	1	0	1	0	0	መበስበስ
decayed	0	0	1	0	0	1	0	1	0	0	የበሰበሰ
deceased	0	0	0	0	0	1	0	1	0	0	ሟች
deceit	1	0	1	1	0	1	0	1	1	0	ማታለል
deceitful	0	0	1	0	0	1	0	1	0	0	አታላይ
deceive	1	0	1	0	0	1	0	1	0	0	ማታለል
deceived	1	0	0	0	0	1	0	0	0	0	ተታለለ
deceiving	0	0	0	0	0	1	0	0	0	1	ማታለል
decency	0	0	0	0	0	0	1	0	0	0	ጨዋነት
decent	0	0	0	0	0	0	1	0	0	0	ጨዋ
deception	0	0	0	0	0	1	0	0	0	0	ማታለል
deceptive	0	0	0	0	0	1	0	0	0	0	አታላይ
decidedly	0	0	0	0	0	0	0	0	0	0	ወስኖ
deciduous	0	0	0	0	0	0	0	0	0	0	የሚረግፍ
decimal	0	0	0	0	0	0	0	0	0	0	አስርዮሽ
decipher	0	0	0	0	0	0	0	0	0	0	ዲክሪፈር
decision	0	0	0	0	0	0	0	0	0	0	ውሳኔ
decisive	0	0	0	0	0	0	0	0	0	0	ወሳኝ
deck	0	0	0	0	0	0	0	0	0	0	የመርከቧ ወለል
declaration	0	0	0	0	0	0	0	0	0	0	መግለጫ
declaratory	0	0	0	0	0	0	1	0	0	0	ገላጭ
declare	0	0	0	0	0	0	0	0	0	0	ማወጅ
declination	0	0	0	0	0	1	0	0	0	0	ማሽቆልቆል
decline	0	0	0	0	0	1	0	0	0	0	ማሽቆልቆል
declining	0	0	0	0	0	1	0	0	0	0	እየቀነሰ ነው።
decompose	0	0	1	0	0	0	0	0	0	0	መበስበስ
decomposed	0	0	0	0	0	0	0	1	0	0	የበሰበሰ
decomposition	0	0	1	1	0	1	0	1	0	0	መበስበስ
decorate	0	0	0	0	0	0	0	0	0	0	ማስጌጥ
decoration	0	0	0	0	0	0	0	0	0	0	ማስጌጥ
decorum	0	0	0	0	0	0	0	0	0	0	ማስጌጥ
decoy	0	0	0	0	0	0	0	0	1	0	ማታለል
decrease	0	0	0	0	0	1	0	0	0	0	መቀነስ
decreased	0	0	0	0	0	0	0	0	0	0	ቀንሷል
decreasing	0	0	0	0	0	0	0	0	0	0	እየቀነሰ ነው።
decree	0	0	0	0	0	0	0	0	0	0	አዋጅ
decrement	0	0	0	0	0	1	0	0	0	0	መቀነስ
decrepit	0	0	0	0	0	1	0	0	0	0	ቀንሷል
decry	1	0	0	0	0	1	0	0	0	0	መቃወም
dedication	0	0	0	0	0	0	1	0	0	0	ራስን መወሰን
deduce	0	0	0	0	0	0	0	0	0	0	ቀንስ
deduct	0	0	0	0	0	1	0	0	0	0	ቀንስ
deduction	0	0	0	0	0	0	0	0	0	0	ቅነሳ
deed	0	0	0	0	0	0	0	0	0	1	ድርጊት
deepen	0	0	0	0	0	0	0	0	0	0	ጥልቅ
deer	0	0	0	0	0	0	0	0	0	0	አጋዘን
defamation	0	0	1	1	0	1	0	0	0	0	ስም ማጥፋት
defamatory	1	0	0	0	0	1	0	0	0	0	ስም አጥፊ
default	0	0	1	1	0	1	0	1	0	0	ነባሪ
defeat	0	0	0	0	0	1	0	0	0	0	መሸነፍ
defeated	0	0	0	0	0	1	0	1	0	0	ተሸነፈ
defect	1	0	0	0	0	1	0	0	0	0	ጉድለት
defection	0	0	0	1	0	1	0	0	0	0	ክህደት
defective	0	0	1	0	0	1	0	0	0	0	ጉድለት ያለበት
defend	0	0	0	1	0	0	1	0	0	0	መከላከል
defendant	1	0	0	1	0	0	0	1	0	0	ተከሳሽ
defended	0	0	0	0	0	0	1	0	0	1	ተሟግቷል
defender	0	0	0	0	0	0	1	0	0	1	ተከላካይ
defending	0	0	0	0	0	0	1	0	0	0	መከላከል
defense	1	1	0	1	0	0	1	0	0	0	መከላከያ
defenseless	0	0	0	1	0	1	0	1	0	0	መከላከያ የሌለው
defensible	0	0	0	0	0	0	0	0	0	0	ተከላካይ
defensive	0	0	0	0	0	0	0	0	0	0	መከላከያ
defer	0	0	0	0	0	0	0	0	0	0	ለሌላ ጊዜ ማስተላለፍ
deference	0	0	0	0	0	0	1	0	0	1	ማክበር
deferral	0	0	0	0	0	1	0	0	0	0	መዘግየት
deferring	0	0	0	0	0	0	0	0	0	0	በማዘግየት ላይ
defiance	1	0	1	1	0	1	0	0	0	0	እምቢተኝነት
defiant	1	0	0	0	0	1	0	0	0	0	እምቢተኛ
deficiency	0	0	0	0	0	1	0	0	0	0	እጥረት
deficit	0	0	0	0	0	1	0	0	0	0	ጉድለት
define	0	0	0	0	0	0	0	0	0	0	መግለፅ
defined	0	0	0	0	0	0	0	0	0	0	ተገልጿል
definition	0	0	0	0	0	0	0	0	0	0	ትርጉም
definitive	0	0	0	0	0	0	1	0	0	1	ፍቺ
deflate	1	0	0	0	0	1	0	1	0	0	መፍታት
deflation	0	0	0	1	0	1	0	0	0	0	ዲፍሌሽን
deflect	0	0	0	0	0	0	0	0	0	0	ማዞር
deflection	0	0	0	0	0	0	0	0	0	0	ማፈንገጥ
defloration	0	0	0	0	0	0	0	0	0	0	የአበባ መበታተን
deform	0	0	1	0	0	1	0	0	0	0	መበላሸት
deformed	0	0	1	0	0	1	0	1	0	0	የተበላሸ
deformity	0	0	1	1	0	1	0	1	0	0	የአካል ጉድለት
defraud	1	0	1	0	0	1	0	0	0	0	ማጭበርበር
defray	0	0	0	0	0	0	0	0	0	0	ማሰናከል
deft	0	0	0	0	0	0	0	0	0	0	ደፍቶ
defunct	0	0	0	0	0	1	0	1	0	0	የማይሰራ
defy	1	0	0	1	0	1	0	1	1	0	መቃወም
degeneracy	1	0	1	0	0	1	0	1	0	0	መበላሸት
degenerate	0	0	0	0	0	1	0	0	0	0	የተበላሸ
degeneration	0	0	0	0	0	0	0	0	0	0	መበስበስ
degradation	0	0	0	0	0	1	0	0	0	0	ውርደት
degrade	0	0	1	0	0	1	0	0	0	0	ማዋረድ
degrading	0	0	1	1	0	1	0	1	0	0	ወራዳ
degree	0	0	0	0	0	0	1	0	0	0	ዲግሪ
dehydrated	0	0	0	0	0	0	0	0	0	0	የተሟጠጠ
delay	1	0	1	1	0	1	0	1	0	0	መዘግየት
delayed	0	0	0	0	0	1	0	0	0	0	ዘግይቷል
delectable	0	0	0	0	0	0	1	0	0	0	ደስ የማይል
delegate	0	0	0	0	0	0	1	0	0	1	ተወካይ
delegation	0	0	0	0	0	0	0	0	0	0	ውክልና
deleterious	1	0	1	1	0	1	0	0	0	0	አጥፊ
deletion	0	0	0	0	0	1	0	0	0	0	መሰረዝ
deliberate	0	0	0	0	0	0	1	0	0	0	ሆን ተብሎ
deliberation	0	0	0	0	0	0	0	0	0	0	መመካከር
deliberative	0	0	0	0	0	0	0	0	0	0	መመካከር
delicacy	0	0	0	0	0	0	0	0	0	0	ጣፋጭነት
delicious	0	0	0	0	1	0	1	0	0	0	ጣፋጭ
delight	0	1	0	0	1	0	1	0	0	0	ማስደሰት
delighted	0	1	0	0	1	0	1	0	1	0	ተደስቻለሁ
delightful	0	1	0	0	1	0	1	0	0	1	አስደሳች
delineate	0	0	0	0	0	0	0	0	0	0	ወሰን
delineation	0	0	0	0	0	0	0	0	0	0	መለያየት
delinquency	0	0	0	0	0	1	0	0	0	0	በደል
delinquent	1	0	1	0	0	1	0	0	0	0	ወንጀለኛ
delirious	0	0	0	0	0	1	0	1	0	0	የሚያስደስት
delirium	0	0	1	0	0	1	0	1	0	0	ድብርት
deliverance	0	1	0	0	1	0	1	0	0	1	ነጻ ማውጣት
delivery	0	1	0	0	0	0	1	0	0	0	ማድረስ
dell	0	0	0	0	0	0	0	0	0	0	ዴል
delta	0	0	0	0	0	0	0	0	0	0	ዴልታ
deluge	0	0	0	1	0	1	0	1	1	0	የጎርፍ መጥለቅለቅ
delusion	1	0	0	1	0	1	0	1	0	0	ማታለል
delusional	1	0	0	1	0	1	0	0	0	0	አሳሳች
delve	0	0	0	0	0	0	0	0	0	0	ደልለው
demand	1	0	0	0	0	1	0	0	0	0	ፍላጎት
demanding	0	0	0	0	0	1	0	0	0	0	የሚጠይቅ
demeanor	0	0	0	0	0	0	0	0	0	0	ጠባይ
demented	0	0	0	1	0	1	0	0	0	0	አእምሮ ማጣት
dementia	0	0	0	1	0	1	0	1	0	0	የመርሳት በሽታ
demise	0	0	0	1	0	1	0	1	0	0	መጥፋት
democracy	0	0	0	0	0	0	1	0	0	0	ዲሞክራሲ
democrat	0	0	0	0	0	0	0	0	0	0	ዴሞክራት
demolish	1	0	0	0	0	1	0	1	0	0	ማፍረስ
demolition	0	0	0	0	0	1	0	0	0	0	መፍረስ
demon	1	0	1	1	0	1	0	1	0	0	ጋኔን
demonic	1	0	1	1	0	1	0	1	0	0	አጋንንታዊ
demonstrable	0	0	0	0	0	0	1	0	0	0	የሚታይ
demonstrate	0	0	0	0	0	0	0	0	0	0	ማሳየት
demonstrated	0	0	0	0	0	0	0	0	0	0	አሳይቷል
demonstrating	0	0	0	0	0	0	0	0	0	0	በማሳየት ላይ
demonstration	0	0	0	0	0	0	0	0	0	0	ማሳያ
demonstrative	0	0	0	0	1	0	1	1	0	0	ማሳያ
demonstrator	0	0	0	0	0	0	0	0	0	0	ማሳያ
demoralized	0	0	0	1	0	1	0	1	0	0	ሞራለቢስ
demos	0	0	0	0	0	0	0	0	0	0	ማሳያዎች
den	0	0	0	0	0	0	0	0	0	0	ዋሻ
denial	0	0	0	0	0	1	0	0	0	0	መካድ
denied	0	0	0	0	0	1	0	1	0	0	ተከልክሏል
denomination	0	0	0	0	0	0	0	0	0	0	ቤተ እምነት
denominational	0	0	0	0	0	0	0	0	0	0	ቤተ እምነት
denominator	0	0	0	0	0	0	0	0	0	0	አካታች
denote	0	0	0	0	0	0	0	0	0	0	አመልክት
denounce	1	0	1	0	0	1	0	0	0	0	አውግዟል።
dense	0	0	0	0	0	0	0	0	0	0	ጥቅጥቅ ያለ
density	0	0	0	0	0	0	0	0	0	0	ጥግግት
dent	0	0	0	0	0	0	0	0	0	0	ጥርስ
dentistry	0	0	0	1	0	0	0	0	0	0	የጥርስ ህክምና
denunciation	1	0	1	1	0	1	0	0	0	0	ውግዘት
deny	1	0	0	0	0	1	0	0	0	0	መካድ
denying	0	1	0	0	0	1	0	0	0	0	መካድ
deodorant	0	0	0	0	0	0	0	0	0	0	ዲኦድራንት
depart	0	1	0	0	0	0	0	1	0	0	መነሳት
departed	0	0	0	0	0	1	0	1	0	0	ሄደ
department	0	0	0	0	0	0	0	0	0	0	ክፍል
departure	0	0	0	0	0	1	0	1	0	0	መነሳት
depend	0	1	0	0	0	0	0	0	0	1	ጥገኛ
dependant	0	0	0	0	0	0	0	0	0	0	ጥገኛ
dependence	0	0	0	1	0	1	0	1	0	0	ጥገኝነት
dependency	0	0	0	0	0	1	0	0	0	0	ጥገኝነት
dependent	0	0	0	0	0	1	1	0	0	1	ጥገኛ
depict	0	0	0	0	0	0	0	0	0	0	መግለፅ
depicting	0	0	0	0	0	0	0	0	0	0	የሚያሳይ
depletion	0	0	0	0	0	0	0	0	0	0	መሟጠጥ
deplorable	1	0	1	1	0	1	0	1	0	0	አሳዛኝ
deplore	1	0	1	0	0	1	0	1	0	0	ማዘን
deploy	0	0	0	0	0	0	0	0	0	0	ማሰማራት
deport	0	0	0	1	0	1	0	1	0	0	ማባረር
deportation	1	0	0	1	0	1	0	1	0	0	መባረር
deposit	0	0	0	0	0	0	0	0	0	0	ማስቀመጫ
depositary	0	0	0	0	0	0	0	0	0	0	ተቀማጭ
deposition	0	0	0	0	0	0	0	0	0	0	ማስቀመጥ
depository	0	0	0	0	0	0	0	0	0	1	ማስቀመጫ
depot	0	0	0	0	0	0	0	0	0	0	መጋዘን
depraved	1	1	1	1	0	1	0	1	0	0	የተበላሸ
depravity	1	0	1	0	0	1	0	0	0	0	ብልግና
depreciate	1	0	1	0	0	1	0	0	0	0	ዋጋ መቀነስ
depreciated	1	0	1	1	0	1	0	1	0	0	ዋጋ ቀንሷል
depreciation	0	0	0	1	0	1	0	0	0	0	የዋጋ ቅነሳ
depress	0	0	0	1	0	1	0	1	0	0	ድብርት
depressed	1	0	0	1	0	1	0	1	0	0	የመንፈስ ጭንቀት
depressing	0	0	1	0	0	1	0	1	0	0	ተስፋ አስቆራጭ
depression	0	0	0	0	0	1	0	1	0	0	የመንፈስ ጭንቀት
depressive	0	0	0	0	0	1	0	1	0	0	ድብርት
deprivation	1	0	1	1	0	1	0	1	0	0	እጦት
depth	0	0	0	0	0	0	1	0	0	1	ጥልቀት
deputy	0	0	0	0	0	0	0	0	0	1	ምክትል
derail	0	0	0	0	0	0	0	0	0	0	መንገድን ማሰናከል
deranged	1	0	1	1	0	1	0	0	0	0	የተበላሸ
derelict	0	0	0	0	0	1	0	0	0	0	የወረደ
derision	1	0	1	0	0	1	0	0	0	0	መሳለቂያ
derivation	0	0	0	0	0	0	0	0	0	0	መውጣቱ
derivative	0	0	0	0	0	0	0	0	0	0	ተዋጽኦ
derive	0	0	0	0	0	0	0	0	0	0	ማግኘት
dermal	0	0	0	0	0	0	0	0	0	0	የቆዳ በሽታ
dermatologist	0	0	0	0	0	0	0	0	0	1	የቆዳ ህክምና ባለሙያ
dermatology	0	0	0	0	0	0	0	0	0	0	የቆዳ ህክምና
derogation	1	0	1	1	0	1	0	1	0	0	ማዋረድ
derogatory	1	0	1	1	0	1	0	1	0	0	አዋራጅ
descend	0	0	0	0	0	0	0	0	0	0	ውረድ
descendant	0	0	0	0	0	0	0	0	0	0	ዘር
descendent	0	0	0	0	0	0	0	0	0	0	የወረደ
descending	0	0	0	0	0	0	0	0	0	0	መውረድ
descent	0	0	0	1	0	0	0	1	0	0	መውረድ
describe	0	0	0	0	0	0	0	0	0	0	መግለፅ
description	0	0	0	0	0	0	0	0	0	0	መግለጫ
descriptive	0	0	0	0	0	0	1	0	0	0	ገላጭ
desecration	1	0	1	1	0	1	0	1	0	0	ርኩሰት
desert	1	0	1	1	0	1	0	1	0	0	በረሃ
deserted	1	0	1	1	0	1	0	1	0	0	ምድረበዳ
desertion	0	0	0	0	0	1	0	0	0	0	መሸሽ
deserve	1	1	0	0	0	0	1	0	0	1	ይገባቸዋል
deserved	0	0	0	0	0	0	1	0	0	0	ይገባዋል
deserving	0	0	0	0	0	0	0	0	0	0	የሚገባው
design	0	0	0	0	0	0	0	0	0	0	ንድፍ
designate	0	0	0	0	0	0	0	0	0	0	መሰየም
designation	0	0	0	0	0	0	0	0	0	1	ስያሜ
designed	0	0	0	0	0	0	0	0	0	0	የተነደፈ
designer	0	0	0	0	0	0	1	0	0	0	ንድፍ አውጪ
designing	0	0	0	0	0	0	0	0	0	0	ዲዛይን ማድረግ
desirability	0	0	0	0	0	0	0	0	0	0	ተፈላጊነት
desirable	0	0	0	0	0	0	1	0	0	0	የሚፈለግ
desiring	0	0	0	0	0	0	1	0	0	0	ምኞት
desirous	0	0	0	0	0	0	1	0	0	0	ፍላጎት ያለው
desist	1	0	1	0	0	1	0	0	0	0	ማቆም
desk	0	0	0	0	0	0	0	0	0	0	ዴስክ
desolation	0	0	0	1	0	1	0	1	0	0	ባድማ
despair	1	0	1	1	0	1	0	1	0	0	ተስፋ መቁረጥ
despairing	0	0	0	1	0	1	0	1	0	0	ተስፋ መቁረጥ
despatch	0	0	0	0	0	0	0	0	0	0	መላኪያ
desperate	0	0	0	0	0	1	0	0	0	0	ተስፋ የቆረጠ
desperation	0	0	0	0	0	0	0	0	0	0	ተስፋ መቁረጥ
despicable	1	0	1	0	0	1	0	0	0	0	ወራዳ
despise	1	0	1	0	0	1	0	0	0	0	መናቅ
despotic	0	0	0	1	0	1	0	0	0	0	ተስፋ አስቆራጭ
despotism	1	0	1	1	0	1	0	1	0	0	ተስፋ መቁረጥ
dessert	0	0	0	0	0	0	0	0	0	0	ማጣጣሚያ
destination	0	1	0	1	1	0	1	1	1	0	መድረሻ
destined	0	1	0	0	0	0	0	0	0	0	እጣ ፈንታ
destiny	0	0	0	0	0	0	0	0	0	0	እጣ ፈንታ
destitute	0	0	0	1	0	1	0	1	0	0	የተቸገሩ
destroyed	1	0	0	1	0	1	0	1	0	0	ተደምስሷል
destroyer	1	0	0	1	0	1	0	0	0	0	አጥፊ
destroying	1	0	0	1	0	1	0	1	0	0	ማጥፋት
destruction	1	0	0	0	0	1	0	0	0	0	ጥፋት
destructive	1	0	1	1	0	1	0	0	0	0	አጥፊ
detach	0	0	0	0	0	0	0	0	0	0	ማላቀቅ
detached	0	0	0	0	0	0	0	0	0	0	ተለያይቷል።
detachment	0	0	0	0	0	1	0	0	0	0	መለያየት
detail	0	0	0	0	0	0	0	0	0	0	ዝርዝር
details	0	0	0	0	0	0	0	0	0	0	ዝርዝሮች
detain	0	0	0	0	0	1	0	0	0	0	ማሰር
detainee	1	1	0	1	0	1	0	1	0	0	እስረኛ
detect	0	0	0	0	0	0	1	0	0	0	መለየት
detectable	0	0	0	0	0	0	0	0	0	0	ሊታወቅ የሚችል
detection	0	0	0	0	0	0	1	0	0	0	መለየት
detective	0	0	0	0	0	0	0	0	0	0	መርማሪ
detector	0	0	0	0	0	0	0	0	0	0	ማወቂያ
detention	0	0	0	0	0	1	0	1	0	0	ማሰር
deter	0	0	0	0	0	0	0	0	0	0	ማገድ
detergent	0	0	0	0	0	0	0	0	0	0	ሳሙና
deteriorate	0	0	0	1	0	1	0	1	0	0	መበላሸት
deteriorated	0	0	1	0	0	1	0	1	0	0	ተበላሽቷል
deterioration	1	0	1	1	0	1	0	1	0	0	መበላሸት
determinable	0	0	0	0	0	0	0	0	0	0	ሊወሰን የሚችል
determinate	0	1	0	0	0	0	0	0	0	1	መወሰን
determination	0	0	0	0	0	0	1	0	0	1	ቁርጠኝነት
determined	0	0	0	0	0	0	1	0	0	0	ተወስኗል
detest	1	0	1	0	0	1	0	0	0	0	መጸየፍ
detonate	0	0	0	1	0	1	0	0	1	0	ማፈንዳት
detonation	1	0	0	0	0	0	0	0	0	0	ፍንዳታ
detour	0	0	0	0	0	0	0	0	0	0	ማዞር
detract	1	0	0	0	0	1	0	0	0	0	መቀነስ
