English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Turkmen Word
converse	0	0	0	0	0	0	0	0	0	0	gürleşmek
conversing	0	0	0	0	0	0	0	0	0	0	gürleşmek
conversion	0	0	0	0	0	0	0	0	0	0	öwürmek
convert	0	0	0	0	0	0	1	0	0	0	öwürmek
converted	0	0	0	0	0	0	0	0	0	0	imana geldi
convertible	0	0	0	0	0	0	0	0	0	0	öwrülişik
convex	0	0	0	0	0	0	0	0	0	0	konweks
convexity	0	0	0	0	0	0	0	0	0	0	konweksiýa
convey	0	0	0	0	0	0	0	0	0	0	ýetirmek
conveyance	0	0	0	0	0	0	0	0	0	0	daşamak
conveyancing	0	0	0	0	0	0	0	0	0	1	daşamak
convict	1	0	1	1	0	1	0	1	0	0	iş kesilen
conviction	0	0	0	0	0	1	0	0	0	0	iş kesmek
convince	0	1	0	0	0	0	1	0	0	1	ynandyr
convinced	0	0	0	0	0	0	0	0	0	1	ynandyrdy
convincing	0	0	0	0	0	0	0	0	0	1	ynandyryjy
convocation	0	0	0	0	0	0	0	0	0	0	çagyryş
convoluted	0	0	0	0	0	0	0	0	0	0	ýygnanan
convolution	0	0	0	0	0	0	0	0	0	0	konwolýasiýa
convoy	0	0	0	0	0	0	0	0	0	0	ulag kerweni
coo	0	0	0	0	0	0	0	0	0	0	coo
cook	0	0	0	0	0	0	0	0	0	0	bişiriň
cookery	0	0	0	0	0	0	0	0	0	0	aşhana
cooking	0	0	0	0	0	0	0	0	0	0	nahar bişirmek
cool	0	0	0	0	0	0	1	0	0	0	Gowy
cooler	0	0	0	0	0	0	0	0	0	0	sowadyjy
cooling	0	0	0	0	0	0	0	0	0	0	sowatmak
coolness	0	0	0	0	0	0	1	0	0	0	sowuklyk
coop	1	0	1	0	0	1	0	0	0	0	ýatak
cooperate	0	0	0	0	0	0	1	0	0	0	hyzmatdaşlyk ediň
cooperating	0	0	0	0	0	0	1	0	0	1	hyzmatdaşlygy
cooperation	0	0	0	0	0	0	1	0	0	1	hyzmatdaşlygy
cooperative	0	0	0	0	0	0	1	0	0	1	kooperatiw
coordinate	0	0	0	0	0	0	0	0	0	0	utgaşdyrmak
cop	0	0	0	1	0	0	0	0	0	1	göçürme
copious	0	0	0	0	0	0	0	0	0	0	göçürme
copper	0	0	0	0	0	0	0	0	0	0	mis
copy	0	0	0	0	0	1	0	0	0	0	göçürmek
copycat	1	0	1	0	0	1	0	0	0	0	göçürme
copying	0	0	0	0	0	0	0	0	0	0	göçürmek
copyright	0	0	0	0	0	0	0	0	0	0	awtorlyk hukugy
coral	0	0	0	0	0	0	0	0	0	0	merjen
cord	0	0	0	0	0	0	0	0	0	0	şnur
cordon	0	0	0	0	0	0	0	0	0	0	kordon
corduroy	0	0	0	0	0	0	0	0	0	0	korduroy
core	0	0	0	0	0	0	1	0	0	0	ýadrosy
cork	0	0	0	0	0	0	0	0	0	0	dykylyk
corkscrew	0	0	0	0	0	0	0	0	0	0	dykyz
corn	0	0	0	0	0	0	0	0	0	0	mekgejöwen
cornea	0	0	0	0	0	0	0	0	0	0	kornea
corner	0	0	0	0	0	0	0	0	0	0	burç
cornet	0	0	0	0	0	0	0	0	0	0	kornet
cornice	0	0	0	0	0	0	0	0	0	0	korniş
cornstarch	0	0	0	0	0	0	0	0	0	0	mekgejöwen
corollary	0	0	0	0	0	0	0	0	0	0	jemleýji
corona	0	0	0	0	0	0	0	0	0	0	korona
coronation	0	0	0	0	1	0	1	0	0	1	täç geýdirmek
coroner	0	0	0	0	0	1	0	0	0	0	koroner
corporal	0	0	0	0	0	1	0	0	0	0	korporal
corporate	0	0	0	0	0	0	0	0	0	0	korporatiw
corporation	0	0	0	0	0	0	1	0	0	1	korporasiýasy
corporeal	0	0	0	0	0	0	1	0	0	0	korporeal
corps	0	0	0	0	0	0	0	0	0	0	korpus
corpse	0	0	1	0	0	1	0	1	0	0	jeset
corpus	0	0	0	0	0	0	0	0	0	0	korpus
corral	0	0	0	0	0	0	0	0	0	0	korral
correction	0	0	0	0	0	1	0	0	0	0	düzediş
corrective	0	0	0	0	0	0	1	0	0	0	düzediş
correctness	0	0	0	0	0	0	0	0	0	1	dogrulygy
correlation	0	0	0	0	0	0	0	0	0	0	korrelýasiýa
correlative	0	0	0	0	0	0	0	0	0	0	korrelýasiýa
correspond	0	0	0	0	0	0	0	0	0	0	laýyk gelýär
correspondence	0	1	0	0	0	0	1	0	0	0	hat alyşmalar
correspondent	0	0	0	0	0	0	0	0	0	0	habarçy
corridor	0	0	0	0	0	0	0	0	0	0	däliz
corroborate	0	0	0	0	0	0	1	0	0	1	tassyklamak
corroboration	0	0	0	0	0	0	0	0	0	1	tassyklamak
corrosion	0	0	0	0	0	1	0	0	0	0	poslama
corrosive	0	0	0	1	0	1	0	0	0	0	poslaýjy
corrupt	0	0	0	0	0	1	0	0	0	0	parahor
corrupting	1	0	1	1	0	1	0	1	0	0	korrupsiýa
corruption	0	0	1	0	0	1	0	0	0	0	korrupsiýa
corse	0	0	0	0	0	0	0	1	0	0	jeset
corset	0	0	0	0	0	0	0	0	0	0	korset
cortex	0	0	0	0	0	0	0	0	0	0	korteks
cortical	0	0	0	0	0	0	0	0	0	0	kortikal
corvette	0	0	0	0	0	0	0	0	0	0	korwet
cosmetic	0	0	0	0	0	0	0	0	0	0	kosmetika
cosmetics	0	0	0	0	0	0	0	0	0	0	kosmetika
cosmic	0	0	0	0	0	0	0	0	0	0	kosmiki
cosmology	0	0	0	0	0	0	0	0	0	0	kosmologiýa
cosmopolitan	0	0	0	0	0	0	1	0	0	1	kosmopolit
cosmos	0	0	0	0	0	0	0	0	0	0	kosmos
cost	0	0	0	0	0	0	0	0	0	0	bahasy
costly	0	0	0	0	0	0	0	0	0	0	gymmat
costume	0	0	0	0	0	0	0	0	0	0	geýim
cosy	0	0	0	0	0	0	1	0	0	0	amatly
cot	0	0	0	0	0	0	0	0	0	0	düşek
cote	0	0	0	0	0	0	0	0	0	0	kot
cottage	0	0	0	0	0	0	0	0	0	0	kottej
cotton	0	0	0	0	0	0	0	0	0	0	pagta
couch	0	0	0	0	0	0	0	1	0	0	düşek
cougar	0	0	0	0	0	0	0	0	0	0	cougar
cough	0	0	1	0	0	1	0	0	0	0	üsgülewük
council	0	1	0	0	0	0	1	0	0	1	geňeş
counsel	0	0	0	0	0	0	1	0	0	1	maslahat
counsellor	1	0	0	1	0	1	0	0	0	1	geňeşçisi
counselor	0	0	0	0	0	0	1	0	0	1	geňeşçisi
count	0	0	0	0	0	0	1	0	0	1	hasapla
countdown	0	1	0	0	0	0	0	0	0	0	sanamak
countenance	0	0	0	0	0	0	0	0	0	0	ýüzi
counter	0	0	0	0	0	0	0	0	0	0	hasaplaýjy
counteract	0	0	0	0	0	0	0	0	0	0	garşy durmak
counterbalance	0	0	0	0	0	0	0	0	0	0	deňagramlylyk
counterclaim	0	0	0	0	0	0	0	0	0	0	garşy çykmak
counterpart	0	0	0	0	0	0	0	0	0	0	kärdeşi
countess	0	0	0	0	0	0	1	0	0	0	sanamak
countless	0	0	0	0	0	0	0	0	0	0	sansyz
country	0	0	0	0	0	0	0	0	0	0	ýurt
countryman	0	0	0	0	0	0	0	0	0	1	watandaş
counts	0	0	0	0	0	0	0	0	0	0	hasaplanýar
county	0	0	0	0	0	0	0	0	0	1	etrap
coup	1	0	0	0	0	0	0	0	1	0	agdarlyşyk
couple	0	0	0	0	0	0	0	0	0	0	jübüt
coupled	0	0	0	0	0	0	0	0	0	0	birikdirilen
coupon	0	0	0	0	0	0	0	0	0	0	talon
courage	0	0	0	0	0	0	1	0	0	0	gaýduwsyzlyk
courageous	0	0	0	1	0	0	1	0	0	0	batyr
courier	0	0	0	0	0	0	0	0	0	1	kurýer
courses	0	0	0	0	0	0	0	0	0	0	kurslary
coursing	0	0	0	0	0	1	0	0	0	0	kurs
court	1	1	0	1	0	0	0	0	0	0	kazyýet
courteous	0	0	0	0	0	0	1	0	0	0	sypaýy
courtesy	0	0	0	0	0	0	1	0	0	0	sypaýçylyk bilen
courthouse	0	0	0	0	0	0	0	0	0	0	kazyýet binasy
courts	0	0	0	0	0	0	0	0	0	0	kazyýetleri
courtship	0	1	0	0	1	0	1	0	0	1	tanyşmak
courtyard	0	0	0	0	0	0	0	0	0	0	howly
cove	0	1	1	1	1	0	1	0	0	0	gowak
covenant	0	0	0	0	0	0	1	0	0	1	äht
cover	0	0	0	0	0	0	0	0	0	1	gapagy
covered	0	0	0	0	0	0	0	0	0	0	örtülendir
covering	0	0	0	0	0	0	0	0	0	0	örtmek
covert	0	0	0	0	0	0	0	0	0	0	gizlin
covet	0	0	0	0	0	1	0	0	0	0	isleg
cow	0	0	0	0	0	0	0	0	0	0	sygyr
coward	0	0	1	1	0	1	0	1	0	0	gorkak
cowardice	0	0	0	1	0	1	0	0	0	0	gorkaklyk
cowardly	0	0	0	1	0	1	0	0	0	0	gorkak
cowboy	0	0	0	0	0	0	0	0	0	0	kawboý
cowhide	0	0	0	0	0	0	0	0	0	0	sygyr
cowl	0	0	0	0	0	0	0	0	0	0	sygyr
coworker	0	0	0	0	0	0	0	0	0	0	işdeş
coy	0	0	0	1	0	0	0	0	0	0	köý
coyote	0	0	0	1	0	0	0	0	0	0	köýot
crab	0	0	0	0	0	0	0	0	0	0	gyrgyç
crabby	1	0	0	0	0	1	0	0	0	0	garaguş
crack	0	0	0	0	0	1	0	0	0	0	döwmek
cracked	1	0	0	1	0	1	0	0	0	0	ýaryldy
cracker	0	0	0	0	0	0	0	0	0	0	kraker
cracking	0	0	0	0	0	1	0	0	0	0	döwmek
crackle	0	0	0	0	0	0	0	0	0	0	döwmek
cradle	0	1	0	0	1	0	1	0	0	1	beşik
craft	0	0	0	0	0	0	1	0	0	0	senetçilik
craftsman	0	0	0	0	0	0	1	0	0	0	senetçi
crafty	0	0	0	0	0	0	0	0	0	0	mekir
craig	0	0	0	0	0	0	0	0	0	0	craig
crammed	0	0	0	0	0	0	0	0	0	0	dykylan
cramp	0	1	0	0	0	1	0	0	0	0	kramp
cramped	0	0	0	0	0	1	0	0	0	0	gysga
crane	0	0	0	0	0	0	0	0	0	0	kran
cranium	0	0	0	0	0	0	0	0	0	0	kran
crank	0	0	0	0	0	1	0	0	0	0	krank
cranky	1	0	0	0	0	1	0	0	0	0	keýpsiz
crap	0	0	1	0	0	1	0	0	0	0	gümürtik
craps	0	1	0	0	0	0	0	0	0	0	bölekler
crash	0	0	0	1	0	1	0	1	1	0	heläkçilik
crate	0	0	0	0	0	0	0	0	0	0	sandyk
crater	0	0	0	0	0	0	0	0	0	0	krater
crave	0	1	0	0	0	0	0	0	0	0	isleg
craving	0	1	0	0	0	0	0	0	0	0	isleg
crawfish	0	0	0	0	0	0	0	0	0	0	süýreniji balyk
crawl	0	0	1	0	0	1	0	0	0	0	süýrenmek
crayons	0	0	0	0	0	0	0	0	0	0	gargalar
craze	0	0	0	0	0	0	0	0	0	0	däli
crazed	1	0	0	1	0	1	0	0	0	0	däli
crazy	1	0	0	1	0	1	0	1	0	0	däli
creaking	0	0	0	0	0	1	0	0	0	0	gark bolmak
cream	0	1	0	0	1	0	1	0	1	0	krem
creamer	0	0	0	0	0	0	0	0	0	0	krem
creamy	0	0	0	0	0	0	0	0	0	0	kremli
crease	0	0	0	0	0	0	0	0	0	0	krem
create	0	0	0	0	1	0	1	0	0	0	döretmek
creation	0	0	0	0	0	0	0	0	0	0	döretmek
creative	0	0	0	0	0	0	1	0	0	0	döredijilikli
creator	0	0	0	0	0	0	0	0	0	0	dörediji
creature	0	0	1	1	0	1	0	0	0	0	jandar
credence	0	0	0	0	0	0	1	0	0	1	ynam
credential	0	0	0	0	0	0	1	0	0	1	şahsyýetnamasy
credentials	0	0	0	0	0	0	0	0	0	0	şahsyýetnamalary
credibility	0	0	0	0	0	0	1	0	0	1	ygtybarlylygy
credible	0	0	0	0	0	0	1	0	0	1	ygtybarly
credit	0	0	0	0	0	0	1	0	0	1	Karz
creditable	0	0	0	0	0	0	1	0	0	1	ygtybarly
credited	0	0	0	0	0	0	1	0	0	0	hasaplanýar
crediting	0	0	0	0	0	0	0	0	0	0	karz bermek
creditor	0	0	0	0	0	0	0	0	0	0	kreditor
creed	0	0	0	0	0	0	0	0	0	0	ynanç
creek	0	0	0	0	0	0	0	0	0	0	derýa
creep	0	0	0	0	0	1	0	0	0	0	süýşmek
creeping	0	1	0	0	0	0	0	0	0	0	süýrenmek
cremation	0	0	0	0	0	0	0	1	0	0	ýakmak
creole	0	0	0	0	0	0	0	0	0	0	kreol
crescendo	0	1	0	0	1	0	1	0	1	1	ýarym aý
crescent	0	0	0	0	0	0	0	0	0	0	ýarym aý
crevice	0	0	0	0	0	0	0	0	0	0	çukur
crew	0	0	0	0	0	0	0	0	0	1	ekipa .y
crib	0	0	0	0	0	0	0	0	0	0	sallançak
cricket	0	0	0	0	0	0	0	0	0	0	kriket
crime	1	0	0	0	0	1	0	0	0	0	jenaýat
criminal	1	0	1	1	0	1	0	0	0	0	jenaýatçy
criminality	1	0	1	1	0	1	0	0	0	0	jenaýat
crimp	0	0	0	0	0	0	0	0	0	0	gyrgyç
crimson	0	0	0	0	0	0	0	0	0	0	gyrmyzy
cringe	0	0	1	1	0	1	0	1	0	0	aljyraňňy
cripple	0	0	0	1	0	1	0	1	0	0	maýyp
crippled	0	0	0	0	0	1	0	1	0	0	maýyp
crisis	0	0	0	0	0	1	0	0	0	0	krizisi
crisp	0	0	0	0	0	1	0	0	0	1	gysga
criterion	0	0	0	0	0	0	0	0	0	0	ölçegi
critic	0	0	0	0	0	1	0	0	0	0	tankytçy
criticism	1	0	0	0	0	1	0	1	0	0	tankyt
criticize	1	0	1	1	0	1	0	1	0	0	tankyt et
critique	0	0	0	0	0	0	1	0	0	0	tankyt
critter	0	0	1	0	0	0	0	0	0	0	kriter
croak	0	0	0	0	0	0	0	0	0	0	gykylyk
crock	0	0	0	0	0	0	0	0	0	0	garga
crockery	0	0	0	0	0	0	0	0	0	0	gap-gaç
crocodile	0	0	0	1	0	0	0	0	0	0	krokodil
croft	0	0	0	0	0	0	0	0	0	0	üçek
crook	0	0	0	0	0	1	0	0	0	0	egri
crop	0	0	0	0	0	0	0	0	0	0	ekin
croquet	0	0	0	0	0	0	0	0	0	0	kroket
cross	1	0	0	1	0	1	0	1	0	0	haç
crossbow	0	0	0	0	0	0	0	0	0	0	haç
crossed	0	0	0	0	0	0	0	0	0	0	kesildi
crossing	0	0	0	0	0	0	0	0	0	0	kesişmek
crotch	0	0	0	0	0	0	0	0	0	0	garga
crouch	0	0	0	1	0	0	0	0	0	0	egilmek
crouched	0	0	0	0	0	0	0	0	0	0	egildi
crouching	0	0	0	1	0	1	0	0	0	0	egilmek
croupier	0	0	0	0	0	0	0	0	0	0	grupba
crow	0	0	0	0	0	0	0	0	0	0	garga
crowd	0	0	0	0	0	0	0	0	0	0	märeke
crowded	0	0	0	0	0	0	0	0	0	0	adam köp
crown	0	0	0	0	0	0	0	0	0	0	täç
crowning	0	1	0	0	1	0	1	0	1	1	täç
crucial	0	0	0	0	0	0	1	0	0	1	örän möhümdir
cruciate	0	0	0	0	0	1	0	0	0	0	haça çüýlemek
crucifix	0	0	0	0	0	0	0	0	0	0	haça çüýlenmek
crucifixion	1	0	1	1	0	1	0	1	0	0	haça çüýlenmek
crude	0	0	1	0	0	1	0	0	0	0	çig
cruel	1	0	1	1	0	1	0	1	0	0	rehimsiz
cruelly	1	0	0	1	0	1	0	0	0	0	rehimsizlik bilen
cruelty	1	0	1	1	0	1	0	1	0	0	zalymlyk
cruise	0	0	0	0	0	0	0	0	0	0	gezelenç
cruiser	0	0	0	0	0	0	0	0	0	0	kruizer
crumb	0	0	0	0	0	0	0	0	0	0	döwmek
crumbling	0	0	0	0	0	1	0	1	0	0	çökýär
crunch	1	0	0	0	0	1	0	0	0	0	gysmak
crusade	1	0	0	1	0	1	0	0	0	0	haçly ýöriş
crush	0	0	0	0	0	0	0	0	0	0	ezmek
crushed	1	0	1	1	0	1	0	1	0	0	ezilen
crushing	1	0	1	1	0	1	0	0	0	0	ezmek
crust	0	0	0	0	0	0	0	0	0	0	gabygy
crusty	0	0	1	0	0	1	0	0	0	0	gabyk
crutch	0	0	0	0	0	0	0	0	0	0	taýak
crux	0	0	0	0	0	0	0	0	0	0	crux
cry	0	0	0	0	0	1	0	1	0	0	agla
crying	0	0	0	0	0	1	0	1	0	0	aglaýar
crypt	0	0	0	1	0	1	0	1	0	0	aglamak
cryptic	0	0	0	0	0	0	0	0	0	0	syrly
cryptography	0	0	0	0	0	0	0	0	0	0	kriptografiýa
crystal	0	0	0	0	0	0	1	0	0	0	kristal
crystalline	0	0	0	0	0	0	0	0	0	0	kristal
crystallization	0	0	0	0	0	0	0	0	0	0	kristallaşdyrma
cub	0	0	0	0	0	0	0	0	0	0	kub
cube	0	0	0	0	0	0	0	0	0	1	kub
cubicle	0	0	0	0	0	0	0	0	0	0	kubik
cuckold	0	0	1	0	0	1	0	0	0	0	Kukold
cuckoo	0	0	0	0	0	1	0	0	0	0	kakao
cuddle	0	0	0	0	1	0	1	0	0	1	gujaklamak
cue	0	1	0	0	0	0	0	0	0	0	cue
cuff	0	0	0	0	0	0	0	0	0	0	çeňňek
cuisine	0	0	0	0	0	0	0	0	0	0	aşhanasy
culinary	0	0	0	0	0	0	1	0	0	1	aşpez
cull	0	0	0	0	0	1	0	0	0	0	öküz
culminate	0	0	0	0	0	0	0	0	0	0	jemlemek
culmination	0	0	0	0	0	0	1	0	0	0	kulminasiýa
culpability	0	0	0	0	0	1	0	0	0	0	günäkärlik
culpable	0	0	0	0	0	1	0	0	0	0	günäkär
culprit	0	0	0	0	0	1	0	0	0	0	günäkär
cult	0	0	0	1	0	1	0	0	0	0	kult
cultivate	0	1	0	0	0	0	1	0	0	1	ösdürip ýetişdirmek
cultivated	0	0	0	0	0	0	1	0	0	0	ösdürilip ýetişdirilýär
cultivation	0	0	0	0	0	0	1	0	0	0	ösdürip ýetişdirmek
culture	0	0	0	0	0	0	1	0	0	0	medeniýeti
culvert	0	0	0	0	0	0	0	0	0	0	günäkär
cumbersome	0	0	0	0	0	1	0	1	0	0	kyn
cumulus	0	0	0	0	0	0	0	0	0	0	jem
cunning	0	0	0	0	0	1	1	0	0	0	mekir
cup	0	0	0	0	0	0	0	0	0	0	käse
cupboard	0	0	0	0	0	0	0	0	0	0	şkaf
cupping	0	0	1	1	0	1	0	1	0	0	käse
cur	1	0	1	1	0	1	0	0	0	0	egrilik
curable	0	0	0	0	0	0	1	0	0	1	bejerip bolýar
curate	0	0	0	0	0	0	0	0	0	0	kurate
curative	0	0	0	0	0	0	0	0	0	0	bejeriş
curator	0	0	0	0	0	0	0	0	0	0	kurator
curb	0	0	0	0	0	0	0	0	0	0	gysmak
curd	0	0	0	0	0	0	0	0	0	0	erik
curfew	0	0	0	0	0	0	0	0	0	0	komendant sagady
curiosity	0	1	0	0	0	0	1	0	1	0	bilesigelijilik
curl	0	0	0	0	0	0	1	0	0	0	egrilik
curling	0	0	0	0	0	0	0	0	0	0	egrelmek
currency	0	0	0	0	0	0	0	0	0	0	walýuta
current	0	0	0	0	0	0	0	0	0	0	tok
curriculum	0	0	0	0	0	0	0	0	0	0	okuw meýilnamasy
curry	0	0	0	0	0	0	0	0	0	0	köri
curse	1	0	1	1	0	1	0	1	0	0	nälet bolsun
cursed	1	0	0	1	0	1	0	1	0	0	nälet bolsun
cursing	1	0	1	0	0	1	0	0	0	0	näletlemek
cursory	0	0	0	0	0	1	0	0	0	0	kursory
curt	0	0	0	0	0	0	0	0	0	0	perde
curtail	0	0	0	0	0	0	0	0	0	0	gysgaltma
curtailment	0	0	0	0	0	0	0	0	0	0	çäklendirme
curtain	0	0	0	0	0	0	0	0	0	0	perde
curvature	0	0	0	0	0	0	0	0	0	0	egrilik
curve	0	0	0	0	0	0	0	0	0	0	egrilik
curved	0	0	0	0	0	0	0	0	0	0	egri
curvilinear	0	0	0	0	0	0	0	0	0	0	egrilik
cushion	0	0	0	0	0	0	1	0	0	0	ýassyk
cusp	0	0	0	0	0	0	0	0	0	0	gysga
cussed	1	0	0	0	0	0	0	0	0	0	gysyldy
custodian	0	0	0	0	0	0	0	0	0	1	gözegçi
custody	0	0	0	0	0	0	0	0	0	1	saklamak
custom	0	0	0	0	0	0	0	0	0	0	adat
customary	0	0	0	0	0	0	0	0	0	0	adaty
customer	0	0	0	0	0	0	1	0	0	0	Müşderi
cut	0	0	0	0	0	0	0	0	0	0	kes
cutaneous	0	0	0	0	0	0	0	0	0	0	kesel
cute	0	0	0	0	0	0	1	0	0	0	ýakymly
cuticle	0	0	0	0	0	0	0	0	0	0	kesikul
cutlery	0	0	0	0	0	0	0	0	0	0	pürs
cutter	0	0	0	1	0	1	0	0	0	0	kesiji
cutters	0	0	0	0	0	0	1	0	0	0	kesijiler
cutthroat	1	0	0	1	0	1	0	0	0	0	kesik
cutting	1	0	1	1	0	1	0	1	0	0	kesmek
cuttings	0	0	0	0	0	0	0	0	0	0	kesikler
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	sianid
cycle	0	0	0	0	0	0	0	0	0	0	aýlaw
cyclical	0	0	0	0	0	0	0	0	0	0	aýlawly
cyclist	0	0	0	0	0	0	0	0	0	0	welosiped sürüjisi
cyclone	0	0	0	1	0	1	0	0	1	0	siklon
cylinder	0	0	0	0	0	0	0	0	0	0	silindr
cylindrical	0	0	0	0	0	0	0	0	0	0	silindr görnüşli
cymbal	0	0	0	0	0	0	0	0	0	0	simbal
cynic	0	0	0	0	0	0	0	0	0	0	kinik
cyst	0	0	0	1	0	1	0	1	0	0	kist
cystic	0	0	1	0	0	0	0	0	0	0	kistiki
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	sitomegalowirus
cytoplasm	0	0	0	0	0	0	0	0	0	0	sitoplazma
czar	0	0	0	0	0	0	0	0	0	0	patyşa
dab	0	0	0	0	0	0	0	0	0	0	dab
dabble	0	0	0	0	0	0	0	0	0	0	dabble
dabbling	1	0	1	0	0	1	0	0	0	0	dabbling
dad	0	0	0	0	0	0	0	0	0	0	kaka
dado	0	0	0	0	0	0	0	0	0	0	dado
daemon	1	0	1	1	0	1	0	1	1	0	daemon
daft	0	0	1	0	0	1	0	0	0	0	daft
dagger	0	0	0	1	0	1	0	0	0	0	hanjar
daily	0	1	0	0	0	0	0	0	0	0	her gün
dainty	0	0	0	0	0	0	0	0	0	0	nahar
dairy	0	0	0	0	0	0	0	0	0	0	süýt
dak	0	0	0	0	0	0	0	0	0	0	dak
dale	0	0	0	0	0	0	0	0	0	0	dale
dam	0	0	0	0	0	0	0	0	0	0	bent
damage	1	0	1	0	0	1	0	1	0	0	zyýan
damages	0	0	0	0	0	1	0	1	0	0	zyýany
dame	1	0	1	0	0	0	1	0	0	1	dame
damn	1	0	1	0	0	1	0	0	0	0	nälet bolsun
damnation	1	0	0	1	0	1	0	1	0	0	gargyş
damned	0	0	0	0	0	1	0	0	0	0	günäkär
damp	0	0	0	0	0	0	0	0	0	0	çygly
dampened	0	0	0	0	0	0	0	0	0	0	nemlendirildi
damper	0	0	0	0	0	1	0	0	0	0	damper
damsel	0	0	0	0	0	0	0	0	0	0	gyz
dance	0	0	0	0	1	0	1	0	0	1	tans ediň
dancer	0	0	0	0	0	0	0	0	0	0	tansçy
dandruff	0	0	0	0	0	1	0	0	0	0	kepek
dandy	0	0	1	0	0	1	0	0	0	0	dandy
danger	0	0	0	1	0	1	0	1	0	0	howp
dangerous	0	0	0	1	0	1	0	0	0	0	howply
dangle	0	0	0	0	0	0	0	0	0	0	dangle
dank	0	0	1	0	0	0	0	0	0	0	dank
dapper	0	0	0	0	0	0	0	0	0	0	dapper
dare	0	1	0	0	0	0	0	0	0	1	batyrgaý
daring	0	0	0	0	0	0	1	0	0	0	batyrgaý
dark	0	0	0	0	0	0	0	1	0	0	garaňky
darken	0	0	0	1	0	1	0	1	0	0	garaňky
darkened	0	0	0	1	0	1	0	1	0	0	garaňky
darkly	0	0	0	0	0	0	0	0	0	0	garaňky
darkness	1	0	0	1	0	1	0	1	0	0	garaňkylyk
darling	0	0	0	0	1	0	1	0	0	1	ezizim
darn	0	0	0	0	0	0	0	0	0	0	darn
dart	0	0	0	1	0	0	0	0	0	0	dart
dash	0	0	0	0	0	0	0	0	0	0	çyzgy
dashboard	0	0	0	0	0	0	0	0	0	0	dolandyryş paneli
dashed	1	0	0	1	0	1	0	1	0	0	çyzyldy
dashing	0	0	0	0	0	0	1	0	0	0	dashing
dastardly	1	0	1	1	0	1	0	0	0	0	dastardly
data	0	0	0	0	0	0	0	0	0	0	maglumatlary
database	0	0	0	0	0	0	0	0	0	0	maglumat bazasy
date	0	0	0	0	0	0	0	0	0	0	senesi
daughter	0	0	0	0	1	0	1	0	0	0	gyzy
dawn	0	1	0	0	1	0	1	0	1	1	daň atmak
day	0	0	0	0	0	0	0	0	0	0	gün
daybreak	0	0	0	0	0	0	0	0	0	0	daň atmak
daydreaming	0	0	0	0	0	0	0	0	0	0	düýş görmek
daze	0	0	0	0	0	0	0	0	0	0	aljyraňňy
dazed	0	0	0	0	0	1	0	0	0	0	geň galdy
dazzling	0	0	0	0	0	0	0	0	0	0	ajaýyp
deacon	0	0	0	0	0	0	0	0	0	1	dekon
deactivate	0	0	0	0	0	1	0	0	0	0	ýapyň
deadlock	0	0	0	0	0	1	0	0	0	0	petik
deadly	1	0	1	1	0	1	0	1	0	0	ölüm howply
deafening	0	0	0	0	0	0	0	0	0	0	ker
deafness	0	0	0	0	0	0	0	0	0	0	kerlik
deal	0	1	0	0	1	0	1	0	1	1	şertnama
dealer	0	0	0	0	0	0	0	0	0	0	diler
dealing	0	0	0	0	0	0	0	0	0	0	bilen iş salyşýar
dealings	0	0	0	0	0	0	0	0	0	1	geleşikler
dean	0	0	0	0	0	0	0	0	0	0	dekan
dear	0	0	0	0	0	0	1	0	0	0	ezizim
dearth	0	0	0	0	0	0	0	0	0	0	açlyk
death	1	1	1	1	0	1	0	1	1	0	ölüm
debacle	0	0	0	1	0	1	0	1	0	0	kynçylyk
debatable	0	0	0	0	0	0	0	0	0	0	jedelli
debate	0	0	0	0	0	0	1	0	0	0	jedel
debauchery	0	0	1	1	0	1	0	0	0	0	ahlaksyzlyk
debenture	0	1	0	0	0	0	0	0	0	0	bergidarlyk
debit	0	0	0	0	0	0	0	0	0	0	debet
debris	0	0	1	0	0	1	0	0	0	0	galyndylar
debt	0	0	0	0	0	1	0	1	0	0	bergisi
debtor	0	0	0	0	0	1	0	0	0	0	bergidar
debut	0	0	0	0	0	0	0	0	0	0	ilkinji çykyşy
decade	0	0	0	0	0	0	0	0	0	0	onýyllyk
decanter	0	0	0	0	0	0	0	0	0	0	dekanter
decay	0	0	0	1	0	1	0	1	0	0	çüýremek
decayed	0	0	1	0	0	1	0	1	0	0	çüýrük
deceased	0	0	0	0	0	1	0	1	0	0	aradan çykdy
deceit	1	0	1	1	0	1	0	1	1	0	aldaw
deceitful	0	0	1	0	0	1	0	1	0	0	aldawçy
deceive	1	0	1	0	0	1	0	1	0	0	aldamak
deceived	1	0	0	0	0	1	0	0	0	0	aldanýar
deceiving	0	0	0	0	0	1	0	0	0	1	aldamak
decency	0	0	0	0	0	0	1	0	0	0	edeplilik
decent	0	0	0	0	0	0	1	0	0	0	mynasyp
deception	0	0	0	0	0	1	0	0	0	0	aldaw
deceptive	0	0	0	0	0	1	0	0	0	0	aldawçy
decidedly	0	0	0	0	0	0	0	0	0	0	karar berdi
deciduous	0	0	0	0	0	0	0	0	0	0	ýaprakly
decimal	0	0	0	0	0	0	0	0	0	0	onluk
