English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Mongolian Word
dominating	0	0	0	0	0	0	0	0	0	0	давамгайлж байна
domination	1	0	0	1	0	1	0	1	0	0	ноёрхол
dominion	0	0	0	1	0	0	0	0	0	1	ноёрхол
domino	0	0	0	0	0	0	0	0	0	0	домино
don	0	0	0	0	0	0	1	0	0	1	дон
donation	0	0	0	0	0	0	1	0	0	0	хандив
donkey	0	0	1	0	0	1	0	0	0	0	илжиг
donor	0	0	0	0	0	0	0	0	0	0	хандивлагч
doodle	0	0	0	0	0	1	0	0	0	0	doodle
doom	0	0	0	1	0	1	0	0	0	0	сүйрэл
doomed	0	0	0	1	0	1	0	1	0	0	мөхсөн
doomsday	1	1	1	1	0	1	0	1	0	0	сүйрлийн өдөр
door	0	0	0	0	0	0	0	0	0	0	хаалга
doorbell	0	0	0	0	0	0	0	0	0	0	хаалганы хонх
doorway	0	0	0	0	0	0	0	0	0	0	хаалга
dormant	0	0	0	0	0	0	0	0	0	0	унтаа
dormitory	0	0	0	0	0	0	0	0	0	0	дотуур байр
dorsal	0	0	0	0	0	0	0	0	0	0	нуруу
dose	0	0	0	0	0	0	0	0	0	0	тун
dot	0	0	0	0	0	0	0	0	0	0	цэг
double	0	0	0	0	0	0	0	0	0	0	давхар
doubled	0	0	0	0	0	0	0	0	0	0	хоёр дахин нэмэгдсэн
doublet	0	0	0	0	0	0	0	0	0	0	давхар
doubling	0	0	0	0	0	0	0	0	0	0	хоёр дахин нэмэгдэх
doubt	0	0	0	1	0	1	0	1	0	1	эргэлзээ
doubtful	0	0	0	0	0	1	0	0	0	0	эргэлзээтэй
doubting	0	0	0	0	0	1	0	0	0	0	эргэлзэж байна
doubtless	0	0	0	0	0	0	1	0	0	1	эргэлзээгүй
douche	0	0	0	0	0	1	0	0	0	0	шүрших
dough	0	0	0	0	0	0	0	0	0	0	зуурсан гурил
doughnut	0	0	0	0	0	0	0	0	0	0	гурилан бүтээгдэхүүн
dour	0	0	0	0	0	1	0	0	0	0	уйтгартай
dove	0	1	0	0	1	0	1	0	0	1	тагтаа
downcast	0	0	0	0	0	0	0	0	0	0	доошилсон
downfall	0	0	0	1	0	1	0	1	0	0	уналт
downhill	0	0	0	0	0	0	0	0	0	0	уруудах
downpour	0	0	0	0	0	0	0	0	0	0	бороо
downright	0	0	0	0	0	0	0	0	0	1	шууд
downy	0	0	0	0	0	0	1	0	0	0	бүдүүн
dowry	0	0	0	0	0	0	0	0	0	0	инж
doze	0	0	0	0	0	0	0	0	0	0	нойрмоглох
dozen	0	0	0	0	0	0	0	0	0	0	хэдэн арван
drab	0	0	0	0	0	1	0	1	0	0	бүдэг
draft	0	1	0	0	0	0	0	0	0	0	ноорог
drag	0	0	0	0	0	0	0	0	0	0	чирэх
dragon	0	0	0	1	0	0	0	0	0	0	луу
drain	0	0	0	0	0	0	0	0	0	0	ус зайлуулах
drainage	0	0	0	0	0	1	0	0	0	0	ус зайлуулах хоолой
drained	0	0	0	0	0	0	0	0	0	0	шавхагдсан
drake	0	0	0	0	0	0	0	0	0	0	дрейк
drama	0	0	0	0	0	0	0	0	0	0	жүжиг
dramatic	0	0	0	0	0	0	0	0	0	0	драматик
drape	0	0	0	0	0	0	0	0	0	0	хөшиг
drapery	0	0	0	0	0	0	0	0	0	0	даавуу
drastic	0	0	0	0	0	0	0	0	0	0	эрс
draught	0	0	0	0	0	0	0	0	0	0	ноорог
draw	0	0	0	0	0	0	0	0	0	0	зурах
drawback	0	0	0	0	0	1	0	0	0	0	сул тал
drawer	0	0	0	0	0	0	0	0	0	0	шургуулга
drawers	0	0	0	0	0	0	0	0	0	0	шүүгээ
drawing	0	0	0	0	0	0	0	0	0	0	зурах
dread	0	1	0	1	0	1	0	0	0	0	айдас
dreadful	1	1	1	1	0	1	0	1	0	0	аймшигтай
dreadfully	0	0	1	1	0	1	0	1	1	0	аймшигтай
dream	0	0	0	0	0	0	0	0	0	0	мөрөөдөл
dreamer	0	0	0	0	0	0	0	0	0	0	мөрөөдөгч
dreaming	0	0	0	0	0	0	0	0	0	0	мөрөөдөж байна
dreamy	0	0	0	0	0	0	0	0	0	0	мөрөөдөмтгий
dreary	0	0	0	0	0	1	0	1	0	0	уйтгартай
dredge	0	0	0	0	0	0	0	0	0	0	ухах
drenched	0	0	0	0	0	0	0	0	0	0	норсон
dresser	0	0	0	0	0	0	0	0	0	0	хувцасны шүүгээ
dribble	0	0	0	0	0	0	0	0	0	0	дусал хийх
dried	0	0	0	0	0	0	0	0	0	0	хатаасан
drier	0	0	0	0	0	0	0	0	0	0	илүү хуурай
drift	0	0	0	0	0	0	0	0	0	0	дрейф
drifted	0	0	0	0	0	0	0	0	0	0	урсан
drill	0	0	0	0	0	0	0	0	0	0	өрөмдөх
drink	0	0	0	0	0	0	0	0	0	0	уух
drinking	0	0	0	0	0	1	0	0	0	0	уух
drip	0	0	0	0	0	0	0	0	0	0	дусал
dripping	0	0	0	0	0	0	0	0	0	0	дуслах
drivel	0	0	1	0	0	1	0	0	0	0	жолоодох
driver	0	0	0	0	0	0	0	0	0	0	жолооч
driveway	0	0	0	0	0	0	0	0	0	0	авто зам
drizzle	0	0	0	0	0	0	0	0	0	0	шиврээ бороо
droll	0	0	0	0	0	0	0	0	0	0	дрол
drone	0	0	0	0	0	1	0	0	0	0	нисгэгчгүй онгоц
drool	0	0	1	0	0	0	0	0	0	0	ус гоожих
drooping	0	0	0	0	0	1	0	0	0	0	унжсан
drop	0	0	0	0	0	0	0	0	0	0	унах
droplet	0	0	0	0	0	0	0	0	0	0	дусал
drought	0	0	0	0	0	1	0	0	0	0	ган гачиг
drove	0	0	0	0	0	0	0	0	0	0	жолоодсон
drown	0	0	0	1	0	1	0	1	0	0	живэх
drowsiness	0	0	0	0	0	1	0	0	0	0	нойрмоглох
drowsy	0	0	0	0	0	0	0	0	0	0	нойрмог
drudgery	0	0	0	0	0	1	0	0	0	0	хүнд хэцүү
drug	0	0	0	0	0	0	0	0	0	0	эм
drugged	0	0	0	0	0	0	0	1	0	0	хар тамхи татсан
drugstore	0	0	0	0	0	0	0	0	0	0	эмийн сан
druid	0	0	0	0	0	0	0	0	0	0	друид
drum	0	0	0	0	0	0	0	0	0	0	бөмбөр
drummer	0	0	0	0	0	0	0	0	0	0	бөмбөрчин
drumming	0	0	0	0	0	0	0	0	0	0	бөмбөр тоглох
drunken	0	0	1	0	0	1	0	0	0	0	согтуу
drunkenness	0	0	0	0	0	1	0	0	0	0	согтуу байдал
dry	0	0	0	0	0	0	0	0	0	0	хуурай
dryness	0	0	0	0	0	0	0	0	0	0	хуурайшилт
dual	0	0	0	0	0	0	0	0	0	0	давхар
dualism	0	0	0	0	0	0	0	0	0	0	хоёрдмол үзэл
duality	0	0	0	0	0	0	0	0	0	0	хоёрдмол байдал
dub	0	0	0	0	0	0	0	0	0	0	дублах
dubious	0	0	0	1	0	1	0	0	0	1	эргэлзээтэй
ducking	0	0	0	0	0	0	0	0	0	0	нугас
duct	0	0	0	0	0	0	0	0	0	0	Суваг
ductile	0	0	0	0	0	0	0	0	0	0	уян хатан
duds	0	0	0	0	0	0	0	0	0	0	тэнэгүүд
due	0	0	0	0	0	0	0	0	0	0	хугацаатай
duel	1	1	0	1	0	0	0	0	0	0	тулаан
dues	0	0	0	0	0	0	0	0	0	0	хураамж
duet	0	0	0	0	0	0	1	0	0	0	дуэт
dugout	0	0	0	0	0	0	0	0	0	0	ухах
duke	0	0	0	0	0	0	1	0	0	0	гүн
dull	0	0	0	0	0	1	0	1	0	0	уйтгартай
dumb	0	0	0	0	0	1	0	0	0	0	тэнэг
dummy	0	0	0	0	0	1	0	0	0	0	дамми
dump	0	0	0	0	0	0	0	0	0	0	хогийн цэг
dumps	1	0	0	0	0	1	0	1	0	0	овоолго
dun	0	0	0	0	0	1	0	0	0	0	дун
dune	0	0	0	0	0	0	0	0	0	0	манхан
dung	0	0	1	0	0	0	0	0	0	0	аргал
dungeon	0	0	0	1	0	1	0	0	0	0	шорон
duo	0	0	0	0	0	0	0	0	0	0	хос
dupe	1	0	0	0	0	1	0	0	0	0	хуурсан
duplex	0	0	0	0	0	0	0	0	0	0	хоёр талт
duplicate	0	0	0	0	0	0	0	0	0	0	давхардсан
duplication	0	0	0	0	0	0	0	0	0	0	давхардал
duplicity	1	0	0	0	0	1	0	0	0	0	хоёрдмол байдал
durability	0	0	0	0	0	0	1	0	0	1	бат бөх чанар
durable	0	0	0	0	0	0	1	0	0	1	бат бөх
duration	0	0	0	0	0	0	0	0	0	0	үргэлжлэх хугацаа
duress	1	0	1	1	0	1	0	1	0	0	шахалт
dusk	0	0	0	0	0	0	0	0	0	0	бүрэнхий
dusky	0	0	0	0	0	0	0	0	0	0	харанхуй
dust	0	0	0	0	0	1	0	0	0	0	тоос
duster	0	0	0	0	0	0	0	0	0	0	тоос шороо
dusty	0	0	0	0	0	0	0	0	0	0	тоостой
dutiful	0	1	0	0	0	0	1	0	0	1	хариуцлагатай
dwarf	0	0	0	0	0	0	0	0	0	0	одой
dwarfed	0	0	0	1	0	1	0	1	0	0	одой
dwell	0	0	0	0	0	0	0	0	0	0	орших
dweller	0	0	0	0	0	0	0	0	0	0	оршин суугч
dwelling	0	0	0	0	0	0	0	0	0	0	орон сууц
dye	0	0	0	0	0	0	0	0	0	0	будах
dying	1	0	1	1	0	1	0	1	0	0	үхэж байна
dyke	0	0	0	0	0	0	0	0	0	0	дайк
dynamic	0	0	0	0	0	0	0	0	1	0	динамик
dynamical	0	0	0	0	0	0	0	0	0	0	динамик
dynamics	0	0	0	0	0	0	0	0	0	0	динамик
dynamite	0	0	0	0	0	0	0	0	0	0	динамит
dynasty	0	0	0	0	0	0	0	0	0	0	династ
dysentery	0	0	1	0	0	1	0	1	0	0	цусан суулга
dyspepsia	0	0	0	0	0	0	0	0	0	0	диспепси
eager	0	1	0	0	1	0	1	0	1	1	хүсэл эрмэлзэлтэй
eagerness	0	1	0	0	1	0	1	0	0	1	хүсэл эрмэлзэл
eagle	0	0	0	0	0	0	0	0	0	1	бүргэд
ear	0	0	0	0	0	0	0	0	0	0	чих
earl	0	0	0	0	0	0	1	0	0	0	гүн
earlier	0	0	0	0	0	0	0	0	0	0	эрт
early	0	0	0	0	0	0	0	0	0	0	эрт
earn	0	0	0	0	0	0	1	0	0	0	олох
earnest	0	0	0	0	0	0	1	0	0	0	чин сэтгэлээсээ
earnestly	0	0	0	0	0	0	1	0	0	0	чин сэтгэлээсээ
earnestness	0	0	0	0	0	0	1	0	0	0	чин сэтгэл
earnings	0	0	0	0	0	0	0	0	0	0	орлого
earring	0	0	0	0	0	0	0	0	0	0	ээмэг
earshot	0	0	0	0	0	0	0	0	0	0	чихний цохилт
earth	0	0	0	0	0	0	0	0	0	0	дэлхий
earthenware	0	0	0	0	0	0	0	0	0	0	шавар сав
earthly	0	0	0	0	0	0	0	0	0	0	дэлхийн
earthquake	1	0	0	1	0	1	0	1	1	0	газар хөдлөлт
earthy	0	0	0	0	0	0	0	0	0	0	шороон
ease	0	0	0	0	0	0	1	0	0	0	хялбар
easel	0	0	0	0	0	0	0	0	0	0	мольберт
easement	0	0	0	0	0	0	1	0	0	0	сервитут
easily	0	0	0	0	0	0	0	0	0	0	амархан
easy	0	0	0	0	0	0	0	0	0	0	амархан
easygoing	0	0	0	0	0	0	1	0	0	0	амар амгалан
eat	0	0	0	0	0	0	1	0	0	0	идэх
eating	0	0	0	0	0	0	0	0	0	0	идэх
eavesdropping	0	0	0	0	0	1	0	0	0	0	чагнасан
ebb	0	0	0	0	0	0	0	0	0	0	бууралт
ebony	0	0	0	0	0	0	0	0	0	0	хар мод
eccentric	0	0	0	0	0	0	0	0	0	0	хазгай
eccentricity	0	0	0	0	0	0	0	0	0	0	хазгай байдал
ecclesiastical	0	0	0	0	0	0	0	0	0	0	сүм хийдийн
echo	0	0	0	0	0	0	0	0	0	0	цуурай
eclectic	0	0	0	0	0	0	0	0	0	0	эклектик
eclipse	0	0	0	0	0	0	0	0	0	0	хиртэлт
ecliptic	0	0	0	0	0	0	0	0	0	0	эклиптик
economical	0	0	0	0	0	0	0	0	0	0	хэмнэлттэй
economics	0	0	0	0	0	0	0	0	0	0	эдийн засаг
economy	0	0	0	0	0	0	0	0	0	1	эдийн засаг
ecstasy	0	1	0	0	1	0	1	0	0	0	экстаз
ecstatic	0	1	0	0	1	0	1	0	1	0	экстатик
ecumenical	0	0	0	0	0	0	0	0	0	0	экуменик
eddy	0	0	0	0	0	0	0	0	0	0	Эдди
edge	0	0	0	0	0	0	0	0	0	0	ирмэг
edging	0	0	0	0	0	0	0	0	0	0	ирмэг
edible	0	0	0	0	0	0	0	0	0	0	идэж болно
edict	0	0	0	1	0	1	0	0	0	0	зарлиг
edification	0	1	0	0	1	0	1	0	0	1	боловсрол
edifice	0	0	0	0	0	0	0	0	0	0	барилга
edit	0	0	0	0	0	0	0	0	0	0	засварлах
edition	0	1	0	0	0	0	0	0	0	0	хэвлэл
editor	0	0	0	0	0	0	0	0	0	0	редактор
editorial	0	0	0	0	0	0	0	0	0	0	редакцийн
educate	0	0	0	0	0	0	1	0	0	0	сургах
educated	0	0	0	0	0	0	1	0	0	0	боловсролтой
education	0	0	0	0	0	0	0	0	0	0	боловсрол
educational	0	0	0	0	0	0	1	0	0	1	боловсролын
eel	0	0	0	1	0	0	0	0	0	0	могой
effect	0	0	0	0	0	0	0	0	0	0	нөлөө
effective	0	0	0	0	0	0	1	0	0	1	үр дүнтэй
effects	0	0	0	0	0	0	0	0	0	0	нөлөө
effectual	0	0	0	0	0	0	0	0	0	0	үр дүнтэй
effectually	0	0	0	0	0	0	0	0	0	0	үр дүнтэй
effectuate	0	0	0	0	0	0	0	0	0	0	хэрэгжүүлэх
effeminate	0	0	0	0	0	1	0	0	0	0	эмэгтэйлэг
efficacious	0	0	0	0	0	0	0	0	0	0	үр дүнтэй
efficacy	0	0	0	0	0	0	1	0	0	0	үр ашиг
efficiency	0	0	0	0	0	0	1	0	0	0	үр ашиг
efficient	0	1	0	0	0	0	1	0	0	1	үр ашигтай
effigy	1	0	0	0	0	0	0	0	0	0	дүрслэл
effort	0	0	0	0	0	0	1	0	0	0	хүчин чармайлт
effusion	0	0	0	0	0	0	0	0	0	0	шүүдэсжилт
egg	0	0	0	0	0	0	0	0	0	0	өндөг
ego	0	0	0	0	0	0	0	0	0	0	эго
egotistical	0	0	1	0	0	1	0	0	0	0	хувиа хичээсэн
egregious	1	0	1	0	0	1	0	0	0	0	аймшигтай
egress	0	0	0	0	0	0	0	0	0	0	гарах
eighth	0	0	0	0	0	0	0	0	0	0	найм дахь
eighty	0	0	0	0	0	0	0	0	0	0	наян
ejaculate	0	0	0	0	0	0	0	0	0	0	үрийн шингэн ялгарах
ejaculation	0	1	0	0	1	0	1	0	1	1	бэлгийн харьцаанд орох
eject	0	0	0	0	0	1	0	0	0	0	гаргах
ejection	0	0	0	0	0	1	0	0	0	0	хөөх
elaborate	0	0	0	0	0	0	0	0	0	0	нарийвчлан боловсруулах
elaboration	0	0	0	0	0	0	1	0	0	0	боловсруулалт
elan	0	0	0	0	0	0	0	0	0	0	элан
elapse	0	0	0	0	0	0	0	0	0	0	өнгөрөх
elapsed	0	0	0	0	0	0	0	0	0	0	өнгөрсөний
elastic	0	0	0	0	0	0	0	0	0	0	уян хатан
elasticity	0	0	0	0	0	0	0	0	0	0	уян хатан байдал
elated	0	0	0	0	1	0	1	0	0	0	баярласан
elbow	1	0	0	0	0	0	0	0	0	0	тохой
eld	0	0	0	0	0	0	0	0	0	0	хөгшин
elder	0	0	0	0	0	0	1	0	0	1	ахмад
elders	0	0	0	0	0	0	1	0	0	1	ахмадууд
eldest	0	0	0	0	0	0	0	0	0	0	хамгийн ахмад
elect	0	0	0	0	0	0	1	0	0	1	сонгох
election	0	0	0	0	0	0	0	0	0	0	сонгууль
elector	0	0	0	0	0	0	0	0	0	0	сонгогч
electorate	0	0	0	0	0	0	0	0	0	1	сонгогчид
electric	0	0	0	0	1	0	1	0	1	0	цахилгаан
electricity	0	0	0	0	0	0	1	0	0	0	цахилгаан
elegance	0	1	0	0	1	0	1	0	0	1	дэгжин байдал
elegant	0	0	0	0	1	0	1	0	0	0	дэгжин
element	0	0	0	0	0	0	0	0	0	0	элемент
elementary	0	0	0	0	0	0	0	0	0	0	анхан шатны
elements	0	0	0	0	0	0	0	0	0	0	элементүүд
elephant	0	0	0	0	0	0	0	0	0	0	заан
elevate	0	0	0	0	0	0	0	0	0	0	өргөх
elevation	0	1	0	1	1	0	1	0	0	1	өндөрлөг
elevator	0	0	0	0	0	0	0	0	0	0	цахилгаан шат
eleven	0	0	0	0	0	0	0	0	0	0	арван нэгэн
eleventh	0	0	0	0	0	0	0	0	0	0	арваннэгдүгээрт
elf	1	0	1	1	0	0	0	0	0	0	элф
elicit	0	0	0	0	0	0	0	0	0	0	өдөөх
eligible	0	0	0	0	0	0	1	0	0	0	эрхтэй
elimination	1	0	1	1	0	1	0	1	0	0	арилгах
elite	0	1	0	0	1	0	1	0	0	1	элит
elk	0	0	0	0	0	0	0	0	0	0	хандгай
ell	0	0	0	0	0	0	0	0	0	0	за
ellipse	0	0	0	0	0	0	0	0	0	0	эллипс
ellipsis	0	0	0	0	0	0	0	0	0	0	эллипс
ellipsoid	0	0	0	0	0	0	0	0	0	0	эллипсоид
elliptic	0	0	0	0	0	0	0	0	0	0	эллипс
elliptical	0	0	0	0	0	0	0	0	0	0	зууван хэлбэртэй
elongate	0	0	0	0	0	0	0	0	0	0	уртасгах
elongation	0	0	0	0	0	0	0	0	0	0	сунгалт
eloquence	0	0	0	0	0	0	1	0	0	0	уран илтгэх чадвар
eloquent	0	0	0	0	0	0	1	0	0	0	уран яруу
elucidate	0	0	0	0	0	0	1	0	0	1	тодруулах
elucidation	0	0	0	0	0	0	0	0	0	0	тодруулга
elude	0	0	0	0	0	0	0	0	0	0	зугтах
elusive	0	0	0	0	0	1	0	0	1	0	баригдашгүй
emaciated	0	0	0	1	0	1	0	1	0	0	туранхай
emanate	0	0	0	0	0	0	0	0	0	0	ялгарах
emancipation	0	1	0	0	1	0	1	0	0	0	чөлөөлөх
embankment	0	0	0	0	0	0	0	0	0	0	далан
embargo	0	0	0	0	0	1	0	0	0	0	хориг
embark	0	0	0	0	0	0	0	0	0	0	хөөрөх
embarrass	0	0	0	0	0	1	0	1	0	0	ичээх
embarrassing	0	0	0	0	0	1	0	0	0	0	ичмээр
embarrassment	0	0	0	1	0	1	0	1	1	0	ичгүүр
embassy	0	0	0	0	0	0	0	0	0	0	элчин сайдын яам
embed	0	0	0	0	0	0	0	0	0	0	оруулах
embellish	0	0	0	0	0	0	0	0	0	0	чимэх
embellishment	0	0	0	0	0	0	0	0	0	0	гоёл чимэглэл
embers	0	0	0	0	0	0	0	0	0	0	хөөс
embezzlement	0	0	0	0	0	1	0	0	0	0	шамшигдуулах
emblem	0	0	0	0	0	0	0	0	0	0	бэлгэ тэмдэг
emblematic	0	0	0	0	0	0	0	0	0	0	бэлгэ тэмдэг
embodiment	0	0	0	0	0	0	0	0	0	0	биелэл
embolism	0	0	0	1	0	1	0	1	0	0	эмболи
embossed	0	0	0	0	0	0	0	0	0	0	товойлгон
embrace	0	1	0	0	1	0	1	0	1	1	тэврэх
embroidered	0	0	0	0	0	0	0	0	0	0	хатгамал
embroidery	0	0	0	0	0	0	0	0	0	0	хатгамал
embroiled	0	0	0	0	0	1	0	0	0	0	орооцолдсон
embryo	0	0	0	0	0	0	0	0	0	0	үр хөврөл
embryonic	0	0	0	0	0	0	0	0	0	0	үр хөврөлийн
emerald	0	0	0	0	0	0	0	0	0	0	маргад
emerge	0	0	0	0	0	0	0	0	0	0	гарч ирэх
emergence	0	0	0	0	0	0	0	0	0	0	үүсэх
emergency	0	0	0	1	0	1	0	1	1	0	яаралтай
emeritus	0	0	0	0	0	0	1	0	0	0	гавьяат
emigrate	0	0	0	0	0	0	0	0	0	0	цагаачлах
emigration	0	0	0	0	0	0	0	0	0	0	цагаачлал
eminence	0	0	0	0	0	0	1	0	0	1	нэр хүнд
eminent	0	0	0	0	0	0	1	0	0	0	нэр хүндтэй
eminently	0	0	0	0	0	0	1	0	0	0	онцгойлон
emir	0	0	0	0	0	0	1	0	0	0	эмир
emission	0	0	0	0	0	0	0	0	0	0	ялгаруулалт
emit	0	0	0	0	0	0	0	0	0	0	ялгаруулдаг
emotion	0	0	0	0	0	0	0	0	0	0	сэтгэл хөдлөл
emotional	0	0	0	0	0	0	0	0	0	0	сэтгэл хөдлөм
emotive	0	0	0	0	0	0	0	0	0	0	сэтгэл хөдлөм
empathy	0	0	0	0	0	0	1	0	0	0	өрөвдөх сэтгэл
emperor	0	0	0	0	0	0	0	0	0	0	эзэн хаан
emphasis	0	0	0	0	0	0	0	0	0	0	онцлох
emphasize	0	0	0	0	0	0	0	0	0	1	онцлох
emphatic	0	0	0	0	0	0	0	0	0	0	онцлон тэмдэглэсэн
empire	0	0	0	0	0	0	0	0	0	0	эзэнт гүрэн
empirical	0	0	0	0	0	0	0	0	0	0	эмпирик
empiricism	0	0	0	0	0	0	0	0	0	0	эмпиризм
employ	0	0	0	0	0	0	0	0	0	1	ажилд авна
employer	0	0	0	0	0	0	0	0	0	0	ажил олгогч
employment	0	0	0	0	0	0	0	0	0	0	ажил эрхлэлт
emporium	0	0	0	0	0	0	0	0	0	0	дэлгүүр
empower	0	0	0	0	0	0	1	0	0	0	эрх мэдэл олгох
empress	0	0	0	0	0	0	0	0	0	0	хатан хаан
emptiness	0	0	0	0	0	0	0	1	0	0	хоосон байдал
emption	0	0	0	0	0	0	0	0	0	0	хоослолт
empty	0	0	0	0	0	0	0	0	0	0	хоосон
emulate	0	0	0	0	0	0	1	0	0	0	дуурайх
emulsion	0	0	0	0	0	0	0	0	0	0	эмульс
enable	0	0	0	0	0	0	1	0	0	1	идэвхжүүлэх
enablement	0	0	0	0	0	0	1	0	0	1	идэвхжүүлэх
enact	0	0	0	0	0	0	0	0	0	0	батлах
enactment	0	0	0	0	0	0	0	0	0	0	хууль тогтоомж
enamel	0	0	0	0	0	0	0	0	0	0	паалан
encampment	0	0	0	0	0	0	0	0	0	0	хуаран
enchant	0	1	0	0	1	0	1	0	1	0	ховсдох
enchanted	0	0	0	0	1	0	1	0	0	1	илбэдсэн
enchanting	0	1	0	0	1	0	1	0	0	0	сэтгэл татам
enchantment	0	0	0	0	0	0	0	0	0	0	ид шид
encircle	0	0	0	0	0	0	0	0	0	0	бүслэх
encircling	0	0	0	0	0	0	0	0	0	0	хүрээлэх
enclave	0	0	0	0	0	1	0	0	0	0	анклав
enclose	0	0	0	0	0	0	0	0	0	0	хаах
encode	0	0	0	0	0	0	0	0	0	0	кодлох
encompass	0	0	0	0	0	0	0	0	0	0	хамрах
encore	0	0	0	0	0	0	1	0	0	0	оруулах
encounter	0	0	0	0	0	0	0	0	0	0	учрал
encourage	0	0	0	0	1	0	1	0	0	1	урамшуулах
encouragement	0	0	0	0	0	0	1	0	0	0	урам зориг
encroach	0	0	0	0	0	0	0	0	0	0	халдах
encroachment	0	0	0	1	0	1	0	0	0	0	халдлага
encrypt	0	0	0	0	0	0	0	0	0	0	шифрлэх
encumbrance	1	0	0	1	0	1	0	1	0	0	ачаалал
encyclopedia	0	0	0	0	0	0	1	0	0	1	нэвтэрхий толь бичиг
end	0	0	0	0	0	0	0	0	0	0	Төгсгөл
endanger	0	1	0	1	0	1	0	0	0	0	аюул
endangered	0	0	0	1	0	1	0	0	0	0	устах аюулд орсон
endeavor	0	1	0	0	0	0	1	0	0	0	хичээх
ended	0	0	0	0	0	0	0	0	0	0	дууссан
endemic	0	0	1	1	0	1	0	1	0	0	эндемик
ending	0	0	0	0	0	0	0	0	0	0	төгсгөл
endless	1	0	0	1	1	1	1	1	0	1	эцэс төгсгөлгүй
endocarditis	0	0	0	1	0	0	0	1	0	0	эндокардит
endorsement	0	0	0	0	0	0	0	0	0	0	батлах
endow	0	0	0	0	0	0	1	0	0	1	хишиг
endowed	0	0	0	0	0	0	1	0	0	0	хишиг хүртсэн
endowment	0	0	0	0	0	0	1	0	0	1	хишиг
endpapers	0	0	0	0	0	0	0	0	0	0	төгсгөлийн баримтууд
endpoint	0	0	0	0	0	0	0	0	0	0	эцсийн цэг
endurance	0	0	0	0	0	0	1	0	0	0	тэсвэр тэвчээр
endure	0	0	0	0	0	0	1	0	0	0	тэвчих
enema	0	0	1	0	0	0	0	0	0	0	бургуй
enemy	1	0	1	1	0	1	0	0	0	0	дайсан
energetic	0	0	0	0	0	0	1	0	0	0	эрч хүчтэй
energy	0	0	0	0	0	0	0	0	0	0	эрчим хүч
enforce	1	0	0	1	0	1	1	0	0	0	хэрэгжүүлэх
enforcement	0	0	0	0	0	1	0	0	0	0	хэрэгжилт
engage	0	0	0	0	0	0	0	0	0	0	оролцох
engaged	0	1	0	0	1	0	1	0	0	1	сүй тавьсан
engagement	0	0	0	0	0	0	0	0	0	0	оролцоо
engaging	0	0	0	0	1	0	1	0	0	1	сэтгэл татам
engender	0	0	0	0	0	0	0	0	0	0	төрүүлэх
engine	0	0	0	0	0	0	0	0	0	0	хөдөлгүүр
engineer	0	0	0	0	0	0	0	0	0	0	инженер
engineering	0	0	0	0	0	0	0	0	0	0	инженерчлэл
engrave	0	0	0	0	0	0	0	0	0	0	сийлбэрлэх
engraved	0	0	0	0	0	0	0	0	0	0	сийлбэрлэсэн
engraver	0	0	0	0	0	0	0	0	0	0	сийлбэрчин
engraving	0	0	0	0	0	0	0	0	0	0	сийлбэр
engrossed	0	0	0	0	0	0	0	0	0	0	шимсэн
engrossing	0	0	0	0	0	0	0	0	0	0	сэтгэл татам
engulf	0	1	0	0	0	0	0	0	0	0	залгих
enhance	0	0	0	0	0	0	1	0	0	0	сайжруулах
enigma	0	0	0	0	0	0	0	0	0	0	оньсого
enigmatic	0	0	0	1	0	1	0	0	0	0	оньсого мэт
enjoin	0	0	0	0	0	0	0	0	0	0	захих
enjoy	0	1	0	0	1	0	1	0	0	1	таашаал авах
enjoying	0	1	0	0	1	0	1	0	0	1	таашаал авч байна
enlarged	0	0	0	0	0	0	0	0	0	0	томорсон
enlargement	0	0	0	0	0	0	0	0	0	0	томрох
enlighten	0	0	0	0	1	0	1	0	0	1	гэгээрүүлэх
enlightenment	0	0	0	0	1	0	1	0	0	1	гэгээрэл
enlist	0	0	0	0	0	0	0	0	0	0	элсүүлэх
enliven	0	0	0	0	1	0	1	0	1	1	амьдруулах
enmity	1	0	0	1	0	1	0	1	0	0	дайсагнал
enormity	0	0	0	0	0	0	0	0	0	0	асар их
enormous	0	0	0	0	0	0	0	0	0	0	асар их
enormously	0	0	0	0	0	0	0	0	0	0	асар их
enrich	0	0	0	0	0	0	1	0	0	0	баяжуулах
enroll	0	1	0	0	0	0	0	0	0	1	бүртгүүлэх
ensemble	0	0	0	0	0	0	1	0	0	1	чуулга
ensign	0	0	0	0	0	0	1	0	0	0	баатар
enslave	0	0	0	0	0	1	0	0	0	0	боолчлох
enslaved	1	0	1	1	0	1	0	1	0	0	боолчлогдсон
enslavement	0	0	0	0	0	1	0	0	0	0	боолчлол
ensue	0	0	0	0	0	0	0	0	0	0	үүсэх
ensure	0	0	0	0	0	0	0	0	0	0	баталгаажуулах
entail	0	0	0	0	0	0	0	0	0	0	оруулах
entangled	1	0	1	1	0	1	0	1	0	0	орооцолдсон
entanglement	0	0	0	0	0	1	0	0	0	0	орооцолдох
enter	0	0	0	0	0	0	0	0	0	0	оруулах
enterprise	0	0	0	0	0	0	0	0	0	0	аж ахуйн нэгж
enterprising	0	0	0	0	0	0	1	0	0	0	санаачлагатай
