English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Sinhala Word
baccarat	0	0	0	0	0	0	0	0	0	0	baccarat
bachelor	0	0	0	0	0	0	0	0	0	0	උපාධිය
back	0	0	0	0	0	0	0	0	0	0	ආපසු
backbone	1	0	0	0	0	0	1	0	0	1	කොඳු ඇට පෙළ
backer	0	0	0	0	0	0	0	0	0	1	ආධාරකරු
backfire	0	0	0	0	0	0	0	0	0	0	පසුබැසීම
backgammon	0	0	0	0	0	0	0	0	0	0	බැක්ගාමන්
background	0	0	0	0	0	0	0	0	0	0	පසුබිම
backhoe	0	0	0	0	0	0	0	0	0	0	බැකෝ යන්ත්‍රය
backpacker	0	0	0	0	0	0	0	0	0	0	බැක්පැකර්
backtrack	0	0	0	0	0	0	0	0	0	0	පසුගාමී
backward	0	0	0	0	0	1	0	0	0	0	පසුගාමී
backwards	0	0	1	0	0	1	0	0	0	0	ආපස්සට
backwater	0	0	0	0	0	1	0	1	0	0	පසුපස ජලය
bacteria	0	0	1	1	0	1	0	1	0	0	බැක්ටීරියා
bacterium	0	0	1	1	0	1	0	0	0	0	බැක්ටීරියාව
bad	1	0	1	1	0	1	0	1	0	0	නරක
badge	0	0	0	0	0	0	0	0	0	1	ලාංඡනය
badger	1	0	0	0	0	1	0	0	0	0	බැජර්
badly	0	0	0	0	0	1	0	1	0	0	නරක ලෙස
badness	1	0	1	1	0	1	0	0	0	0	නරක බව
baffle	0	0	0	0	0	0	0	0	0	0	බාධා කරන්න
bag	0	0	0	0	0	0	0	0	0	0	බෑගය
baggage	0	0	0	0	0	0	0	0	0	0	බඩුබාහිර
baggy	0	0	0	0	0	0	0	0	0	0	බෑග්
bagpipes	0	0	0	0	0	0	0	0	0	0	බෑග් පයිප්ප
bail	0	0	0	0	0	0	0	0	0	0	ඇප
bailiff	0	0	0	1	0	1	0	0	0	1	ඇපකරු
bait	0	0	0	1	0	1	0	0	0	1	ඇමක්
bake	0	0	0	0	0	0	0	0	0	0	පිළිස්සීම
bakery	0	0	0	0	0	0	0	0	0	0	බේකරිය
baking	0	0	0	0	0	0	0	0	0	0	පිළිස්සීම
bal	0	0	0	0	0	0	0	0	0	0	bal
balance	0	0	0	0	0	0	1	0	0	0	ශේෂය
balanced	0	0	0	0	0	0	1	0	0	0	සමතුලිත
balcony	0	0	0	0	0	0	0	0	0	0	බැල්කනිය
bald	0	0	0	0	0	0	0	0	0	0	තට්ට
bale	0	0	0	1	0	1	0	0	0	0	බේල්
balk	0	0	0	0	0	1	0	0	0	0	balk
ball	0	0	0	0	0	0	0	0	0	0	පන්දුව
ballad	0	0	0	0	0	0	1	0	0	0	බැලට්
ballast	0	0	0	0	0	0	0	0	0	0	බැලස්ට්
ballet	0	0	0	0	0	0	1	0	0	0	මුද්රා නාට්යය
balloon	0	0	0	0	0	0	0	0	0	0	බැලූනය
ballot	0	1	0	0	0	0	1	0	0	1	ඡන්දය
ballroom	0	0	0	0	0	0	0	0	0	0	උත්සව ශාලාව
balm	0	1	0	0	1	1	1	0	0	0	බාම්
balmy	0	0	0	0	0	0	0	0	0	0	සුවඳවත්
balsam	0	0	0	0	0	0	1	0	0	0	බෝල්සම්
balsamic	0	0	0	0	0	0	0	0	0	0	balsamic
ban	0	0	0	0	0	1	0	0	0	0	තහනම්
banana	0	0	0	0	0	0	0	0	0	0	කෙසෙල්
band	0	0	0	0	0	0	0	0	0	0	සංගීත කණ්ඩායම
bandage	0	0	0	0	0	0	0	0	0	0	වෙළුම් පටියක්
bandit	0	0	0	0	0	1	0	0	0	0	කොල්ලකාරයා
bandwagon	0	0	0	0	0	0	0	0	0	0	bandwagon
bane	1	0	1	1	0	1	0	0	0	0	තහනම්
bang	1	0	1	1	0	1	0	1	1	0	බං
banger	1	1	0	1	0	1	0	0	1	0	බැන්ගර්
banish	1	0	1	1	0	1	0	1	0	0	පිටුවහල් කරන්න
banished	1	0	0	1	0	1	0	1	0	0	පිටුවහල් කළා
banishment	1	0	1	0	0	1	0	1	0	0	පිටුවහල් කිරීම
banjo	0	0	0	0	0	0	0	0	0	0	බැන්ජෝ
bank	0	0	0	0	0	0	0	0	0	1	බැංකුව
banker	0	0	0	0	0	0	0	0	0	1	බැංකුකරු
bankrupt	0	0	0	1	0	1	0	1	0	0	බංකොලොත්
bankruptcy	1	0	1	1	0	1	0	1	0	0	බංකොලොත් බව
banner	0	0	0	0	0	0	0	0	0	0	බැනරය
banquet	0	1	0	0	1	0	1	0	0	0	භෝජන සංග්රහය
banshee	1	0	1	1	0	1	0	1	0	0	banshee
banter	0	0	0	0	0	0	0	0	0	0	විහිළු කතා
baptism	0	0	0	0	0	0	1	0	0	0	බව්තීස්මය
baptismal	0	0	0	0	1	0	1	0	0	0	බව්තීස්ම
bar	0	0	0	0	0	0	0	0	0	0	බාර්
barb	1	0	0	0	0	1	0	0	0	0	බාර්බ්
barbarian	0	0	0	1	0	1	0	0	0	0	ම්ලේච්ඡ
barbaric	1	0	1	1	0	1	0	0	0	0	ම්ලේච්ඡ
barbarism	0	0	0	0	0	1	0	0	0	0	ම්ලේච්ඡත්වය
barbecue	0	0	0	0	0	0	0	0	0	0	බාබික්යූ
barbed	0	0	0	0	0	0	0	0	0	0	කටු සහිත
bard	0	0	0	0	0	0	1	0	0	0	බාර්ඩ්
bareback	0	0	0	0	0	0	0	0	0	0	හිස් පිටුපස
barefoot	0	0	0	0	0	0	0	0	0	0	පාවහන් නොමැතිව
barely	0	0	0	0	0	0	0	0	0	0	යන්තම්
barf	0	0	1	0	0	0	0	0	0	0	barf
bargain	0	0	0	0	0	0	1	0	0	1	කේවල් කරනවා
barge	0	0	0	0	0	0	0	0	0	0	බාර්ජ්
baritone	0	0	0	0	0	0	0	0	0	0	බැරිටෝන්
bark	1	0	0	0	0	1	0	0	0	0	පොත්ත
barn	0	0	0	0	0	0	0	0	0	0	අාර් ඒන්
barney	0	0	0	0	0	0	0	0	0	0	බාර්නි
barometer	0	0	0	0	0	0	0	0	0	0	බැරෝමීටරය
baron	0	0	0	0	0	0	0	0	0	0	බාරොන්
baroque	0	0	0	0	0	0	0	0	0	0	බැරොක්
barrack	0	0	0	0	0	0	0	0	0	0	බැරැක්කය
barred	0	0	0	0	0	1	0	0	0	0	තහනම්
barrel	0	0	0	0	0	0	0	0	0	0	බැරලය
barren	0	0	0	0	0	1	0	1	0	0	වඳ
barricade	0	0	0	1	0	1	0	0	0	0	බාධකය
barrier	1	0	0	0	0	1	0	0	0	0	බාධකයක්
barring	0	0	0	0	0	0	0	0	0	0	තහනම් කිරීම
barrister	0	0	0	0	0	0	0	0	0	0	බැරිස්ටර්
barrow	0	0	1	0	0	0	0	0	0	0	බැරෝ
bartender	0	0	0	0	0	0	0	0	0	1	බාර්ටෙන්ඩර්
barter	0	0	0	0	0	0	0	0	0	1	හුවමාරුව
base	0	0	0	0	0	0	0	0	0	1	පදනම
baseball	0	0	0	0	0	0	0	0	0	0	බේස්බෝල්
baseboard	0	0	0	0	0	0	0	0	0	0	බේස්බෝඩ්
baseless	0	0	0	0	0	1	0	0	0	0	පදනම් විරහිත
basement	0	0	0	0	0	0	0	0	0	0	පහළම මාලය
basilica	0	0	0	0	0	0	0	0	0	0	බැසිලිකාව
basin	0	0	0	0	0	0	0	0	0	0	ද්රෝණිය
basis	0	0	0	0	0	0	0	0	0	0	පදනම
bask	0	0	0	0	0	0	0	0	0	0	bask
basket	0	0	0	0	0	0	0	0	0	0	කූඩය
basketball	0	1	0	0	1	0	1	0	0	0	පැසිපන්දු
bass	0	0	0	0	0	0	0	0	0	0	බාස්
basso	0	0	0	0	0	0	0	0	0	0	බස්සෝ
bassoon	0	0	0	0	0	0	0	0	0	0	bassoon
bastard	0	0	1	0	0	1	0	1	0	0	අවජාතකයා
bastion	1	0	0	0	0	0	1	0	0	0	බලකොටුව
bat	0	0	0	0	0	0	0	0	0	0	වවුලා
batch	0	0	0	0	0	0	0	0	0	0	කණ්ඩායම
batching	0	0	0	0	0	0	0	0	0	0	බැච් කිරීම
bate	0	0	0	0	0	0	0	0	0	0	bate
bath	0	0	0	0	0	0	1	0	0	0	නාන
bathe	0	0	0	0	0	0	0	0	0	0	නානවා
bathroom	0	0	0	0	0	0	0	0	0	0	නානකාමරය
bathymetry	0	0	0	0	0	0	0	0	0	0	ස්නානමිතිය
baton	0	0	0	0	0	0	0	0	0	0	බැටන් පොල්ල
battalion	1	0	0	0	0	0	0	0	0	0	බලඇණිය
batter	1	0	0	1	0	1	0	0	0	0	පිටි ගුලිය
battered	0	0	0	1	0	1	0	1	0	0	බැට කෑවා
battery	1	0	0	0	0	1	0	0	0	0	බැටරිය
battle	1	0	0	0	0	1	0	0	0	0	සටන
battled	1	0	0	1	0	1	0	1	0	0	සටන් කළා
battlefield	0	0	0	1	0	1	0	0	0	0	සටන් බිම
bawdy	0	0	0	0	0	1	0	0	0	0	නරකයි
bay	0	0	0	0	0	0	0	0	0	0	බොක්ක
bayonet	1	0	0	1	0	1	0	0	0	0	බයිනෙත්තු
bayou	0	0	0	0	0	0	0	0	0	0	බයියෝ
bazaar	0	0	0	0	0	0	0	0	0	0	කඩමණ්ඩිය
beach	0	0	0	0	1	0	0	0	0	0	වෙරළ
beacon	0	0	0	0	0	0	0	0	0	0	ආලෝකය
bead	0	0	0	0	0	0	0	0	0	0	පබළු
beading	0	0	0	0	0	0	0	0	0	0	පබළු
beads	0	0	0	0	0	0	0	0	0	0	පබළු
beagle	0	0	0	0	0	0	0	0	0	0	බීගල්
beak	0	0	0	0	0	0	0	0	0	0	හොට
beaker	0	0	0	0	0	0	0	0	0	0	බීකරය
beam	0	0	0	0	1	0	1	0	0	0	කදම්බ
beaming	0	1	0	0	1	0	1	0	0	0	දිලිසෙනවා
bear	1	0	0	1	0	0	0	0	0	0	වලහා
beard	0	0	0	0	0	0	0	0	0	0	රැවුල
bearded	0	0	0	0	0	0	0	0	0	0	රැවුල වවාගෙන
bearer	0	0	0	0	0	1	0	0	0	0	දරන්නා
bearing	0	0	0	0	0	0	0	0	0	0	දරණ
bearings	0	0	0	0	0	0	0	0	0	0	ෙබයාරිං
bearish	1	0	0	1	0	0	0	0	0	0	වලසුන්
beast	1	0	0	1	0	1	0	0	0	0	මෘගයා
beastly	0	0	1	1	0	1	0	0	0	0	තිරිසන් ලෙස
beat	0	0	0	0	0	0	0	0	0	0	පහර දෙනවා
beating	1	0	0	1	0	1	0	1	0	0	ගහනවා
beau	0	0	0	0	0	0	0	0	0	0	රූමත්
beautification	0	0	0	0	1	0	1	0	0	1	අලංකාර කිරීම
beautiful	0	0	0	0	1	0	1	0	0	0	ලස්සනයි
beautify	0	0	0	0	1	0	1	0	0	0	අලංකාර කරන්න
beauty	0	0	0	0	1	0	1	0	0	0	අලංකාරය
beck	0	0	0	0	0	0	0	0	0	0	beck
beckon	0	0	0	0	0	0	0	0	0	0	ආයාචනා කරන්න
bed	0	0	0	0	0	0	0	0	0	0	ඇඳ
bedding	0	0	0	0	0	0	0	0	0	0	ඇඳ ඇතිරිලි
bedrock	0	0	0	0	0	0	1	0	0	1	පාෂාණ
bedroom	0	0	0	0	0	0	0	0	0	0	නිදන කාමරය
bedtime	0	0	0	0	0	0	0	0	0	0	නින්දට යන වේලාව
bee	1	0	0	1	0	0	0	0	0	0	මී මැස්සන්
beef	0	0	0	0	0	0	0	0	0	0	හරක් මස්
beehive	0	0	0	0	0	0	0	0	0	0	මී වදය
beer	0	0	0	0	1	0	1	0	0	0	බියර්
beeswax	0	0	0	0	0	0	0	0	0	0	මී මැස්සන්
beetle	0	0	0	0	0	0	0	0	0	0	කුරුමිණියා
befall	0	0	0	0	0	1	0	0	0	0	සිදුවේ
befitting	0	0	0	0	0	0	1	0	0	0	ගැලපෙන
befriend	0	0	0	0	1	0	1	0	0	1	මිතුරු වෙනවා
beg	0	0	0	0	0	1	0	1	0	0	අයදිනවා
beggar	0	0	0	0	0	1	0	1	0	0	හිඟන්නා
begging	0	0	0	0	0	1	0	0	0	0	හිඟාකනවා
begin	0	0	0	0	0	0	0	0	0	0	ආරම්භය
beginner	0	0	0	0	0	0	0	0	0	0	ආරම්භකයා
beginning	0	0	0	0	0	0	0	0	0	0	ආරම්භය
begun	0	1	0	0	0	0	0	0	0	0	ආරම්භ විය
behavior	0	0	0	0	0	0	0	0	0	0	හැසිරීම
behemoth	0	0	0	1	0	1	0	0	0	0	behemoth
behest	0	0	0	0	0	0	0	0	0	0	අණ කරනවා
behold	0	0	0	0	0	0	0	0	0	0	බලන්න
beholden	0	0	0	0	0	1	0	0	0	0	දැක ඇත
beholder	0	0	0	0	0	0	0	0	0	0	නරඹන්නා
belated	0	0	0	0	0	1	0	0	0	0	ප්රමාදයි
belay	0	0	0	0	0	0	0	0	0	0	belay
belief	0	0	0	0	0	0	0	0	0	0	විශ්වාසය
believed	0	0	0	0	0	0	0	0	0	1	විශ්වාස කළා
believer	0	0	0	0	0	0	0	0	0	1	ඇදහිලිවන්තයා
believing	0	0	0	0	0	0	1	0	0	1	විශ්වාස කරනවා
belittle	1	0	1	1	0	1	0	1	0	0	පහත්
bell	0	0	0	0	0	0	0	0	0	0	සීනුව
belligerent	1	0	0	1	0	1	0	0	0	0	සටන්කාමී
bellow	0	0	0	0	0	0	0	0	0	0	පහත
bellows	1	0	0	0	0	0	0	0	0	0	සීනු
belly	0	0	0	0	0	0	0	0	0	0	බඩ
belongings	0	0	0	0	0	0	0	0	0	0	බඩු බාහිරාදිය
belt	1	0	0	1	0	1	0	0	0	0	පටිය
bemused	0	0	0	0	0	0	0	0	0	0	කුතුහලයෙන්
bench	0	0	0	0	0	0	0	0	0	0	බංකුව
bend	0	0	0	0	0	0	0	0	0	0	වංගුව
bender	0	0	0	0	0	1	0	0	0	0	වංගුව
bending	0	0	0	0	0	0	0	0	0	0	නැමීම
beneath	0	0	0	0	0	0	0	0	0	0	යටින්
benefactor	0	0	0	0	0	0	1	0	0	1	දානපතියා
beneficial	0	0	0	0	0	0	1	0	0	0	ප්රයෝජනවත්
beneficiary	0	0	0	0	0	0	0	0	0	0	ප්රතිලාභියා
benefit	0	0	0	0	0	0	1	0	0	0	ප්රතිලාභය
benevolence	0	0	0	0	1	0	1	0	0	1	කරුණාවන්තකම
benign	0	0	0	0	1	0	1	0	0	0	හිතකරයි
bent	0	0	0	0	0	0	0	0	0	0	නැමී
benzene	0	0	0	0	0	0	0	0	0	0	බෙන්සීන්
bequeath	0	0	0	0	0	0	0	0	0	0	දායාද කිරීම
bequest	0	0	0	0	0	0	0	0	0	1	දායාද කිරීම
bereaved	0	0	0	0	0	1	0	1	0	0	වියෝ වූ
bereavement	0	0	0	0	0	1	0	1	0	0	වියෝව
bereft	0	0	0	0	0	1	0	0	0	0	බෙලහීන
bergamot	0	0	0	0	0	0	0	0	0	0	බර්ගමොට්
berlin	0	0	0	0	0	0	0	0	0	0	බර්ලින්
berserk	1	0	0	0	0	1	0	0	0	0	බර්සර්ක්
berth	0	0	0	0	0	0	1	0	0	0	නැංගුරම
beseech	0	0	0	0	0	0	0	0	0	0	අයදිනවා
beset	0	0	0	0	0	0	0	0	0	0	වැටුණු
bestial	0	0	1	1	0	1	0	0	0	0	තිරිසන්
bestow	0	0	0	0	0	0	0	0	0	0	ප්‍රදානය කරනවා
bet	0	0	0	0	0	0	0	0	0	0	ඔට්ටු අල්ලනවා
betray	1	0	1	0	0	1	0	1	1	0	පාවා දෙනවා
betrayal	1	0	1	0	0	1	0	1	0	0	පාවාදීම
betrothed	0	1	0	0	1	0	1	0	0	1	විවාහ ගිවිස ගත්තා
betterment	0	0	0	0	0	0	1	0	0	0	වැඩිදියුණු කිරීම
betting	0	0	0	0	0	0	0	0	0	0	ඔට්ටු ඇල්ලීම
betty	0	0	0	0	0	0	0	0	0	0	betty
bevel	0	0	0	0	0	0	0	0	0	0	bevel
beverage	0	0	0	0	0	0	1	0	0	0	බීම
bevy	0	0	0	0	0	0	0	0	0	0	bevy
beware	0	1	0	1	0	1	0	0	0	0	පරෙස්සම් වන්න
bewildered	0	0	0	1	0	1	0	0	1	0	වික්ෂිප්ත විය
bewilderment	0	0	0	1	0	0	0	0	1	0	ව්යාකූලත්වය
bias	1	0	0	0	0	1	0	0	0	0	පක්ෂග්රාහී
biased	0	0	0	0	0	1	0	0	0	0	පක්ෂග්රාහී
bib	0	0	0	0	0	0	0	0	0	0	බිබ්
biblical	0	0	0	0	0	0	1	0	0	0	බයිබලානුකුල
bibliography	0	0	0	0	0	0	0	0	0	0	ග්රන්ථ නාමාවලිය
bickering	1	0	1	0	0	1	0	0	0	0	දබර කිරීම
bicolor	0	0	0	0	0	0	0	0	0	0	ද්වි වර්ණ
bicycle	0	0	0	0	0	0	0	0	0	0	බයිසිකලය
bid	0	0	0	0	0	0	0	0	0	0	ලංසු තැබීම
bidder	0	0	0	0	0	0	0	0	0	0	ලංසුකරු
bidding	0	0	0	0	0	0	0	0	0	0	ලංසු තැබීම
biennial	0	1	0	0	0	0	0	0	0	0	ද්විවාර්ෂික
bier	0	0	0	1	0	1	0	1	0	0	bier
bifurcation	0	0	0	0	0	0	0	0	0	0	දෙකඩ කිරීම
big	0	0	0	0	0	0	0	0	0	0	මහා
bigot	1	0	1	1	0	1	0	0	0	0	අන්තවාදී
bigoted	1	0	1	1	0	1	0	1	0	0	මහා මතධාරී
bike	0	0	0	0	0	0	0	0	0	0	බයිසිකලය
bilateral	0	0	0	0	0	0	0	0	0	0	ද්විපාර්ශ්වික
bilayer	0	0	0	0	0	0	0	0	0	0	ද්වි ස්ථරය
bile	1	0	1	0	0	1	0	0	0	0	පිත
bilge	0	0	0	0	0	0	0	0	0	0	බිල්ජ්
bilingual	0	0	0	0	0	0	1	0	0	0	ද්වී භාෂා
bill	0	0	0	0	0	0	0	0	0	0	බිල්පත
billet	0	0	0	0	0	0	0	0	0	0	බිල්ට්
billiards	0	0	0	0	0	0	0	0	0	0	බිලියඩ්
billion	0	0	0	0	0	0	0	0	0	0	බිලියන
billy	0	0	0	0	0	0	0	0	0	0	බිලි
bimonthly	0	0	0	0	0	0	0	0	0	0	ද්විමාසිකව
bin	0	0	0	0	0	0	0	0	0	0	බඳුන
binary	0	0	0	0	0	0	0	0	0	0	ද්විමය
bind	0	0	0	0	0	0	0	0	0	0	බැඳෙනවා
bindery	0	0	0	0	0	0	0	0	0	0	බයින්ඩරි
binding	0	0	0	0	0	0	0	0	0	0	බැඳීම
bing	0	0	0	0	0	0	0	0	0	0	bing
binocular	0	0	0	0	0	0	0	0	0	0	දුරදක්නය
binoculars	0	0	0	0	0	0	0	0	0	0	දුරදක්න
binomial	0	0	0	0	0	0	0	0	0	0	ද්විපද
biogenesis	0	0	0	0	0	0	0	0	0	0	ජෛව උත්පාදනය
biographer	0	0	0	0	0	0	0	0	0	0	චරිතාපදානය
biography	0	0	0	0	0	0	0	0	0	0	චරිතාපදානය
biology	0	0	0	0	0	0	0	0	0	0	ජීව විද්යාව
biopsy	0	0	0	1	0	1	0	0	0	0	බයොප්සි
biosphere	0	0	0	0	0	0	0	0	0	0	ජෛවගෝලය
bipartite	0	0	0	0	0	0	0	0	0	0	ද්විපාර්ශ්වික
birch	1	0	1	1	0	1	0	0	0	0	බර්ච්
bird	0	0	0	0	0	0	0	0	0	0	කුරුල්ලා
birth	0	1	0	1	1	0	1	0	0	1	උපත
birthday	0	1	0	0	1	0	1	0	1	0	උපන් දිනය
birthplace	1	0	0	0	0	1	0	0	0	0	උපන් ස්ථානය
birthright	0	0	0	0	0	0	0	0	0	0	උපන් අයිතිය
bis	0	0	0	0	0	0	0	0	0	0	bis
bishop	0	0	0	0	0	0	0	0	0	0	බිෂොප්
bison	0	0	0	0	0	0	0	0	0	0	බයිසන්
bit	0	0	0	0	0	0	0	0	0	0	ටිකක්
bitch	1	0	1	1	0	1	0	1	0	0	බැල්ලිය
bite	0	0	0	0	0	1	0	0	0	0	දෂ්ට කරනවා
bitterly	1	0	1	0	0	1	0	1	0	0	තිත්තයි
bitterness	1	0	1	0	0	1	0	1	0	0	තිත්තකම
bitumen	0	0	0	0	0	0	0	0	0	0	තාර
biweekly	0	0	0	0	0	0	0	0	0	0	සති දෙකකට වරක්
bizarre	0	0	0	0	0	1	0	0	1	0	විකාර
blackberry	0	0	0	0	0	0	0	0	0	0	බ්ලැක්බෙරි
blackboard	0	0	0	0	0	0	0	0	0	0	කළු ලෑල්ල
blackjack	0	0	0	0	0	1	0	0	0	0	බ්ලැක් ජැක්
blackmail	1	0	0	1	0	1	0	0	0	0	බ්ලැක්මේල්
blackness	0	0	0	1	0	1	0	1	0	0	කළු පැහැය
blacksmith	0	0	0	0	0	0	0	0	0	0	කම්මල්කරු
bladder	0	0	0	0	0	0	0	0	0	0	මුත්රාශය
blade	0	0	0	0	0	0	0	0	0	0	තලය
blame	1	0	1	0	0	1	0	0	0	0	දොස්
blameless	0	0	0	0	0	0	1	0	0	0	නිදොස්
bland	0	0	0	0	0	1	0	0	0	0	මෘදු
blank	0	0	0	0	0	0	0	0	0	0	හිස්
blanket	0	0	0	0	0	0	0	0	0	1	පොරවනය
blasphemous	1	0	1	0	0	1	0	0	0	0	අපහාස කරන
blasphemy	1	0	0	0	0	1	0	0	0	0	අපහාස කිරීම
blast	1	0	0	1	0	1	0	0	1	0	පිපිරවීම
blatant	1	0	1	0	0	1	0	0	0	0	නිර්ලජ්ජිත
blather	0	0	0	0	0	1	0	0	0	0	කෝපයෙන්
blaze	1	0	0	0	0	1	0	0	0	0	ගිනි දැල්වීම
blazing	0	0	0	0	0	0	0	0	0	0	දැල්වෙන
bleach	0	0	0	0	0	0	0	0	0	0	බ්ලීච්
bleak	0	0	0	0	0	1	0	1	0	0	අඳුරු
bleeding	0	0	1	1	0	1	0	1	0	0	ලේ ගැලීම
blemish	1	0	1	1	0	1	0	1	0	0	කැළලක්
blend	0	0	0	0	0	0	0	0	0	0	මිශ්ර කරන්න
blending	0	0	0	0	0	0	0	0	0	0	මිශ්ර කිරීම
bless	0	1	0	0	1	0	1	0	0	1	ආශිර්වාද කරනවා
blessed	0	0	0	0	1	0	1	0	0	0	ආශිර්වාද කළා
blessing	0	1	0	0	1	0	1	0	0	1	ආශිර්වාද කරනවා
blessings	0	1	0	0	1	0	1	0	1	1	ආශීර්වාද
blight	0	0	1	1	0	1	0	1	0	0	අංගමාරය
blighted	0	0	1	0	0	1	0	1	0	0	අංගමාරය
blinded	0	0	0	0	0	1	0	0	0	0	අන්ධයි
blindfold	0	1	0	1	0	0	0	0	1	0	ඇස් බැඳ
blindfolded	0	0	0	0	0	0	0	0	0	0	ඇස් බැඳලා
blindly	0	0	0	0	0	1	0	1	0	0	අන්ධ ලෙස
blindness	0	0	0	0	0	1	0	1	0	0	අන්ධභාවය
blink	0	0	0	0	0	0	0	0	0	0	ඇසිපිය හෙළන්න
bliss	0	0	0	0	1	0	1	0	0	0	ප්රමෝදය
blissful	0	0	0	0	1	0	1	0	0	0	ප්රීතිමත්
blister	0	0	1	0	0	1	0	0	0	0	බිබිලි
blitz	0	0	0	0	0	0	0	0	1	0	blitz
blizzard	0	0	0	0	0	0	0	0	0	0	හිම කුණාටුව
bloated	0	0	1	0	0	1	0	0	0	0	පුම්බා ඇත
blob	0	0	1	1	0	1	0	0	0	0	බ්ලොබ්
block	0	0	0	0	0	0	0	0	0	0	අවහිර කරන්න
blockade	1	0	0	1	0	1	0	1	0	0	අවහිර කිරීම
blond	0	0	0	0	0	0	0	0	0	0	blond
blood	0	0	0	0	0	0	0	0	0	0	ලේ
bloodhound	0	0	0	0	0	0	0	0	0	0	ලේ දඩාවතේ
bloodless	0	0	0	0	0	0	1	0	0	0	ලේ නැති
bloodshed	1	0	1	1	0	1	0	1	1	0	ලේ වැගිරීම
bloodthirsty	1	0	1	1	0	1	0	0	0	0	ලේ පිපාසිත
bloody	1	0	1	1	0	1	0	1	0	0	ලේ වැකි
bloom	0	1	0	0	1	0	1	0	0	1	පිපෙන
blossom	0	0	0	0	1	0	1	0	0	0	මල් පිපීම
blot	0	0	0	0	0	1	0	0	0	0	මකන්න
blouse	0	0	0	0	0	0	0	0	0	0	බ්ලවුස්
blower	0	0	0	0	0	1	0	0	0	0	පිඹින යන්ත්‍රය
blowing	0	0	0	0	0	0	0	0	0	0	පිඹිනවා
blown	0	0	0	0	0	0	0	0	0	0	පිඹින ලදී
blowout	0	0	0	0	0	1	0	0	0	0	නිවනවා
blue	0	0	0	0	0	0	0	1	0	0	නිල්
blues	0	0	0	1	0	1	0	1	0	0	බ්ලූස්
bluff	0	0	0	0	0	1	0	0	0	0	bluff
bluish	0	0	0	0	0	0	0	0	0	0	නිල්වන්
blunder	0	0	1	0	0	1	0	1	0	0	වරදක්
blunt	0	0	0	0	0	0	0	0	0	0	මොට
blur	0	0	0	0	0	1	0	0	0	0	බොඳ වීම
blurred	0	0	0	0	0	1	0	0	0	0	බොඳ වී ඇත
blush	0	0	0	0	0	1	0	0	0	0	බ්ලෂ්
blushing	0	0	0	0	0	0	0	0	0	0	රතු වෙනවා
boa	0	0	0	0	0	0	0	0	0	0	බෝවා
boar	0	0	0	0	0	0	0	0	0	0	ඌරා
board	0	1	0	0	0	0	0	0	0	0	මණ්ඩලය
boarder	0	0	0	0	0	0	0	0	0	0	බෝඩිං කරන්නා
boarding	0	0	0	0	0	0	0	0	0	0	ගොඩබෑම
boards	0	0	0	0	0	0	0	0	0	0	පුවරු
boast	0	0	0	0	0	1	1	0	0	0	පුරසාරම් දොඩනවා
boasting	0	0	0	0	0	1	0	0	0	0	පුරසාරම් දොඩනවා
boat	0	0	0	0	0	0	0	0	0	0	බෝට්ටුව
boating	0	0	0	0	0	0	0	0	0	0	බෝට්ටු පැදීම
bobbin	0	0	0	0	0	0	0	0	0	0	බොබින්
bode	0	0	0	0	0	0	0	0	0	0	බෝඩ්
bodice	0	0	0	0	0	0	0	0	0	0	bodice
bodily	0	0	0	0	0	0	0	0	0	0	ශාරීරික
body	0	0	0	0	0	0	0	0	0	0	සිරුර
bodyguard	0	0	0	0	0	0	1	0	0	1	ආරක්ෂකයා
bog	0	0	0	0	0	1	0	0	0	0	බොග්
bogus	1	0	1	0	0	1	0	0	0	0	ව්යාජ
boil	0	0	1	0	0	1	0	0	0	0	උනු
boiler	0	0	0	0	0	0	0	0	0	0	බොයිලේරු
boilerplate	0	0	0	0	0	1	0	0	0	0	බොයිලේරු තහඩුව
boiling	0	0	0	0	0	0	0	0	0	0	උණු
boisterous	1	1	0	0	1	1	1	0	0	0	ඝෝෂාකාරී
bold	0	0	0	0	0	0	1	0	0	0	නිර්භීත
boldness	0	0	0	0	0	0	1	0	0	0	නිර්භීතකම
bolster	0	0	0	0	0	0	1	0	0	0	ශක්තිමත් කරන්න
bolt	0	0	0	0	0	0	0	0	0	0	බෝල්ට්
bolus	0	0	0	0	0	0	0	0	0	0	බෝලස්
bomb	1	0	0	1	0	1	0	1	1	0	බෝම්බය
bombard	1	0	0	1	0	1	0	0	0	0	බෝම්බ හෙලීම
bombardment	1	0	0	1	0	1	0	0	0	0	බෝම්බ හෙලීම
bombed	0	0	1	0	0	1	0	0	0	0	බෝම්බ ගැහුවා
bomber	0	0	0	1	0	0	0	1	0	0	බෝම්බකරු
bonanza	0	0	0	0	1	0	1	0	0	0	බොනැන්සා
bond	0	0	0	0	0	0	0	0	0	0	බැඳුම්කරය
bondage	0	0	0	1	0	1	0	1	0	0	වහල්භාවය
bonds	0	0	0	0	0	1	0	0	0	0	බැඳුම්කර
bone	0	0	0	0	0	0	0	0	0	0	අස්ථි
boner	0	0	0	0	0	0	0	0	0	0	බෝනර්
bones	0	0	0	0	0	0	0	0	0	0	අස්ථි
